"Company: ","Howmet Aerospace Inc (HWM:US)","","","","","","","","","",""
"Exchange: ","NYSE","","","","","","","","","",""
"Last Close Price: ","78.2","","","","","","","","","",""
"Industry: ","Aerospace & Defense","","","","","","","","","",""
"Currency: ","USD","","","","","","","","","",""
"Country: ","US","","","","","","","","","",""
"Market Cap.: ","32095","","","","","","","","","",""
"Enterprise Value: ","35048","","","","","","","","","",""
"period_end_date","2014-12","2015-12","2016-12","2017-12","2018-12","2019-12","2020-12","2021-12","2022-12","2023-12","TTM"
"revenue","12542","12413","12394","12960","6778","7098","5259","4972","5663","6640","6861"
"cogs","10349","10104","9696","10221","5114","5214","3878","3596","4103","4773","4899"
"gross_profit","2193","2309","2698","2739","1664","1884","1381","1376","1560","1867","1962"
"sga","770","765","924","715","363","424","287","259","280","343","374"
"rnd","123","169","130","109","41","28","17","17","32","36","37"
"special_charges","","","","","","","","","","",""
"other_opex","436","508","535","551","314","295","279","270","265","272","270"
"total_opex","1329","1442","1589","1375","718","747","583","546","577","651","681"
"operating_income","864","867","1109","1364","946","1137","798","830","983","1216","1281"
"net_interest_income_normal","-423","-457","-483","-477","-355","-314","-312","-257","-223","-195","-187"
"other_nonoperating_income","-328","-227","-212","-417","-163","-613","-315","-249","-154","-46","-36"
"pretax_income","113","183","414","470","428","210","171","324","606","975","1058"
"income_tax","-174","-339","-1476","-544","-119","-84","40","-66","-137","-210","-198"
"net_income_continuing","-61","-156","-1062","-74","309","126","211","258","469","765","860"
"net_income_discontinued","238","-41","184","","333","344","50","","","",""
"income_allocated_to_minority_interest","91","-125","-63","","","","","","","",""
"other_income_statement_items","","","","","","","","","","",""
"net_income","268","-322","-941","-74","642","470","261","258","469","765","860"
"preferred_dividends","21","69","69","53","2","2","2","2","2","2","2"
"net_income_available_to_shareholders","247","-391","-1010","-127","640","468","259","256","467","763","858"
"eps_basic","0.5600000000000001","-0.89","-2.31","-0.28","1.33","1.05","0.59","0.6","1.12","1.85","2.08"
"eps_diluted","0.5600000000000001","-0.89","-2.31","-0.28","1.3","1.03","0.59","0.59","1.11","1.83","2.07"
"shares_basic","438.52","438.52","438","451","483","446","435","430","416","412","412"
"shares_diluted","438.52","438.52","438","451","503","463","439","435","421","416","416"
"cash_and_equiv","","1362","1863","2150","2277","1577","1610","720","791","610","610"
"st_investments","","","","","","","","","","",""
"receivables","","1354","1451","1374","1498","932","357","420","537","692","692"
"inventories","","2284","2253","2480","2492","1607","1488","1402","1609","1765","1765"
"other_current_assets","","2953","325","374","314","1727","217","195","206","249","249"
"total_current_assets","","7953","5892","6378","6581","5843","3672","2737","3143","3316","3316"
"equity_and_other_investments","","193","1020","","","","","","","",""
"ppe_gross","","11568","11572","11986","12473","5078","5349","5347","5301","5537","5537"
"accumulated_depreciation","","-6143","-6073","-6392","-6769","-2449","-2626","-2772","-2858","-3081","-3081"
"ppe_net","","5425","5499","5594","5704","2629","2723","2575","2443","2456","2456"
"intangible_assets","","1104","988","987","919","599","571","549","521","505","505"
"goodwill","","5249","5148","4535","4500","4067","4102","4067","4013","4035","4035"
"other_lt_assets","","16553","1491","1224","989","4424","375","291","135","116","116"
"total_assets","","36477","20038","18718","18693","17562","11443","10219","10255","10428","10428"
"accounts_payable","","1510","1744","1839","2129","976","599","732","962","982","982"
"tax_payable","","103","85","75","118","65","102","61","48","68","68"
"current_accrued_liabilities","","170","153","124","113","112","89","74","75","65","65"
"st_debt","","41","40","38","434","1034","376","5","","206","206"
"current_deferred_revenue","","","","","","","","","","",""
"current_deferred_tax_liability","","","","","","","","","","",""
"other_current_liabilities","","3387","727","748","726","1938","456","348","365","431","431"
"total_current_liabilities","","5211","2749","2824","3520","4125","1660","1253","1482","1784","1784"
"lt_debt","","8786","8044","6806","5896","4906","4699","4227","4162","3500","3500"
"noncurrent_capital_leases","","","","","","","100","81","83","97","97"
"pension_liabilities","","3079","3450","3623","2953","1230","1183","924","742","756","756"
"noncurrent_deferred_revenue","","","","","","","","","","",""
"other_lt_liabilities","","5270","654","541","739","2696","224","226","185","254","254"
"total_liabilities","","22346","14897","13794","13108","12957","7866","6711","6654","6391","6391"
"common_stock","","1391","438","481","483","433","433","422","412","410","410"
"preferred_stock","","58","58","55","55","55","55","55","55","55","55"
"retained_earnings","","8834","-1027","-1248","-358","113","364","603","1028","1720","1720"
"aoci","","-5431","-2568","-2644","-2926","-3329","-1943","-1863","-1841","-1830","-1830"
"apic","","10019","8214","8266","8319","7319","4668","4291","3947","3682","3682"
"treasury_stock","","-2825","","","","","","","","",""
"other_equity","","","","","","","","","","",""
"minority_interest_liability","","2085","26","14","12","14","","","","",""
"total_equity","","14131","5141","4924","5585","4605","3577","3508","3601","4037","4037"
"total_liabilities_and_equity","","36477","20038","18718","18693","17562","11443","10219","10255","10428","10428"
"cfo_net_income","177","-197","-878","-74","642","470","261","258","469","765","860"
"cfo_da","1372","1280","1132","551","576","536","338","270","265","272","270"
"cfo_receivables","-312","212","-1016","-915","-1142","-977","-238","-337","-161","-164","-154"
"cfo_inventory","-355","-64","-29","-192","-74","-3","74","60","-234","-142","-128"
"cfo_prepaid_expenses","-25","46","-76","11","-1","4","-2","11","-6","-24","-13"
"cfo_other_working_capital","-439","-1099","-469","-311","209","-97","-496","-79","198","-15","4"
"cfo_change_in_working_capital","-1131","-905","-1590","-1407","-1008","-1073","-662","-345","-203","-345","-291"
"cfo_deferred_tax","-35","34","1125","434","31","-19","2","38","79","108","109"
"cfo_stock_comp","87","92","86","67","50","60","45","41","54","50","51"
"cfo_other_noncash_items","1204","1278","220","390","-74","487","25","187","69","51","56"
"cf_cfo","1674","1582","95","-39","217","461","9","449","733","901","1055"
"cfi_ppe_net","-1219","-1180","-1125","-596","-768","-641","-267","-199","-193","-219","-237"
"cfi_acquisitions_net","","","","","","","","","","",""
"cfi_investment_net","-138","-94","228","888","9","73","","6","","2",""
"cfi_intangibles_net","","","","","","","","","","",""
"cfi_other","-2103","214","1488","1028","1324","1096","538","300","58","2","11"
"cf_cfi","-3460","-1060","591","1320","565","528","271","107","-135","-215","-226"
"cff_common_stock_net","","","","","","-1150","-73","-430","-400","-250","-375"
"cff_pfd_net","1211","","","","","","","","","",""
"cff_debt_net","1153","-145","-775","-820","-510","-404","342","-847","-74","-476","-300"
"cff_dividend_paid","-161","-223","-228","-162","-119","-57","-11","-19","-44","-73","-77"
"cff_other","47","-73","246","-33","-20","43","-627","-148","-8","-69","-80"
"cf_cff","2250","-441","-757","-1015","-649","-1568","-369","-1444","-526","-868","-832"
"ebitda","2236","2147","2241","1915","1522","1673","1136","1100","1248","1488","1551"
