"roic","","0.07000000000000001","","-0.11","0.06","0.09","-0.19","-0.04","0.08","0.06","0.01","-0.23","0.12","0.2","0.13","0.13"
"roce","","0.07000000000000001","0.08","0.05","0.1","0.1","0.03","0.05","0.1","0.08","0.07000000000000001","0.03","0.21","0.28","0.18","0.18"
"rotce","","0.07000000000000001","0.08","0.05","0.1","0.1","0.03","0.05","0.1","0.08","0.07000000000000001","0.03","0.21","0.28","0.18","0.18"
"gross_margin","0.9399999999999999","0.45","0.38","0.37","0.51","0.47","0.24","0.42","0.54","0.51","0.4","0.22","0.63","0.7","0.58","0.57"
"ebitda_margin","0.36","0.64","0.63","0.58","0.78","0.77","0.65","0.67","0.77","0.77","0.74","0.66","0.79","0.82","0.76","0.75"
"operating_margin","0.11","0.34","0.31","0.23","0.46","0.43","0.17","0.34","0.5","0.48","0.38","0.19","0.6","0.68","0.55","0.54"
"pretax_margin","","0.3","-0.01","0.25","0.42","0.62","-1.68","-0.31","0.41","0.51","0.09","-2.06","0.43","0.6","0.51","0.5"
"net_income_margin","-0.21","0.3","-0.01","-0.49","0.26","0.39","-1.23","-0.31","0.4","0.39","0.06","-1.61","0.32","0.46","0.38","0.37"
"fcf_margin","-1.88","-1.83","-1.14","-1.69","-3.77","-2.2","-1.09","-1.63","-2","-0.88","-0.24","0.03","0.25","0.28","0.14","0.22"
"assets_to_equity","1.19","1.63","2.04","1.31","1.8","1.56","1.3","1.33","1.39","1.52","1.58","1.8","1.73","1.67","1.66","1.65"
"equity_to_assets","0.84","0.61","0.49","0.76","0.5600000000000001","0.64","0.77","0.75","0.72","0.66","0.63","0.5600000000000001","0.58","0.6","0.6","0.61"
"debt_to_equity","0.09","0.42","0.66","","0.54","0.34","0.23","0.28","0.26","0.32","0.36","0.59","0.5","0.4","0.38","0.37"
"debt_to_assets","0.08","0.26","0.32","","0.3","0.22","0.18","0.21","0.19","0.21","0.23","0.33","0.29","0.24","0.23","0.22"
"revenue_per_share","0.5600000000000001","1.21","2.18","2.03","4.92","9.300000000000001","7.09","7.02","12.34","20.62","24.11","17.76","38.2","54.19","46.33","48.33"
"ebitda_per_share","0.2","0.77","1.38","1.18","3.83","7.18","4.64","4.73","9.539999999999999","15.92","17.94","11.75","30.31","44.56","35.15","36.25"
"operating_income_per_share","0.06","0.41","0.67","0.47","2.25","3.99","1.18","2.36","6.19","9.98","9.06","3.45","23.09","36.94","25.45","26.13"
"pretax_income_per_share","","0.36","-0.02","0.5","2.04","5.72","-11.89","-2.19","5.09","10.61","2.21","-36.56","16.46","32.49","23.6","24.17"
"fcf_per_share","-1.06","-2.2","-2.48","-3.43","-18.56","-20.47","-7.71","-11.44","-24.7","-18.21","-5.85","0.47","9.449999999999999","15.36","6.7","10.54"
"book_value_per_share","3.72","4.67","5.71","12.49","20.01","37.25","33.47","53.52","57.14","135.02","90.98","62.06","74.98","88.88","96.83","100.96"
"tangible_book_per_share","3.72","4.67","5.71","12.49","20.01","37.25","33.47","53.52","57.14","135.02","90.98","62.06","74.98","88.88","96.83","100.96"
"payout_ratio","","","","","","","","","","0.05","0.47","-0.05","0.14","0.36","0.46","0.46"
"revenue_growth","","1.14","0.8100000000000001","0.52","1.77","1.38","-0.1","0.18","1.29","0.8","0.83","-0.29","1.4","0.42","-0.13",""
"gross_profit_growth","","0.02","0.54","0.47","2.83","1.2","-0.54","1.06","1.96","0.6899999999999999","0.43","-0.6","5.78","0.57","-0.28",""
"ebitda_growth","","2.8","0.8","0.39","2.71","1.37","-0.24","0.21","1.63","0.79","0.76","-0.37","1.88","0.47","-0.2",""
"operating_income_growth","","5.86","0.65","0.14","4.5","1.23","-0.65","1.37","2.42","0.73","0.42","-0.63","6.48","0.6","-0.3",""
"pretax_income_growth","","","-1.05","48.62","3.7","2.53","-3.46","0.78","4.02","1.24","-0.67","-16.96","1.5","0.97","-0.26",""
"net_income_growth","","4.04","-1.05","-93.61","2.49","2.55","-3.84","0.7","3.92","0.76","-0.72","-19.82","1.48","1.01","-0.28",""
"eps_diluted_growth","","4.03","-1.05","-57.06","2.31","1.82","-3.4","0.75","3.25","0.63","-0.82","-20.45","1.43","1.01","-0.3",""
"shares_diluted_growth","","","","0.64","0.14","0.26","0.18","0.19","0.3","0.07000000000000001","0.5600000000000001","-0.04","0.12","","0.02",""
"cash_and_equiv_growth","","0.68","0.7","2.79","-0.41","0.9399999999999999","-0.33","81.84999999999999","-0.93","0.91","-0.43","-0.15","5.29","-0.76","2.71",""
"ppe_growth","","0.54","0.51","1.51","1.61","0.93","-0.07000000000000001","0.31","1.17","1.77","0.07000000000000001","-0.26","0.27","0.15","0.12",""
"total_assets_growth","","0.72","0.53","1.3","1.51","1.03","-0.11","0.9399999999999999","0.45","1.78","0.09","-0.25","0.3","0.14","0.11",""
"total_equity_growth","","0.25","0.22","2.58","0.83","1.35","0.06","0.91","0.39","1.54","0.05","-0.34","0.35","0.18","0.11",""
"cfo_growth","","0.92","4.97","0.6","2.13","1.29","0.17","-0.2","1.68","0.76","0.75","-0.23","0.86","0.6","-0.06",""
"capex_growth","","-1.07","-0.58","-1.02","-4.33","-0.54","0.38","-0.32","-1.77","-0.05","-0.06","0.45","-0.11","-0.59","-0.3",""
"fcf_growth","","-1.08","-0.13","-1.26","-5.19","-0.39","0.55","-0.77","-1.81","0.21","0.5","1.08","21.57","0.62","-0.5600000000000001",""
"shares_eop","22.612","22.612","22.612","36.987","47.106","56.888","66.797","90.14400000000001","98.167","164.273","159.002","158.088","177.551","179.841","178.724","178.34"
"dividends","","","","","","","","","","0.38","0.6899999999999999","1.5","1.75","8.960000000000001","7.99","8.119999999999999"
"price_to_earnings","","","","-19.36","45.63","17.55","-8.119999999999999","-55.2","25.71","18","61.52","-1.69","8.779999999999999","5.61","8.82","11.05"
"price_to_book","","","","1.53","2.95","1.71","2.12","2.27","2.22","1.07","0.99","0.78","1.45","1.57","1.59","1.96"
"price_to_sales","","","","9.43","11.98","6.86","10","17.28","10.29","7.04","3.74","2.73","2.84","2.57","3.32","4.08"
"price_to_tangible_book","","","","1.53","2.95","1.71","2.12","2.27","2.22","1.07","0.99","0.78","1.45","1.57","1.59","1.96"
"price_to_fcf","","","","-5.58","-3.18","-3.12","-9.199999999999999","-10.6","-5.14","-7.97","-15.41","103.4","11.47","9.07","22.98","18.7"
"market_cap","","","","707.1914399999999","2490.96528","3400.76464","4468.7193","9109.95264","12393.58375","15228.1071","14764.92572","7651.4592","19148.87535","24598.65198","27716.51792","35341.6378"
"period_end_price","","","","19.12","52.88","59.78","66.90000000000001","101.06","126.25","92.7","92.86","48.4","107.85","136.78","155.08","155.08"
