"Company: ","Liberty Media Corporation Series C Liberty Formula One Common Stock (FWONK:US)","","","","","","","","","","","","","",""
"Exchange: ","NASDAQ","","","","","","","","","","","","","",""
"Last Close Price: ","72.86","","","","","","","","","","","","","",""
"Industry: ","Entertainment","","","","","","","","","","","","","",""
"Currency: ","USD","","","","","","","","","","","","","",""
"Country: ","US","","","","","","","","","","","","","",""
"Market Cap.: ","16717","","","","","","","","","","","","","",""
"Enterprise Value: ","18350","","","","","","","","","","","","","",""
"period_end_date","2010-12","2011-12","2012-12","2013-12","2014-12","2015-12","2016-12","2017-12","2018-12","2019-12","2020-12","2021-12","2022-12","2023-12","TTM"
"revenue","2050","1409","368","4002","59","","","1783","1827","2022","1145","2136","2573","3222","3428"
"cogs","","","","1825","","","","1219","1273","1394","974","1489","1750","2240","2339"
"gross_profit","2050","1409","368","2177","59","","","564","554","628","171","647","823","982","1089"
"sga","525","151","176","764","136","72","","199","204","210","174","210","288","316","332"
"rnd","","","","","","","","","","","","","","",""
"special_charges","","","","","","","","","","","","","","",""
"other_opex","1378","727","272","599","39","9","-443","405","460","453","441","397","362","369","372"
"total_opex","1903","878","448","1363","175","81","-443","604","664","663","615","607","650","685","704"
"operating_income","147","531","-80","814","-116","-81","443","-40","-110","-35","-444","40","173","297","385"
"net_interest_income_normal","-65","-16","-7","-132","-21","-20","-19","-220","-192","-195","-139","-123","-149","-214","-218"
"other_nonoperating_income","344","243","1716","8174","-140","-176","76","-44","102","-171","-123","-74","227","128","259"
"pretax_income","426","758","1629","8856","-277","-277","500","-304","-200","-401","-706","-157","251","211","426"
"income_tax","571","-165","-469","135","248","102","-171","561","50","90","112","37","311","-27","-56"
"net_income_continuing","997","593","1160","8991","-29","-175","329","257","-150","-311","-594","-120","562","184","370"
"net_income_discontinued","","239","252","","","","","","","","","","","",""
"income_allocated_to_minority_interest","3","4","2","-211","","","","-2","","","-2","-70","-4","1","1"
"other_income_statement_items","","","","","","","","","","","","","","",""
"net_income","1000","836","1414","8780","-29","-175","329","255","-150","-311","-596","-190","558","185","371"
"preferred_dividends","","","","","","","","","","","","","","",""
"net_income_available_to_shareholders","1000","836","1414","8780","-29","-175","329","255","-150","-311","-596","-190","558","185","371"
"eps_basic","5.8","4.85","8.199999999999999","17.37","-0.06","-0.38","0.43","1.23","-0.65","-1.35","-2.57","-0.82","2.39","0.79","1.59"
"eps_diluted","5.8","4.85","8.199999999999999","17.18","-0.06","-0.38","0.42","1.21","-0.65","-1.35","-2.57","-0.82","2.15","0.62","1.37"
"shares_basic","172.488","172.488","172.488","505.516","475.378","463.016","83.797","207","231","231","232","232","233","234","234"
"shares_diluted","172.488","172.488","172.488","511.212","475.378","463.016","83.797","211","232","233","238","240","244","240","240"
"cash_and_equiv","","2070","603","1088","681","76","168","282","160","587","1684","2074","1733","1408","1408"
"st_investments","","299","","15","199","","","","","","","","","",""
"receivables","","288","25","206","235","3","2","84","110","69","121","66","123","123","123"
"inventories","","","","","","","","","","","","","","",""
"other_current_assets","","1203","1583","1185","1229","18","5","93","40","92","459","229","167","180","180"
"total_current_assets","","3860","2211","2494","2344","97","175","459","310","748","2264","2369","2023","1711","1711"
