"cfi_ppe_net","-411","-827","-759","-537","-1050","-1060","-1561","-1499","-1440","-2243","-1547","-2105","-2694","-1947","-1959","-1890","-1531","-1662"
"cfi_acquisitions_net","-11470","-1061","","","","","","","","209","155","-1756","5","-2425","-106","-4","",""
"cfi_investment_net","","","23","12","","","","-2038","369","-140","-259","436","1229","-451","684","121","83",""
"cfi_intangibles_net","","","","","","","","","","","","","","","","","",""
"cfi_other","-18","4","125","","29","47","-41","6","25","-127","-105","-134","-175","-83","-121","-204","-329","-254"
"cf_cfi","-11899","-1884","-611","-525","-1021","-1013","-1602","-3531","-1046","-2301","-1756","-3559","-1635","-4906","-1502","-1977","-1777","-1916"
"cff_common_stock_net","","","","2800","","","-1949","-5788","-4656","-2938","-866","-1854","-3752","-4","-463","-420","-211","-141"
"cff_pfd_net","","","","","","","","","","","","","","","","","",""
"cff_debt_net","12592","1125","1215","-422","-2063","321","1472","1254","1045","989","-503","416","2482","3752","-4221","-4","-125","-156"
"cff_dividend_paid","-522","","","","-2893","-2415","-1127","-1403","-1410","-1395","-1415","-1554","-1462","-1405","-1486","-3246","-1610","-1629"
"cff_other","-1654","-42","-114","-257","1","-51","15","30","171","-5","-75","-16","-103","-72","-215","263","-4","41"
"cf_cff","10416","1083","1101","2121","-4955","-2145","-1589","-5907","-4850","-3349","-2859","-3008","-2835","2271","-6385","-3407","-1950","-1885"
"ebitda","1426","2446","2235","4146","5268","5659","6123","6755","7169","6124","6634","6472","5428","3526","8790","6437","5105","4813"
"capex","-411","-827","-759","-537","-1050","-1060","-1561","-1499","-1440","-2243","-1547","-2105","-2694","-1947","-1959","-1890","-1531","-1662"
"fcf","769","263","-1546","1484","1810","3727","3274","4549","4402","3363","3659","3366","2267","1457","5736","4229","3411","2684"
"book_value","","-5946","-8847","11596","10647","11179","12514","8344","6574","6073","8950","10396","8179","8104","11988","12743","13058","13107"
"tangible_book_value","","-8187","-10708","9449","8885","9550","11005","7009","5398","4995","7812","7617","5419","5400","9418","10254","10770","10848"
"roa","","-0.51","-0.1","0.38","0.09","0.12","0.15","0.16","0.19","0.17","0.2","0.17","0.12","0.04","0.16","0.11","0.06","0.06"
"roe","","2.46","0.39","7.39","0.19","0.26","0.33","0.4","0.6","0.61","0.65","0.48","0.37","0.17","0.5600000000000001","0.31","0.16","0.16"
"roic","","-0.8100000000000001","-0.35","1.27","0.13","0.19","0.23","0.25","0.3","0.26","0.3","0.25","0.16","0.06","0.22","0.15","0.08","0.08"
"roce","","0.05","0.02","0.13","0.22","0.25","0.25","0.28","0.32","0.26","0.27","0.23","0.17","0.08","0.24","0.17","0.12","0.11"
"rotce","","0.05","0.02","0.15","0.25","0.28","0.27","0.3","0.35","0.28","0.28","0.25","0.19","0.08","0.27","0.19","0.13","0.12"
"gross_margin","0.11","0.04","0.05","0.1","0.11","0.13","0.14","0.15","0.22","0.21","0.19","0.17","0.16","0.12","0.19","0.13","0.13","0.12"
"ebitda_margin","0.08","0.05","0.07000000000000001","0.1","0.11","0.12","0.14","0.15","0.22","0.21","0.19","0.17","0.16","0.13","0.19","0.13","0.12","0.12"
"operating_margin","0.06","0.01","0.01","0.07000000000000001","0.09","0.1","0.12","0.13","0.19","0.17","0.16","0.13","0.12","0.08","0.16","0.1","0.09","0.08"
"pretax_margin","0.05","-0.16","-0.14","0.22","0.07000000000000001","0.09","0.11","0.13","0.19","0.18","0.16","0.14","0.12","0.05","0.15","0.09","0.06","0.06"
"net_income_margin","0.04","-0.14","-0.09","0.25","0.04","0.06","0.09","0.09","0.14","0.13","0.14","0.12","0.1","0.05","0.12","0.08","0.05","0.05"
"fcf_margin","0.04","0.01","-0.05","0.04","0.04","0.08","0.07000000000000001","0.1","0.13","0.12","0.11","0.09","0.07000000000000001","0.05","0.12","0.08","0.08","0.07000000000000001"
"assets_to_equity","","-4.82","-3.14","2.2","2.15","2.17","2.18","2.9","3.46","3.86","2.93","2.72","3.72","4.37","3.06","2.85","2.83","2.79"
"equity_to_assets","","-0.21","-0.32","0.45","0.47","0.46","0.46","0.34","0.29","0.26","0.34","0.37","0.27","0.23","0.33","0.35","0.35","0.36"
"debt_to_equity","","-4.03","-0.79","0.52","0.38","0.39","0.47","0.84","1.22","1.48","0.96","0.9","1.62","2.12","1.11","1.01","0.97","0.96"
"debt_to_assets","","0.84","0.25","0.24","0.18","0.18","0.21","0.29","0.35","0.38","0.33","0.33","0.44","0.49","0.36","0.35","0.34","0.34"
"revenue_per_share","30.35","89.90000000000001","54.66","72.7","84.23999999999999","78.59999999999999","77.3","87.54000000000001","70.25","69.48","86.43000000000001","100.27","98.38","83.09","138.24","153.81","126.1","125.21"
"ebitda_per_share","2.53","4.34","3.96","7.33","9.210000000000001","9.81","10.74","12.97","15.38","14.58","16.63","16.64","15.38","10.56","26.32","19.63","15.66","14.78"
