"Company: ","Inspire Medical Systems Inc (INSP:US)","","","","","","","","",""
"Exchange: ","NYSE","","","","","","","","",""
"Last Close Price: ","139.4","","","","","","","","",""
"Industry: ","Health Care Technology","","","","","","","","",""
"Currency: ","USD","","","","","","","","",""
"Country: ","US","","","","","","","","",""
"Market Cap.: ","4019","","","","","","","","",""
"Enterprise Value: ","3578","","","","","","","","",""
"period_end_date","2015-12","2016-12","2017-12","2018-12","2019-12","2020-12","2021-12","2022-12","2023-12","TTM"
"revenue","8.012","16.427","28.567","50.593","82.05","115.381","233.394","407.856","624.799","660.912"
"cogs","2.809","3.905","6.018","10.056","13.643","17.623","33.279","66.11499999999999","96.57599999999999","101.445"
"gross_profit","5.203","12.522","22.549","40.537","68.407","97.758","200.115","341.741","528.223","559.467"
"sga","17.922","22.684","32.358","53.527","90.465","127.874","202.615","320.688","451.958","475.591"
"rnd","7.079","7.091","6.194","7.388","12.839","26.092","37.35","68.645","116.536","119.867"
"special_charges","","","","","","","","","",""
"other_opex","","","","","","","","","",""
"total_opex","25.001","29.775","38.552","60.915","103.304","153.966","239.965","389.333","568.494","595.458"
"operating_income","-19.798","-17.253","-16.003","-20.378","-34.897","-56.208","-39.85","-47.592","-40.271","-35.991"
"net_interest_income_normal","-1.498","-1.246","-1.55","-1.434","1.682","-1.025","-2.003","3.373","20.56","22.21"
"other_nonoperating_income","-0.041","-0.029","0.042","-0.016","0.012","0.145","-0.117","-0.049","-0.195","-0.272"
"pretax_income","-21.337","-18.528","-17.511","-21.828","-33.203","-57.088","-41.97","-44.268","-19.906","-14.053"
"income_tax","","","","","-0.04","-0.115","-0.07199999999999999","-0.613","-1.247","-1.681"
"net_income_continuing","-21.337","-18.528","-17.511","-21.828","-33.243","-57.203","-42.042","-44.881","-21.153","-15.734"
"net_income_discontinued","","","","","","","","","",""
"income_allocated_to_minority_interest","","","","","","","","","",""
"other_income_statement_items","","","","","","","","","",""
"net_income","-21.337","-18.528","-17.511","-21.828","-33.243","-57.203","-42.042","-44.881","-21.153","-15.734"
"preferred_dividends","","","","","","","","","",""
"net_income_available_to_shareholders","-21.337","-18.528","-17.511","-21.828","-33.243","-57.203","-42.042","-44.881","-21.153","-15.734"
"eps_basic","-1.71","-1.49","-1.3","-1.5","-1.4","-2.19","-1.54","-1.6","-0.72","-0.54"
"eps_diluted","-1.71","-1.49","-1.3","-1.5","-1.4","-2.19","-1.54","-1.6","-0.72","-0.55"
"shares_basic","12.463","12.463","13.491","14.58","23.804","26.073","27.263","28.072","29.302","29.302"
"shares_diluted","12.463","12.463","13.491","14.58","23.804","26.073","27.263","28.072","29.302","29.302"
"cash_and_equiv","","6.685","8.955","97.288","22.86","190.518","214.467","441.592","185.537","185.537"
"st_investments","","","7.188","90.922","126.605","43.844","","9.821","274.838","274.838"
"receivables","","2.091","3.858","6.667","13.131","25.063","34.179","61.228","89.884","89.884"
"inventories","","3.355","3.67","2.667","5.834","8.478999999999999","17.231","11.886","33.885","33.885"
"other_current_assets","","0.118","0.426","1.734","2.206","1.965","2.66","5.505000000000099","9.595000000000001","9.595000000000001"
"total_current_assets","","12.249","24.097","199.278","170.636","269.869","268.537","530.032","593.739","593.739"
"equity_and_other_investments","","","","","6.276","","9.938000000000001","","9.143000000000001","9.143000000000001"
"ppe_gross","","1.548","1.804","1.601","4.965","12.961","19.457","29.039","69.922","69.922"
"accumulated_depreciation","","-0.681","-0.8100000000000001","-0.799","-1.005","-1.845","-3.052","-4.91","-7.271","-7.271"
"ppe_net","","0.867","0.994","0.802","3.96","11.116","16.405","24.129","62.651","62.651"
"intangible_assets","","","","","","","","","",""
"goodwill","","","","","","","","","",""
"other_lt_assets","","","","2.8421709430404E-14","0.38099999999997","0.20400000000001","0.20400000000001","10.715","11.278","11.278"
"total_assets","","13.116","25.091","200.08","181.253","281.189","295.084","564.876","676.811","676.811"
"accounts_payable","","1.173","2.998","3.429","4.459","7.209","11.665","26.847","38.839","38.839"
"tax_payable","","","","","","","","","",""
"current_accrued_liabilities","","0.946","0.555","1.236","11.569","13.516","20.142","33.003","39.266","39.266"
"st_debt","","3.31","","","","","9.188000000000001","","",""
"current_deferred_revenue","","","","","","","","","",""
"current_deferred_tax_liability","","","","","","","","","",""
"other_current_liabilities","","1.861","3.594","6.49","3.5527136788005E-15","","7.105427357601E-15","","1.4210854715202E-14","1.4210854715202E-14"
"total_current_liabilities","","7.29","7.147","11.155","16.856","20.725","41.307","61.186","78.105","78.105"
"lt_debt","","12.381","16.46","24.926","24.522","24.746","15.799","","",""
"noncurrent_capital_leases","","","","","","5.886","8.795999999999999","7.536","24.846","24.846"
"pension_liabilities","","","","","","","","","",""
"noncurrent_deferred_revenue","","","","","","","","","",""
"other_lt_liabilities","","0.053000000000001","0.157","7.105427357601E-15","0.039999999999999","0.08499999999999401","0.134","0.146","1.346","1.346"
"total_liabilities","","19.724","23.764","36.081","41.418","51.442","66.036","68.86799999999999","104.297","104.297"
"common_stock","","","","","","","","","",""
"preferred_stock","","94.13800000000001","119.106","","","","","","",""
"retained_earnings","","-107.574","-125.085","-146.913","-180.156","-237.347","-279.389","-324.27","-345.423","-345.423"
