"Company: ","Marathon Petroleum Corp (MPC:US)","","","","","","","","","","","","","","","",""
"Exchange: ","NYSE","","","","","","","","","","","","","","","",""
"Last Close Price: ","175.19","","","","","","","","","","","","","","","",""
"Industry: ","Oil, Gas & Consumable Fuels","","","","","","","","","","","","","","","",""
"Currency: ","USD","","","","","","","","","","","","","","","",""
"Country: ","US","","","","","","","","","","","","","","","",""
"Market Cap.: ","61301","","","","","","","","","","","","","","","",""
"Enterprise Value: ","78559","","","","","","","","","","","","","","","",""
"period_end_date","2008-12","2009-12","2010-12","2011-12","2012-12","2013-12","2014-12","2015-12","2016-12","2017-12","2018-12","2019-12","2020-12","2021-12","2022-12","2023-12","TTM"
"revenue","65258","45639","62487","78638","82243","100160","97817","72051","63339","74733","86086","111148","69779","119983","177453","148379","146221"
"cogs","56527","38320","55265","68602","69943","88978","85601","57763","58816","69203","79217","102453","69108","113372","154886","131873","132199"
"gross_profit","8731","7319","7222","10036","12300","11182","12216","14288","4523","5530","6869","8695","671","6611","22567","16506","14022"
"sga","961","842","874","1059","1223","1248","1375","1576","1597","1694","2276","3192","2710","2537","2772","3039","3164"
"rnd","","","","","","","","","","","","","","","","",""
"special_charges","","","","","","","","","","","","","","","","",""
"other_opex","850","899","5455","5353","5979","6603","7075","8083","435","454","406","561","668","721","825","881","878"
"total_opex","1811","1741","6329","6412","7202","7851","8450","9659","2032","2148","2682","3753","3378","3258","3597","3920","4042"
"operating_income","6920","5578","893","3624","5098","3331","3766","4629","2491","3382","4187","4942","-2707","3353","18970","12586","9980"
"net_interest_income_normal","-2","-5","-6","-73","-109","-179","-216","-313","-564","-674","-929","-1229","-1374","-1350","-998","-516","-513"
"other_nonoperating_income","-5033","-4888","136","168","249","94","285","58","-105","636","439","-480","-9531","814","2497","1919","2220"
"pretax_income","1885","685","1023","3719","5238","3246","3835","4374","1822","3344","3697","3233","-13612","2817","20469","13989","11687"
"income_tax","-670","-236","-400","-1330","-1845","-1113","-1280","-1506","-609","460","-764","-784","2430","-264","-4491","-2817","-2287"
"net_income_continuing","1215","449","623","2389","3393","2133","2555","2868","1213","3804","2933","2449","-11182","2553","15978","11172","9400"
"net_income_discontinued","","","","","","","","","","","673","806","1205","8448","72","",""
"income_allocated_to_minority_interest","","","","","-4","-21","-31","-16","-39","-372","-826","-618","151","-1263","-1534","-1491","-1506"
"other_income_statement_items","","","","","","","","","","","","","","","","",""
"net_income","1215","449","623","2389","3389","2112","2524","2852","1174","3432","2780","2637","-9826","9738","14516","9681","7894"
"preferred_dividends","","","","","","","","","","","","","","","","",""
"net_income_available_to_shareholders","1215","449","623","2389","3389","2112","2524","2852","1174","3432","2780","2637","-9826","9738","14516","9681","7894"
"eps_basic","1.71","0.63","0.87","3.35","4.98","3.34","4.42","5.29","2.22","6.76","5.36","4","-15.13","15.34","28.31","23.73","20.1"
"eps_diluted","1.7","0.63","0.87","3.34","4.95","3.32","4.39","5.26","2.21","6.7","5.28","3.97","-15.13","15.24","28.12","23.63","20.02"
"shares_basic","712","712","712","712","680","630","570","538","528","507","518","659","649","634","512","407","407"
"shares_diluted","716","716","716","714","684","634","574","542","530","512","526","664","649","638","516","409","409"
"cash_and_equiv","108","128","118","3079","4860","2292","1494","1127","887","3011","1687","1393","415","5291","8625","5443","5443"
"st_investments","1024","864","2404","","","","","","","","","","","5548","3145","4781","4781"
"receivables","2138","3543","4398","5461","4610","5559","4058","2927","3617","4695","5853","7233","5760","11034","13477","11619","11619"
"inventories","3302","3324","3071","3320","3449","4689","5642","5225","5656","5550","9837","9804","7999","8055","8827","9317","9317"
"other_current_assets","162","41","65","141","110","197","145","192","241","145","646","12028","14113","568","1168","971","971"
"total_current_assets","6734","7900","10056","12001","13029","12737","11339","9471","10401","13401","18023","30458","28287","30496","35242","32131","32131"
"equity_and_other_investments","382","365","312","302","321","463","865","3622","3827","4787","5898","6568","5422","5409","6466","6260","6260"
"ppe_gross","13858","16345","16624","18073","19409","21793","25302","35604","38006","40538","61213","59392","60860","62005","62715","64981","64981"
"accumulated_depreciation","-3899","-4448","-4900","-5845","-6766","-7872","-9041","-10440","-12241","-14095","-16155","-16716","-20304","-23193","-25844","-28636","-28636"
"ppe_net","9959","11897","11724","12228","12643","13921","16261","25164","25765","26443","45058","42676","40556","38812","36871","36345","36345"
"intangible_assets","","","","","","","","","","","","","","","","",""
"goodwill","866","872","837","842","930","938","1566","4019","3587","3586","20184","15650","8256","8256","8244","8244","8244"
"other_lt_assets","236","220","303","372","300","326","394","839","833","830","3777","3204","2637","2400","3081","3007","3007"
"total_assets","18177","21254","23232","25745","27223","28385","30425","43115","44413","49047","92940","98556","85158","85373","89904","85987","85987"
"accounts_payable","3345","5507","6453","8189","6785","8234","6661","4743","5593","8297","9366","11222","7803","13700","15312","13761","13761"
"tax_payable","278","292","286","895","923","886","1110","644","617","670","1446","1015","1105","1231","1140","1221","1221"
"current_accrued_liabilities","234","243","266","312","364","406","427","503","530","591","1152","987","732","911","967","1115","1115"
"st_debt","15","11","666","15","19","23","27","29","28","624","544","704","2854","571","1066","1954","1954"
"current_deferred_revenue","","","","","","","","","","","","","","","","",""
"current_deferred_tax_liability","570","265","440","","","","","","","","","","","","","",""
"other_current_liabilities","325","319","509","180","112","275","354","426","378","296","708","2506","2672","1047","1167","1645","1645"
"total_current_liabilities","4767","6637","8620","9591","8203","9824","8579","6345","7146","10478","13216","16948","15663","17898","20020","20150","20150"
"lt_debt","2510","2601","3231","3292","3342","3373","6575","11896","10544","12322","26980","28020","28730","24968","25634","25329","25329"
"noncurrent_capital_leases","","","","","","","","","","","","1300","1014","927","841","764","764"
"pension_liabilities","1046","1361","1493","1783","1266","771","1099","1179","1055","1099","1509","1617","2121","1015","1114","1102","1102"
"noncurrent_deferred_revenue","918","1483","1644","1574","2307","3085","2782","4020","4465","3320","6182","7564","7410","5638","5904","5834","5834"
"other_lt_liabilities","","","","","","","","","","","","","","1346","1304","1409","1409"
"total_liabilities","9241","12082","14988","16240","15118","17053","19035","23440","23210","27219","47887","55449","54938","51792","54817","54588","54588"
"common_stock","","","","4","4","4","7","7","7","7","10","10","10","10","10","10","10"
"preferred_stock","","","","","","","","","","","","","","","","",""
"retained_earnings","","","","898","3880","5507","7515","9752","10206","12864","14755","15990","4650","12905","26142","34562","34562"
"aoci","-258","-520","-623","-879","-464","-204","-313","-318","-234","-231","-144","-320","-512","-67","2","-131","-131"
"apic","","","","9482","9527","9768","9841","11071","11060","11262","33729","33157","33208","33262","33402","33465","33465"
"treasury_stock","","","","","-1253","-4155","-6299","-7275","-7482","-9869","-13175","-15143","-15157","-19904","-31841","-43502","-43502"
"other_equity","9194","9692","8867","","","","","","","","","","","","","",""
"minority_interest_liability","","","","","411","412","639","6438","7646","7795","9878","9413","8021","7375","7372","6995","6995"
"total_equity","8936","9172","8244","9505","12105","11332","11390","19675","21203","21828","45053","43107","30220","33581","35087","31399","31399"
"total_liabilities_and_equity","18177","21254","23232","25745","27223","28385","30425","43115","44413","49047","92940","98556","85158","85373","89904","85987","85987"
"cfo_net_income","1215","449","623","2389","3393","2133","2555","2868","1213","3804","3606","3255","-9977","11001","16050","11172","9400"
"cfo_da","606","670","941","891","995","1220","1326","1502","2001","2114","2170","3225","3375","3364","3215","3307","3334"
"cfo_receivables","1968","-1448","-750","-1177","851","-940","1642","1292","-674","-1093","1277","-1717","1465","-5299","-2315","1972","-2820"
"cfo_inventory","-198","-22","-76","-255","-115","-305","-786","80","-70","106","965","-362","1750","-33","-787","-489","490"
"cfo_prepaid_expenses","","","","","","","","","","","","","","","","",""
"cfo_other_working_capital","-2981","2596","1160","1502","-1223","1464","-1547","-2400","985","2814","-2801","2444","-2946","6263","1909","-1323","1784"
"cfo_change_in_working_capital","-1211","1126","334","70","-487","219","-691","-1028","241","1827","-559","365","269","931","-1193","160","-546"
"cfo_deferred_tax","-123","225","308","123","492","23","-242","134","394","-1233","252","449","-2048","1920","-265","107","77"
"cfo_stock_comp","","","","","","","","","","","","","","","","",""
"cfo_other_noncash_items","197","-15","11","-164","99","-190","162","597","168","100","689","2147","10800","-12856","-1446","-629","-673"
"cf_cfo","684","2455","2217","3309","4492","3405","3110","4073","4017","6612","6158","9441","2419","4360","16361","14117","11592"
"cfi_ppe_net","-2787","-2891","-1217","-1185","-1369","-1206","-1480","-1998","-2892","-2732","-3179","-4810","-2787","-1464","-2420","-1890","-2018"
"cfi_acquisitions_net","","","","-74","-190","-1515","-2821","-1218","","-249","-3822","-129","","","-413","-246","-622"
"cfi_investment_net","-488","172","-1690","2401","51","-74","-404","-327","-288","-743","-393","-966","-348","-5719","2542","-1697","-879"
"cfi_intangibles_net","","","","","","","","","","","","","","","","",""
"cfi_other","668","75","762","153","56","39","162","102","213","326","-276","-356","-122","21980","914","738","416"
"cf_cfi","-2607","-2644","-2145","1295","-1452","-2756","-4543","-3441","-2967","-3398","-7670","-6261","-3257","14797","623","-3095","-3103"
"cff_common_stock_net","","","","1","-835","-2745","-1884","-932","590","-1853","-3263","-1940","11","-4548","-11679","-11510","-10554"
"cff_pfd_net","","","","","","","","","984","","","","","","","",""
"cff_debt_net","2058","2","1248","-641","-17","-21","3245","767","-1405","2269","5444","1201","2726","-6273","1099","510","-75"
"cff_dividend_paid","","","-1330","-943","-407","-484","-524","-613","-719","-773","-954","-1398","-1510","-1484","-1279","-1261","-1223"
"cff_other","-151","207","","-60","","33","-202","-221","-744","-734","-1005","-1239","-1362","-2114","-1788","-1946","-1425"
"cf_cff","1907","209","-82","-1643","-1259","-3217","635","-999","-1294","-1091","222","-3376","-135","-14419","-13647","-14207","-13277"
"ebitda","7526","6248","1834","4515","6093","4551","5092","6131","4492","5496","6357","8167","668","6717","22185","15893","13314"
"capex","-2787","-2891","-1217","-1185","-1369","-1206","-1480","-1998","-2892","-2732","-3179","-4810","-2787","-1464","-2420","-1890","-2018"
"fcf","-2103","-436","1000","2124","3123","2199","1630","2075","1125","3880","2979","4631","-368","2896","13941","12227","9574"
"book_value","8936","9172","8244","9505","12105","11332","11390","19675","21203","21828","45053","43107","30220","33581","35087","31399","29771"
"tangible_book_value","8070","8300","7407","8663","11175","10394","9824","15656","17616","18242","24869","27457","21964","25325","26843","23155","21527"
"roa","","0.02","0.03","0.1","0.13","0.08","0.09","0.08","0.03","0.07000000000000001","0.04","0.03","-0.11","0.11","0.17","0.11","0.09"
"roe","","0.05","0.07000000000000001","0.27","0.31","0.18","0.22","0.18","0.06","0.16","0.08","0.06","-0.27","0.31","0.42","0.29","0.25"
"roic","","0.04","0.05","0.19","0.24","0.14","0.15","0.1","0.03","0.08","0.04","0.03","-0.13","0.14","0.21","0.14","0.12"
"roce","","0.4","0.06","0.23","0.29","0.18","0.19","0.16","0.07000000000000001","0.09","0.07000000000000001","0.06","-0.04","0.05","0.27","0.18","0.15"
"rotce","","0.42","0.06","0.24","0.3","0.19","0.2","0.17","0.07000000000000001","0.1","0.09","0.08","-0.04","0.05","0.31","0.21","0.17"
"gross_margin","0.13","0.16","0.12","0.13","0.15","0.11","0.12","0.2","0.07000000000000001","0.07000000000000001","0.08","0.08","0.01","0.06","0.13","0.11","0.1"
"ebitda_margin","0.12","0.14","0.03","0.06","0.07000000000000001","0.05","0.05","0.09","0.07000000000000001","0.07000000000000001","0.07000000000000001","0.07000000000000001","0.01","0.06","0.13","0.11","0.09"
"operating_margin","0.11","0.12","0.01","0.05","0.06","0.03","0.04","0.06","0.04","0.05","0.05","0.04","-0.04","0.03","0.11","0.08","0.07000000000000001"
"pretax_margin","0.03","0.02","0.02","0.05","0.06","0.03","0.04","0.06","0.03","0.04","0.04","0.03","-0.2","0.02","0.12","0.09","0.08"
"net_income_margin","0.02","0.01","0.01","0.03","0.04","0.02","0.03","0.04","0.02","0.05","0.03","0.02","-0.14","0.08","0.08","0.07000000000000001","0.05"
"fcf_margin","-0.03","-0.01","0.02","0.03","0.04","0.02","0.02","0.03","0.02","0.05","0.03","0.04","-0.01","0.02","0.08","0.08","0.07000000000000001"
"assets_to_equity","2.03","2.32","2.82","2.71","2.25","2.5","2.67","2.19","2.09","2.25","2.06","2.29","2.82","2.54","2.56","2.74","2.87"
"equity_to_assets","0.49","0.43","0.35","0.37","0.44","0.4","0.37","0.46","0.48","0.45","0.48","0.44","0.35","0.39","0.39","0.37","0.35"
"debt_to_equity","0.28","0.28","0.47","0.35","0.28","0.3","0.58","0.61","0.5","0.59","0.61","0.7","1.08","0.79","0.78","0.89","0.9399999999999999"
"debt_to_assets","0.14","0.12","0.17","0.13","0.12","0.12","0.22","0.28","0.24","0.26","0.3","0.3","0.38","0.31","0.31","0.33","0.33"
