"revenue_per_share","91.14","63.74","87.27","110.14","120.24","157.98","170.41","132.94","119.51","145.96","163.66","167.39","107.52","188.06","343.9","362.78","376.83"
"ebitda_per_share","10.51","8.73","2.56","6.32","8.91","7.18","8.869999999999999","11.31","8.48","10.73","12.09","12.3","1.03","10.53","42.99","38.86","33.96"
"operating_income_per_share","9.66","7.79","1.25","5.08","7.45","5.25","6.56","8.539999999999999","4.7","6.61","7.96","7.44","-4.17","5.26","36.76","30.77","25.35"
"pretax_income_per_share","2.63","0.96","1.43","5.21","7.66","5.12","6.68","8.07","3.44","6.53","7.03","4.87","-20.97","4.42","39.67","34.2","29.76"
"fcf_per_share","-2.94","-0.61","1.4","2.97","4.57","3.47","2.84","3.83","2.12","7.58","5.66","6.97","-0.57","4.54","27.02","29.89","24"
"book_value_per_share","12.48","12.81","11.51","13.31","17.7","17.87","19.84","36.3","40.01","42.63","85.65000000000001","64.92","46.56","52.63","68","76.77","82.23999999999999"
"tangible_book_per_share","11.27","11.59","10.34","12.13","16.34","16.39","17.11","28.89","33.24","35.63","47.28","41.35","33.84","39.69","52.02","56.61","59.47"
"payout_ratio","","","","0.07000000000000001","0.12","0.23","0.21","0.22","0.62","0.23","0.35","0.53","-0.15","0.15","0.09","0.13","0.16"
"revenue_growth","","-0.3","0.37","0.26","0.05","0.22","-0.02","-0.26","-0.12","0.18","0.15","0.29","-0.37","0.72","0.48","-0.16",""
"gross_profit_growth","","-0.16","-0.01","0.39","0.23","-0.09","0.09","0.17","-0.68","0.22","0.24","0.27","-0.92","8.85","2.41","-0.27",""
"ebitda_growth","","-0.17","-0.71","1.46","0.35","-0.25","0.12","0.2","-0.27","0.22","0.16","0.28","-0.92","9.06","2.3","-0.28",""
"operating_income_growth","","-0.19","-0.84","3.06","0.41","-0.35","0.13","0.23","-0.46","0.36","0.24","0.18","-1.55","2.24","4.66","-0.34",""
"pretax_income_growth","","-0.64","0.49","2.64","0.41","-0.38","0.18","0.14","-0.58","0.84","0.11","-0.13","-5.21","1.21","6.27","-0.32",""
"net_income_growth","","-0.63","0.39","2.83","0.42","-0.38","0.2","0.13","-0.59","1.92","-0.19","-0.05","-4.73","1.99","0.49","-0.33",""
"eps_diluted_growth","","-0.63","0.39","2.84","0.48","-0.33","0.32","0.2","-0.58","2.03","-0.21","-0.25","-4.81","2.01","0.85","-0.16",""
"shares_diluted_growth","","","","","-0.04","-0.07000000000000001","-0.09","-0.06","-0.02","-0.03","0.03","0.26","-0.02","-0.02","-0.19","-0.21",""
"cash_and_equiv_growth","","0.19","-0.08","25.09","0.58","-0.53","-0.35","-0.25","-0.21","2.39","-0.44","-0.17","-0.7","11.75","0.63","-0.37",""
"ppe_growth","","0.19","-0.01","0.04","0.03","0.1","0.17","0.55","0.02","0.03","0.7","-0.05","-0.05","-0.04","-0.05","-0.01",""
"total_assets_growth","","0.17","0.09","0.11","0.06","0.04","0.07000000000000001","0.42","0.03","0.1","0.89","0.06","-0.14","","0.05","-0.04",""
"total_equity_growth","","0.03","-0.1","0.15","0.27","-0.06","0.01","0.73","0.08","0.03","1.06","-0.04","-0.3","0.11","0.04","-0.11",""
"cfo_growth","","2.59","-0.1","0.49","0.36","-0.24","-0.09","0.31","-0.01","0.65","-0.07000000000000001","0.53","-0.74","0.8","2.75","-0.14",""
"capex_growth","","-0.04","0.58","0.03","-0.16","0.12","-0.23","-0.35","-0.45","0.06","-0.16","-0.51","0.42","0.47","-0.65","0.22",""
"fcf_growth","","0.79","3.29","1.12","0.47","-0.3","-0.26","0.27","-0.46","2.45","-0.23","0.55","-1.08","8.869999999999999","3.81","-0.12",""
"shares_eop","716","716","712","714","666","594","548","531","528","486","680","649","651","579","454","368","352.33"
"dividends","","","","0.23","0.6","0.77","0.92","1.14","1.36","1.52","1.84","2.12","2.32","2.32","2.49","3.08","3.15"
"price_to_earnings","","","","4.98","6.19","12.9","9.800000000000001","9.65","22.64","9.34","14.43","14.83","-2.74","3.8","3.64","5.64","9.06"
"price_to_book","","","","1.25","1.73","2.4","2.17","1.4","1.25","1.47","0.89","0.91","0.89","1.1","1.51","1.74","2.4"
"price_to_sales","","","","0.15","0.26","0.27","0.25","0.38","0.42","0.43","0.47","0.35","0.39","0.31","0.3","0.37","0.49"
"price_to_tangible_book","","","","1.37","1.88","2.62","2.52","1.76","1.51","1.76","1.61","1.42","1.23","1.46","1.97","2.36","3.32"
"price_to_fcf","","","","5.6","6.72","12.39","15.17","13.27","23.63","8.26","13.47","8.44","-73.17","12.79","3.79","4.47","7.47"
"market_cap","","","","11888.1","20979","27246.78","24731.24","27527.04","26584.8","32066.28","40126.8","39102.25","26925.36","37050.21","52841.06","54596.48","71532.5"
"period_end_price","","","","16.65","31.5","45.87","45.13","51.84","50.35","65.98","59.01","60.25","41.36","63.99","116.39","148.36","148.36"
