"Company: ","Apellis Pharmaceuticals Inc (APLS:US)","","","","","","","","","","",""
"Exchange: ","NASDAQ","","","","","","","","","","",""
"Last Close Price: ","40.4","","","","","","","","","","",""
"Industry: ","Biotechnology","","","","","","","","","","",""
"Currency: ","USD","","","","","","","","","","",""
"Country: ","US","","","","","","","","","","",""
"Market Cap.: ","4903","","","","","","","","","","",""
"Enterprise Value: ","4670","","","","","","","","","","",""
"period_end_date","2013-12","2014-12","2015-12","2016-12","2017-12","2018-12","2019-12","2020-12","2021-12","2022-12","2023-12","TTM"
"revenue","","","","","","","","250.646","66.563","75.422","396.591","524.0700000000001"
"cogs","","","","","","","","25.05","5.2","5.636","58.51","70.91"
"gross_profit","","","","","","","","225.596","61.363","69.786","338.081","453.16"
"sga","1.706","2.908","6.357","4.304","10.463","22.639","67.04600000000001","139.401","176.771","277.163","500.815","528.227"
"rnd","2.317","8.380000000000001","13.73","22.979","40.304","105.286","220.969","299.921","420.869","387.236","354.387","329.062"
"special_charges","","","","","","","","","","","",""
"other_opex","0.007","0.006","","-0.001","","","","","","","",""
"total_opex","4.03","11.294","20.087","27.282","50.767","127.925","288.015","439.322","597.64","664.399","855.202","857.289"
"operating_income","-4.03","-11.294","-20.087","-27.282","-50.767","-127.925","-288.015","-213.726","-536.277","-594.6130000000001","-517.121","-404.129"
"net_interest_income_normal","","","0.051","0.135","-0.097","0.448","-0.177","-25.773","-12.823","-23.712","-8.648","-10.178"
"other_nonoperating_income","0.068","0.062","-26.48","0.022","-0.142","-0.025","-16.515","-103.53","-196.902","-33.178","-0.727","-0.946"
"pretax_income","-3.962","-11.232","-46.516","-27.125","-51.006","-127.502","-304.707","-343.029","-746.002","-651.503","-526.496","-415.253"
"income_tax","","0.443","","","","","","-1.845","-0.352","-0.669","-2.132","-2.02"
"net_income_continuing","-3.962","-10.789","-46.516","-27.125","-51.006","-127.502","-304.707","-344.874","-746.354","-652.172","-528.628","-417.273"
"net_income_discontinued","","","","","","","","","","","",""
"income_allocated_to_minority_interest","","","","","","","","","","","",""
"other_income_statement_items","","0.0009999999999994499","","","","","","","-1.1368683772162E-13","","-1.1368683772162E-13","1.4210854715202E-14"
"net_income","-3.962","-10.788","-46.516","-27.125","-51.006","-127.502","-304.707","-344.874","-746.354","-652.172","-528.628","-417.273"
"preferred_dividends","","","","","","","","","","","",""
"net_income_available_to_shareholders","-3.962","-10.788","-46.516","-27.125","-51.006","-127.502","-304.707","-344.874","-746.354","-652.172","-528.628","-417.273"
"eps_basic","-0.22","-0.6","-2.57","-1.5","-3.68","-2.34","-4.9","-4.59","-8.84","-6.15","-4.45","-3.46"
"eps_diluted","-0.22","-0.6","-2.57","-1.5","-3.68","-2.34","-4.9","-4.59","-8.84","-6.15","-4.45","-3.46"
"shares_basic","18.093","18.093","18.093","18.093","13.871","54.396","62.229","75.163","84.42100000000001","106.114","118.678","118.678"
"shares_diluted","18.093","18.093","18.093","18.093","13.871","54.396","62.229","75.163","84.42100000000001","106.114","118.678","118.678"
"cash_and_equiv","4.758","13.623","36.004","24.863","175.644","176.268","351.985","565.779","640.192","551.801","351.185","351.185"
"st_investments","","","","","","","","311.869","60.358","","",""
"receivables","0.067","0.466","","","","","","","10.103","37.88","224.496","224.496"
"inventories","","","","","","","","","16.286","85.714","146.362","146.362"
"other_current_assets","0.365","0.158","2.04","2.506","6.371","26.171","21.11","39.544","97.108","44.128","44.288","44.288"
"total_current_assets","5.19","14.247","38.044","27.369","182.015","202.439","373.095","917.192","824.047","719.523","766.331","766.331"
"equity_and_other_investments","","","","","","","","","","","",""
"ppe_gross","0.025","0.043","","","","0.978","15.765","24.522","26.078","24.895","21.09","21.09"
"accumulated_depreciation","-0.016","-0.022","","","","","","","","","",""
"ppe_net","0.008999999999999999","0.022","","","","0.978","15.765","24.522","26.078","24.895","21.09","21.09"
