"total_current_assets","","797.982","1061.3","1182.386","1240.898","1589.048","1750.05","1830.533","1864.764","1835.265","2271.155","2476.05","2644.603","2723.484","2888.082","3453.65","4453.4","5700.492","5615.863","5615.863"
"equity_and_other_investments","","20.159","25.737","21.315","25.815","18.822","11.167","10.202","6.853","8.593999999999999","9.847","8.862","11.833","13.001","11.806","85.82599999999999","124.492","174.863","268.442","268.442"
"ppe_gross","","212.325","286.808","347.297","341.452","355.172","396.46","455.531","452.38","502.988","604.299","743.287","840.028","769.573","1023.876","1174.786","1378.24","1689.886","2084.379","2084.379"
"accumulated_depreciation","","-90.73099999999999","-130.011","-185.537","-239.868","-276.501","-305.143","-324.684","-263.321","-288.834","-328.88","-355.919","-427.344","-308.155","-388.355","-489.997","-624.324","-816.995","-1057.491","-1057.491"
"ppe_net","","121.594","156.797","161.76","101.584","78.67100000000001","91.31699999999999","130.847","189.059","214.154","275.419","387.368","412.684","461.418","635.521","684.789","753.9160000000001","872.891","1026.888","1026.888"
"intangible_assets","","535.288","684.119","654.699","597.079","560.073","537.6660000000001","503.531","464.523","430.702","392.029","353.994","414.092","484.168","439.836","397.482","455.031","427.674","671.583","671.583"
"goodwill","","1249.16","1287.76","1293.37","1293.37","1293.37","1334.09","1371.52","1361.36","1365.84","1365.84","1365.84","1427.77","1490.25","1503.65","1513.87","1642.44","1642.47","1856.65","1856.65"
"other_lt_assets","","73.361","71.636","68.249","78.19","106.183","92.036","141.891","156.272","187.375","206.771","242.812","447.769","305.147","401.343","460.545","562.321","663.836","946.054","946.054"
"total_assets","","2797.544","3287.349","3381.779","3336.936","3646.167","3816.326","3988.524","4042.831","4041.93","4521.061","4834.926","5358.751","5477.468","5880.238","6596.162","7991.6","9482.226000000001","10385.48","10385.48"
"accounts_payable","","328.955","495.339","583.893","541.088","439.666","507.892","808.159","624.503","657.413","767.304","887.049","1010.016","1004.023","1127.309","1843.645","2096.249","3143.559","2752.139","2752.139"
"tax_payable","","0.969","10.648","12.281","24.226","","0.906","","4.32","","8.68","4.607","0.469","32.99","20.129","","","","",""
"current_accrued_liabilities","","70.096","126.584","100.327","166.367","200.684","190.01","245.283","296.877","309.155","298.29","249.547","277.11","296.562","317.372","187.04","222.379","203.292","216.541","216.541"
"st_debt","","3.718","65","90","","13.971","13.971","42.9","10.839","","","","","","45","","90","","",""
"current_deferred_revenue","","31.113","40.897","36.658","45.844","53.618","59.537","61.808","73.739","64.482","65.48","62.785","72.22199999999999","80.524","82.842","95.328","160.926","138.109","156.214","156.214"
"current_deferred_tax_liability","","","","","","","","","","","","","","","","","","","",""
"other_current_liabilities","","134.698","175.069","176.165","143.984","221.559","222.33","256.163","238.128","225.526","237.115","261.871","240.191","301.214","310.638","89.74299999999999","170.119","147.752","163.337","163.337"
"total_current_liabilities","","569.549","913.537","999.324","921.509","929.498","994.646","1414.313","1248.406","1256.576","1376.869","1465.859","1600.008","1715.313","1903.29","2215.756","2739.673","3632.712","3288.231","3288.231"
"lt_debt","","1344.375","1386.071","1377.647","1369.223","1372.668","1318.697","1274.925","1524.257","1625.195","2188.24","2175.436","2385.022","2371.808","2353.818","2345.414","2724.044","2717.444","3734.111","3734.111"
"noncurrent_capital_leases","","","","","","","","","","","59.94","105.649","107.518","104.564","250.492","246.801","236.371","230.94","228.942","228.942"
"pension_liabilities","","","","","","","","","","","","63.741","64.72799999999999","70.093","77.202","372.395","499.245","497.736","",""
"noncurrent_deferred_revenue","","245.897","216.903","185.169","174.034","158.144","156.697","158.9","169.986","188.257","180.134","203.063","235.285","241.448","271.387","372.395","499.245","497.736","684.178","684.178"
"other_lt_liabilities","","10.806","23.672","29.327","21.295","12.101999999999","1.538","0.36599999999953","0.21100000000024","0.30200000000013","0.26800000000048","0.18299999999999","1.1820000000007","0.16899999999987","0.17599999999948","-271.453","-377.511","-261.894","371.039","371.039"
"total_liabilities","","2170.627","2540.183","2591.467","2486.061","2472.412","2471.578","2848.504","2942.86","3070.33","3805.451","4013.931","4393.743","4503.395","4856.365","5281.308","6321.067","7314.674","8306.501","8306.501"
"common_stock","","","","","","","","","","","","","","","","","","","",""
"preferred_stock","","","","","","","","","","","","","","","","","","","",""
"retained_earnings","","33.642","90.26600000000001","135.762","183.282","126.42","296.802","199.827","313.57","396.121","469.13","569.949","718.336","1070.146","1554.567","1943.019","2327.602","3101.072","4085.114","4085.114"
"aoci","","1.938","-6.512","-15.498","-11.272","-4.496","-0.85","","0.115","0.9370000000000001","0.553","0.315","","","","","","","",""
"apic","","591.254","664.568","670.897","679.277","1051.722","1137.723","1228.075","1292.374","1355.085","1418.298","1445.256","1556.117","1634.337","1703.973","1762.77","1841.402","1912.886","1987.684","1987.684"
"treasury_stock","","","","","","","-89.03700000000001","-287.998","-506.205","-780.6609999999999","-1172.49","-1194.645","-1309.568","-1730.535","-2234.793","-2391.062","-2498.6","-2846.536","-3993.949","-3993.949"
"other_equity","","0.08299999999997","-1.1559999999999","-0.8490000000000499","-0.41200000000003","0.10900000000015","0.11000000000013","0.11599999999999","0.11699999999996","0.11799999999994","0.11900000000003","0.12","0.12300000000005","0.12499999999989","0.1260000000002","0.12700000000018","0.12899999999991","0.12999999999965","0.13000000000011","0.13000000000011"
"minority_interest_liability","","","","","","","","","","","","","","","","","","","",""
"total_equity","","626.917","747.1660000000001","790.312","850.875","1173.755","1344.748","1140.02","1099.971","971.6","715.61","820.995","965.008","974.073","1023.873","1314.854","1670.533","2167.552","2078.979","2078.979"
"total_liabilities_and_equity","","2797.544","3287.349","3381.779","3336.936","3646.167","3816.326","3988.524","4042.831","4041.93","4521.061","4834.926","5358.751","5477.468","5880.238","6596.162","7991.6","9482.226000000001","10385.48","10385.48"
"cfo_net_income","69.289","33.642","61.069","45.496","47.52","-56.862","170.382","151.918","181.857","178.043","168.784","191.931","238.863","439.459","559.88","472.64","459.866","845.702","1066.25","1016.13"
"cfo_da","17.854","65.348","78.748","100.462","108.296","86.03700000000001","72.741","71.79600000000001","83.503","96.845","111.622","113.963","122.364","147.908","161.113","177.09","230.688","287.377","354.205","370.769"
"cfo_receivables","-76.295","-90.71299999999999","-174.641","44.009","46.831","-80.5","6.988","-130.974","-78.702","-45.387","-34.498","-120.457","-135.322","-212.595","-318.115","-267.19","-845.698","-385.979","-687.629","-908.21"
"cfo_inventory","","","","","","","","","","","","","","","","","","","",""
"cfo_prepaid_expenses","-0.573","","-7.255","","","","","","","","","","","","","","","","",""
"cfo_other_working_capital","40.828","146.438","50.456","-94.539","66.327","-148.722","222.87","166.134","-74.005","-31.404","-6.616","138.053","133.405","92.202","111.137","285.449","364.918","1024.386","-507.797","358.915"
"cfo_change_in_working_capital","-36.04","55.725","-131.44","-50.53","113.158","-229.222","229.858","35.16","-152.707","-76.791","-41.114","17.596","-1.917","-120.393","-206.978","18.259","-480.78","638.407","-1195.426","-549.295"
