"Company: ","Lululemon Athletica Inc. (LULU:US)","","","","","","","","","","","","","","","","","","","","",""
"Exchange: ","NASDAQ","","","","","","","","","","","","","","","","","","","","",""
"Last Close Price: ","309.07","","","","","","","","","","","","","","","","","","","","",""
"Industry: ","Textiles, Apparel & Luxury Goods","","","","","","","","","","","","","","","","","","","","",""
"Currency: ","USD","","","","","","","","","","","","","","","","","","","","",""
"Country: ","US","","","","","","","","","","","","","","","","","","","","",""
"Market Cap.: ","39035","","","","","","","","","","","","","","","","","","","","",""
"Enterprise Value: ","37134","","","","","","","","","","","","","","","","","","","","",""
"period_end_date","2004-01","2005-01","2006-01","2007-01","2008-01","2009-01","2010-01","2011-01","2012-01","2013-01","2014-01","2015-01","2016-01","2017-01","2018-01","2019-01","2020-01","2021-01","2022-01","2023-01","2024-01","TTM"
"revenue","18.188","40.748","84.129","147.964","269.942","353.488","452.898","711.704","1000.839","1370.358","1591.188","1797.213","2060.523","2344.392","2649.181","3288.319","3979.296","4401.879","6256.617","8110.518","9619.278","9827.377"
"cogs","","","41.177","72.249","125.015","174.421","229.812","316.757","431.488","607.532","751.112","883.033","1063.357","1144.775","1250.391","1472.032","1755.91","1937.888","2648.052","3618.178","4009.873","4093.709"
"gross_profit","18.188","40.748","42.952","75.715","144.927","179.067","223.086","394.947","569.351","762.826","840.076","914.1799999999999","997.1660000000001","1199.617","1398.79","1816.287","2223.386","2463.991","3608.565","4492.34","5609.405","5733.668"
"sga","","","39.225","51.863","93.376","118.098","136.161","214.556","282.393","386.387","448.718","538.147","628.09","778.465","904.264","1110.379","1334.247","1609.003","2225.034","2757.447","3397.218","3492.131"
"rnd","","","","","","","","","","","","","","","","","","","","","",""
"special_charges","","","","","","","","","","","","","","","","","","","","","",""
"other_opex","17.427","","","7.628","","4.405","","","","","","","","","","0.07199999999999999","0.029","5.16","8.782","8.752000000000001","5.01","3.132"
"total_opex","17.427","","39.225","59.491","93.376","122.503","136.161","214.556","282.393","386.387","448.718","538.147","628.09","778.465","904.264","1110.451","1334.276","1614.163","2233.816","2766.199","3402.228","3495.263"
"operating_income","0.761","40.748","3.727","16.224","51.551","56.564","86.925","180.391","286.958","376.439","391.358","376.033","369.076","421.152","494.526","705.836","889.11","849.828","1374.749","1726.141","2207.177","2238.405"
"net_interest_income_normal","0.004","","","","","","","","","","","","","","","","","","","","",""
"other_nonoperating_income","-0.008","-40.748","0.003","0.504","1.029","0.822","-0.215","2.886","2.5","4.957","5.768","7.102","-0.581","1.577","-34.528","9.414","8.282999999999999","-30.478","-40.88","-393.57","-31.442","-16.184"
"pretax_income","0.757","","3.73","16.728","52.58","57.386","86.70999999999999","183.277","289.458","381.396","397.126","383.135","368.495","422.729","459.998","715.25","897.393","819.35","1333.869","1332.571","2175.735","2222.221"
"income_tax","","","-2.336","-8.752000000000001","-20.464","-16.884","-28.429","-61.08","-104.494","-109.965","-117.579","-144.102","-102.448","-119.348","-201.336","-231.449","-251.797","-230.437","-358.547","-477.771","-625.545","-641.015"
"net_income_continuing","0.757","","1.394","7.976","32.116","40.502","58.281","122.197","184.964","271.431","279.547","239.033","266.047","303.381","258.662","483.801","645.596","588.913","975.322","854.8","1550.19","1581.206"
"net_income_discontinued","","","","-0.31","-1.273","-1.138","","","","","","","","","","","","","","","",""
"income_allocated_to_minority_interest","","","","0.112","0.334","","","-0.35","-0.901","-0.875","","","","","","","","","","","",""
"other_income_statement_items","-0.438","-1.411","-2.2204460492503E-16","-0.112","-0.335","-0.0010000000000048","7.105427357601E-15","","-2.8421709430404E-14","-5.6843418860808E-14","5.6843418860808E-14","","","","","","","","1.1368683772162E-13","","","-2.2737367544323E-13"
"net_income","0.319","-1.411","1.394","7.666","30.842","39.363","58.281","121.847","184.063","270.556","279.547","239.033","266.047","303.381","258.662","483.801","645.596","588.913","975.322","854.8","1550.19","1581.206"
"preferred_dividends","","","","","","","","","","","","","","","","","","","","","",""
"net_income_available_to_shareholders","0.319","-1.411","1.394","7.666","30.842","39.363","58.281","121.847","184.063","270.556","279.547","239.033","266.047","303.381","258.662","483.801","645.596","588.913","975.322","854.8","1550.19","1581.206"
"eps_basic","0.01","-0.02","0.02","0.06","0.23","0.29","0.41","0.86","1.29","1.88","1.93","1.66","1.9","2.21","1.9","3.63","4.95","4.52","7.52","6.7","12.23","12.5"
"eps_diluted","0.01","-0.02","0.02","0.06","0.23","0.28","0.41","0.85","1.27","1.85","1.91","1.66","1.89","2.21","1.9","3.61","4.93","4.5","7.49","6.68","12.2","12.46"
"shares_basic","67.691","89.54900000000001","89.54900000000001","130.313","132.86","137.421","140.502","141.72","143.196","144","144.913","143.935","140.365","137.086","135.988","133.413","130.393","130.289","129.768","127.666","126.726","126.726"
"shares_diluted","67.691","89.54900000000001","89.54900000000001","130.608","138.596","141.885","141.898","143.858","145.278","145.806","146.043","144.298","140.61","137.302","136.198","133.971","130.955","130.871","130.295","128.017","127.06","127.06"
"cash_and_equiv","0.433","","3.877","16.029","52.545","56.797","159.573","316.286","409.437","590.179","698.649","664.479","501.482","734.846","990.501","881.3200000000001","1093.505","1150.517","1259.871","1154.867","2243.971","2243.971"
"st_investments","","","","","","","","","","","","","","","","","","","","","",""
"receivables","","","1.3","2.291","4.302","4.029","8.238","9.116","5.202","6.351","11.903","54.293","104.561","90.39","68.121","85.17100000000001","125.378","201.525","195.929","318.547","308.502","308.502"
"inventories","","","21.078","26.628","37.932","52.051","44.07","57.469","104.097","155.222","188.79","208.116","284.009","298.432","329.562","404.842","518.513","647.23","966.481","1447.367","1323.602","1323.602"
"other_current_assets","","","0.962","3.545","5.558","4.111","4.529","6.408","8.356999999999999","35.301","46.197","24.124","26.987","39.069","48.098","57.949","70.542","125.107","192.572","238.672","184.502","184.502"
"total_current_assets","0.433","","27.217","48.493","100.337","116.988","216.41","389.279","527.093","787.053","945.539","951.0119999999999","917.039","1162.737","1436.282","1429.282","1807.938","2124.379","2614.853","3159.453","4060.577","4060.577"
"equity_and_other_investments","","","","","","","","","","","","","","","","","","","","","",""
"ppe_gross","","","13.838","25.388","59.411","88.371","107.397","138.332","254.417","306.373","374.6","453.863","553.4059999999999","701.824","817.35","972.481","1883.033","2171.109","2560.387","3226.331","4028.846","4028.846"
"accumulated_depreciation","","","-3.412","-7.212","-15.806","-26.71","-45.806","-67.378","-91.476","-91.73399999999999","-118.997","-157.855","-203.801","-278.325","-343.708","-405.244","-521.676","-690.587","-829.134","-987.298","-1217.425","-1217.425"
"ppe_net","","","10.427","18.176","43.605","61.662","61.591","70.95399999999999","162.941","214.639","255.603","296.008","349.605","423.499","473.642","567.237","1361.357","1480.522","1731.253","2239.033","2811.421","2811.421"
"intangible_assets","","","2.442","2.142","7.159","7.39","7.15","6.842","5.532","4.141","2.921","1.753","0.947","0.327","0.06899999999999899","24.239","0.243","80.077","71.29900000000001","21.965","0.0030000000000001","0.0030000000000001"
