"Company: ","Lumentum Holdings Inc (LITE:US)","","","","","","","","","","","",""
"Exchange: ","NASDAQ","","","","","","","","","","","",""
"Last Close Price: ","49.19","","","","","","","","","","","",""
"Industry: ","Communications Equipment","","","","","","","","","","","",""
"Currency: ","USD","","","","","","","","","","","",""
"Country: ","US","","","","","","","","","","","",""
"Market Cap.: ","3252","","","","","","","","","","","",""
"Enterprise Value: ","4884","","","","","","","","","","","",""
"period_end_date","2012-06","2013-06","2014-06","2015-06","2016-06","2017-06","2018-06","2019-06","2020-06","2021-06","2022-06","2023-06","TTM"
"revenue","727.9","769.9","817.9","837.1","903","1001.6","1247.7","1565.3","1678.6","1742.8","1712.6","1767","1421.7"
"cogs","523","547.1","561.3","579.2","625.7","683.5","815.6","1139.4","1028.4","959.7","924","1198","1131.9"
"gross_profit","204.9","222.8","256.6","257.9","277.3","318.1","432.1","425.9","650.2","783.1","788.6","569","289.8"
"sga","101.6","102.6","108.2","128.9","117.3","110.2","128.2","200.3","235.2","241.4","265.7","348.8","304.1"
"rnd","107","113.7","134.9","140.8","141.1","148.3","156.8","184.6","198.6","214.5","220.7","307.8","302.9"
"special_charges","","","","","","","","","","","","",""
"other_opex","","","","","","","","","","","","",""
"total_opex","208.6","216.3","243.1","269.7","258.4","258.5","285","384.9","433.8","455.9","486.4","656.6","607"
"operating_income","-3.7","6.5","13.5","-11.8","18.9","59.6","147.1","41","216.4","327.2","302.2","-87.59999999999999","-317.2"
"net_interest_income_normal","-0.9","-1","-0.2","-0.7","-0.1","-4.4","-9.699999999999999","-22.4","-45.4","-61","-74.09999999999999","5.3","30"
"other_nonoperating_income","8.6","-1.8","-3.5","-12","-9.1","-115","-8","-51.9","3.3","196.9","7","-20.1","-36.4"
"pretax_income","4","3.7","9.800000000000001","-24.5","9.699999999999999","-59.8","129.4","-33.3","174.3","463.1","235.1","-102.4","-323.6"
"income_tax","-1.4","2.8","0.9","21.1","-0.4","-42.7","118.7","-3.1","-38.8","-65.8","-36.2","-29.2","-30.6"
"net_income_continuing","2.6","6.5","10.7","-3.4","9.300000000000001","-102.5","248.1","-36.4","135.5","397.3","198.9","-131.6","-354.2"
"net_income_discontinued","","","","","","","","","","","","",""
"income_allocated_to_minority_interest","","","","","","","","","","","","",""
"other_income_statement_items","","","-1.7763568394003E-15","-1.3322676295502E-15","1.7763568394003E-15","","-2.8421709430404E-14","","","","2.8421709430404E-14","","-1.4210854715202E-14"
"net_income","2.6","6.5","10.7","-3.4","9.300000000000001","-102.5","248.1","-36.4","135.5","397.3","198.9","-131.6","-354.2"
"preferred_dividends","","","","","0.8","0.9","6.6","1.5","","","","",""
"net_income_available_to_shareholders","2.6","6.5","10.7","-3.4","8.5","-103.4","241.5","-37.9","135.5","397.3","198.9","-131.6","-354.2"
"eps_basic","0.05","0.11","0.18","-0.06","-0.05","-1.71","3.88","-0.54","1.79","5.27","2.79","-1.93","-5.25"
"eps_diluted","0.05","0.11","0.18","-0.06","-0.05","-1.71","3.82","-0.54","1.75","5.07","2.68","-1.93","-5.25"
