"Company: ","Houlihan Lokey Inc (HLI:US)","","","","","","","","","","",""
"Exchange: ","NYSE","","","","","","","","","","",""
"Last Close Price: ","130.95","","","","","","","","","","",""
"Industry: ","Capital Markets","","","","","","","","","","",""
"Currency: ","USD","","","","","","","","","","",""
"Country: ","US","","","","","","","","","","",""
"Market Cap.: ","8964","","","","","","","","","","",""
"Enterprise Value: ","8235","","","","","","","","","","",""
"period_end_date","2014-03","2015-03","2016-03","2017-03","2018-03","2019-03","2020-03","2021-03","2022-03","2023-03","2024-03","TTM"
"revenue","592.45","680.872","693.765","872.091","963.364","1084.385","1159.368","1525.452","2269.958","1809.447","1914.404","1914.404"
"cogs","414.918","475.1","461.609","582.244","636.631","692.073","737.7619999999999","971.1950000000001","1408.634","1147.879","1213.589","1213.589"
"gross_profit","177.532","205.772","232.156","289.847","326.733","392.312","421.606","554.2569999999999","861.324","661.568","700.8150000000001","700.8150000000001"
"sga","38.056","43.829","63.163","57.795","64.158","83.21899999999999","93.301","95.56","127.81","142.903","185.324","185.324"
"rnd","","","","","","","","","","","",""
"special_charges","","","","","","","","","","","",""
"other_opex","36.628","33.289","42.593","50.057","48.162","89.996","98.70399999999999","50.54","120.65","176.927","152.63","152.63"
"total_opex","74.684","77.11799999999999","105.756","107.852","112.32","173.215","192.005","146.1","248.46","319.83","337.954","337.954"
"operating_income","102.848","128.654","126.4","181.995","214.413","219.097","229.601","408.157","612.864","341.738","362.861","362.861"
"net_interest_income_normal","","4.214","","","","","","","","","",""
"other_nonoperating_income","2.478","-0.733","-0.77","-3.508","3.423","5.223","6.046","1.071","-8.926","-17.738","27.678","27.678"
"pretax_income","105.326","132.135","125.63","178.487","217.836","224.32","235.647","409.228","603.938","324","390.539","390.539"
"income_tax","-43.898","-52.196","-55.863","-70.14400000000001","-45.553","-65.214","-51.854","-96.45699999999999","-165.614","-69.777","-110.238","-110.238"
"net_income_continuing","61.428","79.93899999999999","69.767","108.343","172.283","159.106","183.793","312.771","438.324","254.223","280.301","280.301"
"net_income_discontinued","","","","","","","","","","","",""
"income_allocated_to_minority_interest","-0.108","-0.058","-0.026","","","","","","-0.573","","",""
"other_income_statement_items","7.105427357601E-15","1.4210854715202E-14","","1.4210854715202E-14","-2.8421709430404E-14","","","","","","",""
"net_income","61.32","79.881","69.741","108.343","172.283","159.106","183.793","312.771","437.751","254.223","280.301","280.301"
"preferred_dividends","","","","","","","","","","","",""
"net_income_available_to_shareholders","61.32","79.881","69.741","108.343","172.283","159.106","183.793","312.771","437.751","254.223","280.301","280.301"
"eps_basic","1.01","1.32","1.18","1.77","2.76","2.56","2.96","4.75","6.74","4.01","4.36","4.36"
"eps_diluted","1.01","1.32","1.1","1.63","2.6","2.42","2.8","4.55","6.41","3.76","4.11","4.11"
"shares_basic","60.462","60.462","59.045","61.1","62.494","62.213","62.153","65.785","64.97","63.358","64.33799999999999","64.33799999999999"
"shares_diluted","60.462","60.462","63.476","66.57899999999999","66.324","65.846","65.726","68.67100000000001","68.26000000000001","67.586","68.15900000000001","68.15900000000001"
"cash_and_equiv","109.42","88.66200000000001","166.169","300.314","206.723","285.746","380.373","846.851","833.697","714.439","721.235","721.235"
"st_investments","","","","","","","105.302","","","6.254","7.566","7.566"
"receivables","260.407","427.956","144.012","129.313","131.853","151.352","125.015","226.524","248.78","314.767","424.498","424.498"
"inventories","","","","","","","","","","","",""
"other_current_assets","","","-5.6843418860808E-14","192.372","93.5","0.36900000000003","0.37299999999993","0.37300000000005","0.37299999999982","0.37300000000005","0.61899999999991","0.61899999999991"
"total_current_assets","369.827","516.6180000000001","310.181","621.999","432.076","437.467","611.063","1073.748","1082.85","1035.833","1153.918","1153.918"
"equity_and_other_investments","14.253","12.666","","","209.319","125.258","30.087","208.618","109.143","31.055","30.439","30.439"
"ppe_gross","42.755","44.844","54.171","62.609","69.224","74.34699999999999","225.667","252.708","285.584","490.216","549.034","549.034"
"accumulated_depreciation","-26.788","-28.355","-32.47","-32.193","-37.078","-43.313","-48.055","-54.307","-61.466","-67.994","-68.309","-68.309"
"ppe_net","15.967","16.489","21.701","30.416","32.146","31.034","177.612","198.401","224.118","422.222","480.725","480.725"
"intangible_assets","197.192","197.256","198.688","195.853","194.42","199.794","194.384","195.151","247.335","203.374","197.436","197.436"
"goodwill","445.53","455.55","518.6799999999999","519.49","528.89","594.8099999999999","618.46","671.0700000000001","1070.44","1087.78","1127.5","1127.5"
"other_lt_assets","18.457","31.269","21.634","17.949","21.99","37.549","45.397","79.07899999999999","152.924","188.55","180.741","180.741"
"total_assets","1061.226","1229.848","1070.884","1385.707","1418.841","1425.912","1677.003","2426.067","2886.81","2968.814","3170.759","3170.759"
"accounts_payable","35.56","37.19","34.4","41.655","40.772","55.048","53.883","67.468","126.19","113.421","114.171","114.171"
"tax_payable","2.086","9.76","","4.937","9.967000000000001","7.759","","68.339","61.266","","",""
"current_accrued_liabilities","247.746","301.285","254.058","336.465","377.901","404.717","420.376","648.399","953.604","765.877","726.0309999999999","726.0309999999999"
"st_debt","","","","","","","","","","","",""
"current_deferred_revenue","5.379","3.064","5.547","3.717","3.62","27.812","26.78","27.868","28.753","40.695","33.139","33.139"
"current_deferred_tax_liability","","","","","","","","","","","",""
"other_current_liabilities","","-5.6843418860808E-14","","5.6843418860808E-14","","","","-1.1368683772162E-13","2.2737367544323E-13","","",""
"total_current_liabilities","290.771","351.299","294.005","386.774","432.26","495.336","501.039","812.074","1169.813","919.9930000000001","873.341","873.341"
"lt_debt","","","76.62","32.562","11.861","8.657","4.676","0.8179999999999999","0.539","","",""
"noncurrent_capital_leases","","","","","","","154.218","174.516","197.091","374.869","415.412","415.412"
"pension_liabilities","","","","","","","","","","","",""
"noncurrent_deferred_revenue","48.646","41.453","37.288","31.196","22.18","8.058","0.664","0.052","0.789","0.544","7.505","7.505"
"other_lt_liabilities","6.871","11.208","9.416","204.72","99.727","22.532","32.024","55.046","74.873","60.111","37.751","37.751"
"total_liabilities","346.288","403.96","417.329","655.252","566.028","534.583","692.621","1042.506","1443.105","1355.517","1334.009","1334.009"
"common_stock","","","","","","","","","","","",""
"preferred_stock","","","","","","","","","","","",""
"retained_earnings","91.93600000000001","170.929","28.623","87.407","207.124","276.468","377.471","600.096","922.223","1033.072","1163.419","1163.419"
"aoci","-8.903","-11.338","-14.613","-21.917","-13.956","-30.294","-43.108","-20.176","-43.347","-62.814","-66.608","-66.608"
"apic","636.616","670.182","637.332","854.75","753.077","645.09","649.954","803.573","564.761","642.97","739.87","739.87"
"treasury_stock","","","","-193.572","-93.5","","","","","","",""
"other_equity","-7.711","-7.076","-0.18200000000002","-0.050999999999931","0.06799999999998399","0.06499999999994099","0.06499999999994099","0.06799999999998399","0.06799999999998399","0.06899999999996","0.06899999999996","0.06899999999996"
"minority_interest_liability","3","3.191","2.395","3.838","","","","","","","",""
"total_equity","714.938","825.888","653.5549999999999","730.455","852.813","891.329","984.3819999999999","1383.561","1443.705","1613.297","1836.75","1836.75"
"total_liabilities_and_equity","1061.226","1229.848","1070.884","1385.707","1418.841","1425.912","1677.003","2426.067","2886.81","2968.814","3170.759","3170.759"
"cfo_net_income","61.428","79.93899999999999","69.767","108.343","172.283","159.106","183.793","312.771","438.324","254.223","280.301","280.301"
"cfo_da","6.04","5.508","7.499","8.853","7.905","14.475","17.291","15.228","48.537","58.221","28.536","28.536"
"cfo_receivables","-24.25","-12.253","-9.747","-11.909","-6.327","-4.418","19.036","-111.491","32.164","-49.338","-101.305","-101.305"
"cfo_inventory","","","","","","","","","","","",""
"cfo_prepaid_expenses","","","","","","","","","","","",""
"cfo_other_working_capital","104.025","105.444","-89.22799999999999","109.461","35.797","8.667999999999999","-15.374","291.72","150.214","-319.172","-95.062","-95.062"
"cfo_change_in_working_capital","79.77500000000001","93.191","-98.97499999999999","97.55200000000001","29.47","4.25","3.662","180.229","182.378","-368.51","-196.367","-196.367"
"cfo_deferred_tax","-7.176","-7.358","-4.165","-6.093","-6.569","-10.687","-9.654","-21.237","-71.068","-3.446","20.47","20.47"
"cfo_stock_comp","22.48","23.2","35.06","39.36","47.11","56.56","64.34999999999999","62.42","91.88","156.94","166.6","166.6"
"cfo_other_noncash_items","2.464","2.027","2.535","4.005","0.44799999999998","0.57000000000002","28.227","30.426","46.553","38.845","28.918","28.918"
"cf_cfo","165.011","196.507","11.721","252.02","250.647","224.274","287.669","579.837","736.604","136.273","328.458","328.458"
"cfi_ppe_net","-2.241","-4.671","-9.385","-14.423","-7.719","-6.726","-20.722","-14.148","-8.68","-50.731","-66.73","-66.73"
"cfi_acquisitions_net","-9.09","-5.178","-36.854","-3.725","-2.701","-71.407","-2.197","-12.47","-360.996","-20.427","-3.856","-3.856"
