"cff_debt_net","","","","-40","-20","-10","-113","-18","739","-1","-550","348","-177","413","-209","-59","-80","1769","274","-165","-302","-338"
"cff_dividend_paid","","","","","-2439","-2","-1","","","","-165","-477","-95","-1135","-198","-198","-198","-196","-199","-199","-201","-204"
"cff_other","","","","-4","-23","66","56","94","53","337","335","-328","17","-30","-4","-26","","-52","38","-7","-16","-9"
"cf_cff","","","","-707","-1863","-157","-427","-398","191","-135","-402","-776","-463","-751","-429","-707","-709","1451","-113","-865","-715","-886"
"ebitda","313","373","462","538","643","750","865","960","1039","30","524","403","423","640","1031","1032","1093","1249","1488","1466","1633","1770"
"capex","","","","-52","-73","-61","-59","-58","-73","-56","-39","-53","-29","-29","-81","-73","-121","-183","-104","-129","-207","-185"
"fcf","","","","521","642","281","483","565","637","344","-15","138","367","420","445","695","871","1151","929","863","958","1141"
"book_value","2020","2203","2351","2807","1592","1868","2084","2291","2491","2181","2618","1595","998","3147","3383","3311","3417","3871","4344","4353","4258","4313"
"tangible_book_value","2020","2203","2351","2807","563","698","747","751","602","205","736","-191","-246","-3064","-2447","-2201","-2025","-3658","-3577","-3295","-2521","-2415"
"roa","","0.07000000000000001","0.07000000000000001","0.16","0.08","0.09","0.09","0.1","0.11","0.01","0.08","0.03","-0.09","0.04","0.04","0.07000000000000001","0.07000000000000001","0.06","0.06","0.05","0.02","0.02"
"roe","","0.17","0.18","0.36","0.18","0.24","0.23","0.23","0.26","0.03","0.22","0.08","-0.25","0.12","0.11","0.17","0.2","0.17","0.18","0.16","0.05","0.07000000000000001"
"roic","","0.11","0.12","0.25","0.11","0.14","0.14","0.15","0.16","0.01","0.13","0.05","-0.13","0.06","0.06","0.09","0.1","0.08","0.08","0.07000000000000001","0.02","0.03"
"roce","","0.07000000000000001","0.08","0.08","0.13","0.22","0.23","0.25","0.23","-0.01","0.1","0.09","0.13","0.11","0.1","0.11","0.12","0.12","0.12","0.11","0.13","0.14"
"rotce","","0.07000000000000001","0.08","0.08","0.15","0.34","0.38","0.42","0.4","-0.02","0.2","0.18","0.29","0.5","0.7","0.68","0.59","0.51","0.49","0.45","0.48","0.5"
"gross_margin","0.14","0.13","0.13","0.13","0.13","0.14","0.14","0.14","0.13","0.08","0.14","0.13","0.13","0.13","0.14","0.15","0.14","0.14","0.15","0.14","0.15","0.15"
"ebitda_margin","0.06","0.07000000000000001","0.07000000000000001","0.07000000000000001","0.08","0.08","0.09","0.09","0.1","0.01","0.08","0.07000000000000001","0.08","0.09","0.1","0.1","0.1","0.1","0.11","0.1","0.11","0.11"
"operating_margin","0.06","0.07000000000000001","0.07000000000000001","0.06","0.07000000000000001","0.08","0.08","0.08","0.09","-0.01","0.07000000000000001","0.06","0.07000000000000001","0.07000000000000001","0.07000000000000001","0.08","0.08","0.08","0.08","0.08","0.08","0.09"
"pretax_margin","0.04","0.06","0.06","0.06","0.07000000000000001","0.07000000000000001","0.07000000000000001","0.07000000000000001","0.08","-0.03","0.05","0.02","-0.06","0.05","0.04","0.06","0.08","0.06","0.07000000000000001","0.06","0.03","0.04"
"net_income_margin","0.05","0.06","0.06","0.12","0.05","0.05","0.04","0.05","0.06","0.01","0.08","0.03","-0.06","0.03","0.04","0.06","0.06","0.05","0.05","0.05","0.01","0.02"
"fcf_margin","","","","0.07000000000000001","0.08","0.03","0.05","0.05","0.06","0.06","","0.02","0.07000000000000001","0.06","0.04","0.07000000000000001","0.08","0.09","0.07000000000000001","0.06","0.06","0.07000000000000001"
"assets_to_equity","2.41","2.51","2.56","2.01","2.86","2.67","2.42","2.31","2.5","3.06","2.24","2.61","3.29","2.9","2.66","2.65","2.74","3.23","3.05","3","2.98","2.97"
"equity_to_assets","0.41","0.4","0.39","0.5","0.35","0.38","0.41","0.43","0.4","0.33","0.45","0.38","0.3","0.34","0.38","0.38","0.36","0.31","0.33","0.33","0.34","0.34"
"debt_to_equity","0.44","0.55","0.51","0.42","0.77","0.66","0.54","0.48","0.74","0.85","0.49","0.86","1.2","1.06","0.92","0.9399999999999999","0.97","1.37","1.3","1.26","1.22","1.2"
"debt_to_assets","0.18","0.22","0.2","0.21","0.27","0.25","0.22","0.21","0.3","0.28","0.22","0.33","0.36","0.36","0.35","0.36","0.35","0.42","0.43","0.42","0.41","0.4"
"revenue_per_share","47.55","59.13","73.70999999999999","83.77","88.56999999999999","85.62","100.2","111.24","118.01","69.48","77.7","69.34","68.42","67.72","66.04000000000001","66.63","76.51000000000001","85.40000000000001","96.06","104.32","111.87","113.67"
"ebitda_per_share","3.08","3.96","4.93","5.99","7.07","7.19","8.609999999999999","9.85","11.36","0.36","6.31","4.86","5.72","6.15","6.69","6.75","7.54","8.67","10.41","10.62","11.83","12.81"
"operating_income_per_share","3.08","3.96","4.93","5.24","6.29","6.46","7.72","8.890000000000001","10.15","-0.6899999999999999","5.23","3.89","4.88","4.98","4.51","5.07","5.92","6.72","8.130000000000001","8.210000000000001","9.43","10.51"
"pretax_income_per_share","1.67","3.73","4.14","5.21","6.55","6.07","7","8.19","9.33","-1.93","4.16","1.06","-3.82","3.06","2.55","3.99","5.97","5.42","6.76","6.42","2.92","4.04"
"fcf_per_share","","","","5.81","7.05","2.7","4.81","5.79","6.96","4.1","-0.18","1.66","4.96","4.04","2.89","4.54","6.01","7.99","6.5","6.25","6.94","8.279999999999999"
"book_value_per_share","19.9","23.37","25.08","31.28","17.49","17.92","20.74","23.5","27.22","25.96","31.54","19.22","13.49","30.26","21.97","21.64","23.57","26.88","30.38","31.54","30.86","31.48"
"tangible_book_per_share","19.9","23.37","25.08","31.28","6.19","6.7","7.43","7.7","6.58","2.44","8.869999999999999","-2.3","-3.32","-29.46","-15.89","-14.39","-13.97","-25.4","-25.01","-23.88","-18.27","-17.63"
"payout_ratio","","","","","","","","","","","0.31","0.82","-0.29","0.54","0.54","0.34","0.29","0.31","0.27","0.29","1.01","0.64"
"revenue_growth","","0.15","0.24","0.09","0.07000000000000001","0.11","0.13","0.08","","-0.46","0.11","-0.11","-0.12","0.39","0.44","","0.09","0.11","0.12","0.05","0.07000000000000001",""
"gross_profit_growth","","0.12","0.16","0.1","0.14","0.14","0.11","0.09","-0.05","-0.66","0.86","-0.15","-0.12","0.4","0.52","0.05","0.03","0.12","0.16","0.03","0.08",""
"ebitda_growth","","0.19","0.24","0.16","0.2","0.17","0.15","0.11","0.08","-0.97","16.47","-0.23","0.05","0.51","0.61","","0.06","0.14","0.19","-0.01","0.11",""
"operating_income_growth","","0.19","0.24","0.02","0.22","0.18","0.15","0.12","0.07000000000000001","-1.06","8.48","-0.26","0.12","0.43","0.34","0.12","0.11","0.13","0.2","-0.03","0.15",""
"pretax_income_growth","","1.08","0.1","0.21","0.27","0.06","0.11","0.14","0.07000000000000001","-1.19","3.13","-0.74","-4.22","2.12","0.24","0.55","0.42","-0.1","0.24","-0.08","-0.55",""
"net_income_growth","","0.36","0.17","1.27","-0.58","0.07000000000000001","0.09","0.1","0.25","-0.9","7.9","-0.6899999999999999","-2.97","1.76","0.5","0.59","0.15","-0.06","0.2","-0.09","-0.71",""
"eps_diluted_growth","","0.45","0.17","1.37","-0.59","-0.07000000000000001","0.09","0.14","0.32","-0.9","8.1","-0.6899999999999999","-3.25","1.54","0.01","0.6","0.21","-0.05","0.21","-0.06","-0.71",""
"shares_diluted_growth","","-0.07000000000000001","-0.01","-0.04","0.01","0.15","-0.04","-0.03","-0.06","-0.08","-0.01","","-0.11","0.41","0.48","-0.01","-0.05","-0.01","-0.01","-0.03","",""
"cash_and_equiv_growth","","","","","","-0.01","-0.15","-0.08","0.59","0.16","-0.54","-0.41","0.03","-0.15","0.04","-0.16","1.04","-0.22","0.39","-0.29","0.51",""
"ppe_growth","","","","","","0.03","-0.09","0.09","-0.07000000000000001","-0.04","-0.18","0.6899999999999999","-0.36","-0.16","-0.1","0.02","1.9","0.72","0.08","0.09","0.06",""
"total_assets_growth","","0.14","0.08","-0.06","-0.19","0.09","0.01","0.05","0.18","0.07000000000000001","-0.12","-0.29","-0.21","1.78","-0.02","-0.02","0.07000000000000001","0.34","0.06","-0.01","-0.03",""
"total_equity_growth","","0.09","0.07000000000000001","0.19","-0.43","0.17","0.12","0.1","0.09","-0.12","0.2","-0.39","-0.37","2.15","0.07000000000000001","-0.02","0.03","0.13","0.12","","-0.02",""
"cfo_growth","","","","","0.25","-0.52","0.58","0.15","0.14","-0.44","-0.9399999999999999","6.96","1.07","0.13","0.17","0.46","0.29","0.34","-0.23","-0.04","0.17",""
"capex_growth","","","","","-0.4","0.16","0.03","0.02","-0.26","0.23","0.3","-0.36","0.45","","-1.79","0.1","-0.66","-0.51","0.43","-0.24","-0.6",""
"fcf_growth","","","","","0.23","-0.5600000000000001","0.72","0.17","0.13","-0.46","-1.04","10.2","1.66","0.14","0.06","0.5600000000000001","0.25","0.32","-0.19","-0.07000000000000001","0.11",""
"shares_eop","101.5","94.25","93.75","89.75","23","44.75","53.047","97","90.5","85.25","85.5","80","74","150","151","146","141","142.321","140","137","135.766","135.21"
"dividends","","","","","","","","","","","1.92","1.6","1.28","1.28","1.28","1.28","1.32","1.36","1.4","1.44","1.46","1.48"
"price_to_earnings","","","","","3","5.58","6.36","9.82","6.65","50.98","5.41","22.12","-9.48","31.44","26.64","13.25","20.69","23.82","16.53","21.04","73.84999999999999","55.17"
"price_to_book","","","","","0.74","1.24","1.38","2.13","1.65","1.38","1.08","2.27","3.07","2.44","2.88","2.32","4.04","3.86","2.87","3.31","3.45","4.11"
"price_to_sales","","","","","0.15","0.26","0.29","0.45","0.38","0.52","0.44","0.63","0.61","1.09","0.96","0.76","1.24","1.22","0.91","1","0.95","1.13"
"price_to_tangible_book","","","","","2.08","3.32","3.85","6.5","6.83","14.67","3.86","-18.99","-12.45","-2.5","-3.98","-3.5","-6.82","-4.09","-3.48","-4.37","-5.83","-7.33"
"price_to_fcf","","","","","1.82","8.26","5.95","8.630000000000001","6.46","8.74","-189.24","26.28","8.35","18.26","21.91","11.07","15.85","13","13.4","16.7","15.34","15.52"
"market_cap","","","","","1170.47","2320.2875","2873.02552","4878.13","4114.13","3007.62","2838.6","3627.2","3063.6","7671","9750.07","7697.12","13802.49","14960.78352","12446","14411.03","14695.31184","17709.99682"
"period_end_price","","","","","50.89","51.85","54.16","50.29","45.46","35.28","33.2","45.34","41.4","51.14","64.56999999999999","52.72","97.89","105.12","88.90000000000001","105.19","108.24","108.24"
