"Company: ","Grocery Outlet Holding Corp (GO:US)","","","","","","","",""
"Exchange: ","NASDAQ","","","","","","","",""
"Last Close Price: ","22.01","","","","","","","",""
"Industry: ","Consumer Staples Distribution & Retail","","","","","","","",""
"Currency: ","USD","","","","","","","",""
"Country: ","US","","","","","","","",""
"Market Cap.: ","2192","","","","","","","",""
"Enterprise Value: ","2411","","","","","","","",""
"period_end_date","2016-12","2017-12","2018-12","2019-12","2020-12","2021-12","2022-12","2023-12","TTM"
"revenue","1831.531","2075.465","2287.66","2559.617","3134.64","3079.582","3578.101","3969.453","4040.93"
"cogs","1270.354","1443.582","1592.263","1772.515","2161.293","2130.796","2486.002","2727.774","2795.849"
"gross_profit","561.177","631.883","695.397","787.102","973.347","948.7859999999999","1092.099","1241.679","1245.081"
"sga","459.956","511.795","567.509","670.876","810.4930000000001","859.691","997.109","1115.897","1151.554"
"rnd","","","","","","","","",""
"special_charges","","","","","","","","",""
"other_opex","37.152","43.152","45.421","47.883","55.479","","","",""
"total_opex","497.108","554.947","612.9299999999999","718.759","865.972","859.691","997.109","1115.897","1151.554"
"operating_income","64.069","76.93600000000001","82.467","68.343","107.375","89.095","94.98999999999999","125.782","93.527"
"net_interest_income_normal","-47.147","-49.698","-55.362","-45.927","-20.043","-15.564","-17.967","-16.361","-13.618"
"other_nonoperating_income","","-1.466","-5.253","-5.634","-0.198","3.97","-1.274","-5.34",""
"pretax_income","16.922","25.772","21.852","16.782","87.134","77.501","75.749","104.081","79.90900000000001"
"income_tax","-6.724","-5.171","-5.984","-1.363","19.579","-15.191","-10.697","-24.644","-15.217"
"net_income_continuing","10.198","20.601","15.868","15.419","106.713","62.31","65.05200000000001","79.437","64.69199999999999"
"net_income_discontinued","","","","","","","","",""
"income_allocated_to_minority_interest","","","","","","","","",""
"other_income_statement_items","","","","","","","1.4210854715202E-14","-1.4210854715202E-14","-1.7763568394003E-15"
"net_income","10.198","20.601","15.868","15.419","106.713","62.31","65.05200000000001","79.437","64.69199999999999"
"preferred_dividends","","","","","","","","",""
"net_income_available_to_shareholders","10.198","20.601","15.868","15.419","106.713","62.31","65.05200000000001","79.437","64.69199999999999"
"eps_basic","0.14","0.28","0.21","0.2","1.16","0.65","0.67","0.8","0.65"
"eps_diluted","0.14","0.28","0.21","0.19","1.08","0.63","0.65","0.79","0.64"
"shares_basic","74.148","74.18899999999999","74.18899999999999","79.044","91.818","95.72499999999999","96.812","98.709","98.709"
