"Company: ","Dun & Bradstreet Holdings Inc. (DNB:US)","","","","","","",""
"Exchange: ","NYSE","","","","","","",""
"Last Close Price: ","9.06","","","","","","",""
"Industry: ","Professional Services","","","","","","",""
"Currency: ","USD","","","","","","",""
"Country: ","US","","","","","","",""
"Market Cap.: ","4011","","","","","","",""
"Enterprise Value: ","7301","","","","","","",""
"period_end_date","2017-12","2018-12","2019-12","2020-12","2021-12","2022-12","2023-12","TTM"
"revenue","1742.5","1716.4","1439","1738.7","2165.6","2224.6","2314","2338.1"
"cogs","","","463.7","548.2","664.3","721.4","831","859.2"
"gross_profit","1742.5","1716.4","975.3","1190.5","1501.3","1503.2","1483","1478.9"
"sga","672.4","610","657.6","559.8","714.7","745.6","742.7","732.1"
"rnd","","","","","","","",""
"special_charges","","","","","","","",""
"other_opex","653","652.1","487.1","537.8","615.9","587.2","586.8","585.4"
"total_opex","1325.4","1262.1","1144.7","1097.6","1330.6","1332.8","1329.5","1317.5"
"operating_income","417.1","454.3","-169.4","92.90000000000001","170.7","170.4","153.5","161.4"
"net_interest_income_normal","-58.1","-52.5","-301","-270.4","-205.7","-191","-216.1","-245.9"
"other_nonoperating_income","-36.3","-28.7","-205.8","-48.9","-10.2","-6.6","-18.5","-18.2"
"pretax_income","322.7","373.1","-676.2","-226.4","-45.2","-27.2","-81.09999999999999","-102.7"
"income_tax","-179.7","-81.59999999999999","118.3","112.4","-23.4","28.8","34.2","66.59999999999999"
"net_income_continuing","143","291.5","-557.9","-114","-68.59999999999999","1.6","-46.9","-36.1"
"net_income_discontinued","-0.8","","","","","","",""
"income_allocated_to_minority_interest","-4.1","-6.2","-6.4","-4.9","-5.8","-6.4","-3.3","-3.7"
"other_income_statement_items","2.8","2.8","4.2","2.4","2.7","2.5","3.2","3.3"
"net_income","140.9","288.1","-560.1","-116.5","-71.7","-2.3","-47","-36.5"
"preferred_dividends","","","114","64.09999999999999","","","",""
"net_income_available_to_shareholders","140.9","288.1","-674.1","-180.6","-71.7","-2.3","-47","-36.5"
"eps_basic","0.34","0.7","-1.64","-0.49","-0.17","-0.01","-0.11","-0.08"
"eps_diluted","0.34","0.7","-1.64","-0.49","-0.17","-0.01","-0.11","-0.08"
"shares_basic","411.3","411.3","411.3","367.1","428.7","429.1","430.5","430.5"
"shares_diluted","411.3","411.3","411.3","367.1","428.7","429.1","430.5","430.5"
"cash_and_equiv","","90.2","98.59999999999999","352.3","177.1","208.4","188.1","188.1"
"st_investments","","","","","","","",""
"receivables","","279.5","279.3","319.3","401.7","271.6","258","258"
"inventories","","","","","","","",""
"other_current_assets","","41.6","40","202.8","139.2","223.9","210.2","210.2"
"total_current_assets","","411.3","417.9","874.4","718","703.9","656.3","656.3"
"equity_and_other_investments","","","23.7","27.3","27.2","21.8","20.6","20.6"
"ppe_gross","","98.3","124.8","104.8","196.2","188.4","190.9","190.9"
"accumulated_depreciation","","-67.09999999999999","-7.5","-14.3","-27.5","-38.4","-45.7","-45.7"
"ppe_net","","31.2","117.3","90.5","168.7","150","145.2","145.2"
"intangible_assets","","417.9","5631.2","5251.8","5381.9","4951.9","4582.2","4582.2"
"goodwill","","770.8","2840.1","2857.9","3493.3","3431.3","3445.8","3445.8"
"other_lt_assets","","189.7","82.59999999999999","118.4","208.1","213","285.8","285.8"
"total_assets","","1820.9","9112.799999999999","9220.299999999999","9997.200000000001","9471.9","9135.9","9135.9"
"accounts_payable","","36.3","55","60.1","83.5","80.5","111.7","111.7"
"tax_payable","","13.7","7.8","3.9","16.4","13.2","15.3","15.3"
"current_accrued_liabilities","","184.4","282.8","238.2","281.5","395.4","277.7","277.7"
"st_debt","","17","81.90000000000001","25.3","28.1","32.7","32.7","32.7"
"current_deferred_revenue","","529.1","467.5","477.2","569.4","563.1","590","590"
"current_deferred_tax_liability","","","","","","","",""
"other_current_liabilities","","220.9","172.4","1.1368683772162E-13","","","",""
"total_current_liabilities","","1001.4","1089.8","828.1","1004.9","1102.6","1042.4","1042.4"
"lt_debt","","1119.6","3818.9","3255.8","3716.7","3552.2","3512.5","3512.5"
"noncurrent_capital_leases","","","71.2","62.5","59.4","43.9","33.8","33.8"
"pension_liabilities","","283.9","206.6","291.5","178.4","158.2","143.9","143.9"
"noncurrent_deferred_revenue","","39.7","1241.3","1121.2","1220.9","1037.6","907","907"
"other_lt_liabilities","","66.2","75.5","77.3","71.59999999999999","69.000000000002","64.700000000001","64.700000000001"
"total_liabilities","","2510.8","6503.3","5636.4","6251.9","5963.5","5704.3","5704.3"
"common_stock","","1","","","","","",""
"preferred_stock","","","1031.8","","","","",""
"retained_earnings","","3325","-573.5","-690.1","-761.8","-764.1","-811.1","-811.1"
"aoci","","-1054.1","-23.5","-94.5","-57.1","-180","-198.7","-198.7"
"apic","","332.8","2116.9","4310.2","4500.4","4443.7","4429.2","4429.2"
"treasury_stock","","-3310.3","","","-0.3","-0.3","-0.3","-0.3"
"other_equity","","-0.20000000000005","","","9.094947017729301E-13","4.5474735088646E-13","4.5474735088646E-13","4.5474735088646E-13"
"minority_interest_liability","","15.9","57.8","58.3","64.09999999999999","9.1","12.5","12.5"
"total_equity","","-689.9","2609.5","3583.9","3745.3","3508.4","3431.6","3431.6"
"total_liabilities_and_equity","","1820.9","9112.799999999999","9220.299999999999","9997.200000000001","9471.9","9135.9","9135.9"
"cfo_net_income","145.8","294.3","-553.7","-111.6","-65.90000000000001","4.1","-43.7","-32.8"
"cfo_da","79.7","88.7","487.1","537.8","615.9","587.2","586.8","585.4"
"cfo_receivables","-34.2","9.5","-16.5","-45.1","-13.7","113.3","13.7","6.2"
"cfo_inventory","","","","","","","",""
"cfo_prepaid_expenses","","","6","-28.9","62.7","-23.2","-13.2","12.1"
"cfo_other_working_capital","-62.8","-138.1","-24.6","-110.1","-122.6","-105.3","-54.5","-96.40000000000001"
"cfo_change_in_working_capital","-97","-128.6","-35.1","-184.1","-73.59999999999999","-15.2","-54","-78.09999999999999"
"cfo_deferred_tax","81.7","21.4","-152.8","-229.3","-77.40000000000001","-151","-131.9","-139.5"
"cfo_stock_comp","20.5","10.8","68","45.1","33.3","66","83.40000000000001","80.8"
"cfo_other_noncash_items","55.8","38.8","116","147.6","71.40000000000001","46","11.6","39.6"
"cf_cfo","286.5","325.4","-70.5","205.5","503.7","537.1","452.2","455.4"
"cfi_ppe_net","-62.1","-58.2","-69.8","-123","-76.59999999999999","-217.9","-199.4","-211.2"
"cfi_acquisitions_net","-151.8","","-6078","-20.6","-844.8","-0.5","",""
"cfi_investment_net","","","","","22.3","6","5","1.9"
"cfi_intangibles_net","-53.7","-53.1","-57.4","-115.2","-170.7","-205.3","-194.7","-206.5"
"cfi_other","61","46","48.5","125","-8.9000000000001","207.2","197.3","208.7"
"cf_cfi","-206.6","-65.3","-6156.7","-133.8","-1078.7","-210.5","-191.8","-207.1"
"cff_common_stock_net","","","3176.8","2248.2","","","",""
"cff_pfd_net","","","","-1067.9","","","",""
"cff_debt_net","58.8","-543.1","3367.3","-662","441.9","-176.3","-58","-79.5"
"cff_dividend_paid","-74.2","-58.1","-96.09999999999999","-64.09999999999999","","-42.9","-86.09999999999999","-86.59999999999999"
"cff_other","-3.4","-8.5","-126.3","-265.6","-41.8","-61.9","-138.3","-69.8"
"cf_cff","-18.8","-609.7","6321.7","188.6","400.1","-281.1","-282.4","-235.9"
"ebitda","496.8","543","317.7","630.7","786.6","757.6","740.3","746.8"
"capex","-62.1","-58.2","-69.8","-123","-76.59999999999999","-217.9","-199.4","-211.2"
"fcf","224.4","267.2","-140.3","82.5","427.1","319.2","252.8","244.2"
"book_value","","-689.9","1577.7","3583.9","3745.3","3508.4","3431.6","3369.1"
"tangible_book_value","","-1878.6","-6893.6","-4525.8","-5129.9","-4874.8","-4596.4","-4532.2"
"roa","","0.32","-0.1","-0.01","-0.01","","-0.01",""
"roe","","-0.84","-0.58","-0.04","-0.02","","-0.01","-0.01"
"roic","","1.25","-0.16","-0.02","-0.01","","-0.01","-0.01"
"roce","","1.09","-0.04","0.01","0.02","0.02","0.02","0.02"
"rotce","","-2.58","0.47","-3.17","0.75","2.08","2.62","2.01"
"gross_margin","1","1","0.68","0.68","0.6899999999999999","0.68","0.64","0.63"
"ebitda_margin","0.29","0.32","0.22","0.36","0.36","0.34","0.32","0.32"
"operating_margin","0.24","0.26","-0.12","0.05","0.08","0.08","0.07000000000000001","0.07000000000000001"
"pretax_margin","0.19","0.22","-0.47","-0.13","-0.02","-0.01","-0.04","-0.04"
"net_income_margin","0.08","0.17","-0.39","-0.07000000000000001","-0.03","","-0.02","-0.02"
"fcf_margin","0.13","0.16","-0.1","0.05","0.2","0.14","0.11","0.1"
"assets_to_equity","","-2.64","3.49","2.57","2.67","2.7","2.66","2.67"
"equity_to_assets","","-0.38","0.29","0.39","0.37","0.37","0.38","0.38"
"debt_to_equity","","-1.65","1.52","0.93","1.02","1.03","1.04","1.06"
"debt_to_assets","","0.62","0.44","0.36","0.38","0.38","0.39","0.4"
"revenue_per_share","4.24","4.17","3.5","4.74","5.05","5.18","5.38","5.42"
"ebitda_per_share","1.21","1.32","0.77","1.72","1.83","1.77","1.72","1.73"
"operating_income_per_share","1.01","1.1","-0.41","0.25","0.4","0.4","0.36","0.37"
"pretax_income_per_share","0.78","0.91","-1.64","-0.62","-0.11","-0.06","-0.19","-0.24"
"fcf_per_share","0.55","0.65","-0.34","0.22","1","0.74","0.59","0.57"
