"Company: ","EPAM Systems Inc (EPAM:US)","","","","","","","","","","","","","","",""
"Exchange: ","NYSE","","","","","","","","","","","","","","",""
"Last Close Price: ","181.91","","","","","","","","","","","","","","",""
"Industry: ","IT Services","","","","","","","","","","","","","","",""
"Currency: ","USD","","","","","","","","","","","","","","",""
"Country: ","US","","","","","","","","","","","","","","",""
"Market Cap.: ","10614","","","","","","","","","","","","","","",""
"Enterprise Value: ","8594","","","","","","","","","","","","","","",""
"period_end_date","2009-12","2010-12","2011-12","2012-12","2013-12","2014-12","2015-12","2016-12","2017-12","2018-12","2019-12","2020-12","2021-12","2022-12","2023-12","TTM"
"revenue","149.939","221.824","334.528","433.799","555.117","730.027","914.128","1160.132","1450.448","1842.912","2293.798","2659.478","3758.144","4824.698","4690.54","4645.064"
"cogs","88.027","132.528","205.336","270.361","347.65","456.53","566.913","737.186","921.352","1186.921","1488.198","1732.522","2483.697","3286.683","3256.514","3234.947"
"gross_profit","61.912","89.29600000000001","129.192","163.438","207.467","273.497","347.215","422.946","529.096","655.991","805.6","926.956","1274.447","1538.015","1434.026","1410.117"
"sga","39.248","47.635","64.93000000000001","85.86799999999999","116.497","163.666","222.759","265.863","327.588","373.587","457.433","484.758","648.736","872.777","815.0650000000001","801.631"
"rnd","","","","","","","","","","","","","","","",""
"special_charges","","","","","","","","","","","","","","","",""
"other_opex","6.682","8.871","7.557","11.564","14.477","21.407","18.489","23.387","28.562","36.64","45.317","62.874","83.395","92.27200000000001","91.8","91.164"
"total_opex","45.93","56.506","72.48699999999999","97.432","130.974","185.073","241.248","289.25","356.15","410.227","502.75","547.6319999999999","732.131","965.049","906.865","892.795"
"operating_income","15.982","32.79","56.705","66.006","76.49299999999999","88.42400000000001","105.967","133.696","172.946","245.764","302.85","379.324","542.316","572.966","527.1609999999999","517.322"
"net_interest_income_normal","0.042","0.486","1.422","1.941","3.077","4.769","4.731","4.848","4.601","3.522","8.725","3.822","-1.727","10.025","51.124","54.645"
"other_nonoperating_income","-1.617","-2.181","-5.335","-2.084","-2.8","-6.24","-4.628","-12.078","-3.242","0.487","-12.049","-4.667","-7.197","-75.733","-41.7","-39.011"
"pretax_income","14.407","31.095","52.792","65.863","76.77","86.953","106.07","126.466","174.305","249.773","299.526","378.479","533.3920000000001","507.258","536.585","532.956"
"income_tax","-0.879","-2.787","-8.439","-11.379","-14.776","-17.312","-21.614","-27.2","-101.545","-9.516999999999999","-38.469","-51.319","-51.74","-87.842","-119.502","-101.922"
"net_income_continuing","13.528","28.308","44.353","54.484","61.994","69.64100000000001","84.456","99.26600000000001","72.76000000000001","240.256","261.057","327.16","481.652","419.416","417.083","431.034"
"net_income_discontinued","","","","","","","","","","","","","","","",""
"income_allocated_to_minority_interest","","","","","","","","","","","","","","","",""
"other_income_statement_items","","","","","","","1.4210854715202E-14","1.4210854715202E-14","","","","5.6843418860808E-14","-5.6843418860808E-14","","",""
"net_income","13.528","28.308","44.353","54.484","61.994","69.64100000000001","84.456","99.26600000000001","72.76000000000001","240.256","261.057","327.16","481.652","419.416","417.083","431.034"
"preferred_dividends","","","","","","","","","","","","","","","",""
"net_income_available_to_shareholders","13.528","28.308","44.353","54.484","61.994","69.64100000000001","84.456","99.26600000000001","72.76000000000001","240.256","261.057","327.16","481.652","419.416","417.083","431.034"
"eps_basic","0.23","0.84","0.29","1.27","1.35","1.48","1.73","1.97","1.4","4.48","4.77","5.87","8.52","7.32","7.21","7.45"
"eps_diluted","0.22","0.75","0.29","1.17","1.28","1.4","1.62","1.87","1.32","4.24","4.53","5.6","8.15","7.09","7.06","7.31"
"shares_basic","16.719","17.094","41.126","40.19","45.754","47.189","48.721","50.309","52.077","53.623","54.719","55.727","56.511","57.291","57.829","57.829"
