"debt_to_equity","","","","4.66","3.28","8.6","8.029999999999999","7.95","7.33","-4.77","-8.17","6.57","4.97","3.66","5.71","9.199999999999999"
"debt_to_assets","","","","0.58","0.5","0.54","0.6","0.5600000000000001","0.53","0.68","0.75","0.57","0.52","0.46","0.44","0.5"
"revenue_per_share","8.75","9.619999999999999","10.73","11.66","11.71","12.4","13.96","15.72","17.6","21.19","22.42","27.38","31.62","32.65","30.64","30.69"
"ebitda_per_share","3.57","3.82","3.42","4.6","4.3","2.83","5.21","6.58","7.09","5.54","10.37","11.48","15.51","15.34","12.54","12.54"
"operating_income_per_share","3.14","3.1","2.64","3.87","3.74","2.34","4.7","5.85","6.16","4.4","9.01","7.61","10.72","10.58","7.63","7.66"
"pretax_income_per_share","3.66","2.98","2.26","3.63","3.32","1.47","4.06","4.83","4.82","3.36","5.68","2.03","7.31","7.58","3.53","4.25"
"fcf_per_share","3.11","2.79","3.63","3.81","3.6","1.82","4.28","4.02","5.88","8.27","8.609999999999999","10.04","12.37","13.64","12.44","12.35"
"book_value_per_share","","9.66","7.34","2.13","2.8","1.08","2.41","2.84","3.18","-5.46","-5.51","7.83","8.69","9.720000000000001","5.86","4.54"
"tangible_book_per_share","","3.58","1.8","-3.23","-2.29","-3.5","-17.67","-24.33","-23.86","-29.33","-28.59","-61.51","-52.28","-46.29","-43.71","-49.41"
"payout_ratio","","","","","0.63","1.51","0.65","0.63","0.78","0.98","0.8100000000000001","1.74","0.8100000000000001","0.85","2.18","1.78"
"revenue_growth","","0.1","0.12","0.05","0.02","0.06","0.15","0.12","0.1","0.16","0.02","0.38","0.23","0.03","-0.06",""
"gross_profit_growth","","0.12","0.13","0.08","0.02","0.09","0.18","0.08","0.07000000000000001","0.18","0.03","0.18","0.27","0.05","-0.17",""
"ebitda_growth","","0.07000000000000001","-0.1","0.3","-0.05","-0.34","0.87","0.26","0.06","-0.25","0.79","0.25","0.44","-0.01","-0.19",""
"operating_income_growth","","-0.01","-0.15","0.42","-0.02","-0.37","1.04","0.24","0.03","-0.31","0.96","-0.05","0.5","-0.01","-0.28",""
"pretax_income_growth","","-0.19","-0.24","0.5600000000000001","-0.07000000000000001","-0.5600000000000001","1.8","0.19","-0.02","-0.33","0.62","-0.6","2.82","0.04","-0.54",""
"net_income_growth","","-0.1","-0.18","0.54","-0.22","-0.57","1.9","0.16","-0.11","0.07000000000000001","0.39","-0.41","1.5","0.03","-0.59",""
"eps_diluted_growth","","-0.1","-0.18","0.59","-0.24","-0.57","1.85","0.16","-0.09","0.11","0.44","-0.48","1.37","0.03","-0.59",""
"shares_diluted_growth","","","","-0.03","0.02","","0.02","","-0.02","-0.04","-0.04","0.13","0.06","","",""
"cash_and_equiv_growth","","","1.8","217.56","0.63","-0.13","0.01","-0.39","0.82","-0.22","4.48","-0.79","0.15","-0.06","0.39",""
"ppe_growth","","","-0.09","0.05","0.02","0.08","0.03","0.02","0.08","0.03","0.03","0.77","-0.03","-0.03","0.01",""
"total_assets_growth","","","-0.08","0.38","0.08","-0.06","0.93","0.25","0.07000000000000001","-0.16","0.5","0.6899999999999999","-0.03","-0.05","-0.03",""
"total_equity_growth","","","-0.24","-0.72","0.34","-0.61","1.26","0.18","0.1","-2.66","0.03","2.6","0.18","0.12","-0.4",""
"cfo_growth","","-0.07000000000000001","0.26","0.02","-0.01","-0.43","1.12","-0.07000000000000001","0.41","0.35","-0.01","0.32","0.3","0.1","-0.08",""
"capex_growth","","-0.43","0.21","0.06","-0.47","-0.25","0.13","0.1","-0.1","-0.21","0.13","-0.45","0.01","0.12","-0.12",""
"fcf_growth","","-0.1","0.3","0.02","-0.04","-0.49","1.38","-0.06","0.44","0.36","","0.31","0.31","0.1","-0.09",""
"shares_eop","1625","1625","1625","1580","1587.36","1591.39","1609.89","1592.51","1592.13","1478.82","1478.91","1765.13","1768.34","1769.18","1765.94","1765.87"
"dividends","","","","","1.6","1.66","2.02","2.28","2.56","3.59","4.28","4.72","5.2","5.64","5.92","5.99"
"price_to_earnings","","","","10.23","20.31","58.7","18.54","16.75","29","23.97","16.61","40.97","20.74","24.16","56.28","53.65"
"price_to_book","","","","16.05","18.66","59.78","24.17","21.51","30.21","-16.14","-16.02","14.44","15.51","16.54","26.32","39.96"
"price_to_sales","","","","2.94","4.46","5.22","4.17","3.89","5.46","4.16","3.94","4.13","4.26","4.93","5.04","5.91"
"price_to_tangible_book","","","","-10.6","-22.81","-18.49","-3.3","-2.51","-4.03","-3.01","-3.09","-1.84","-2.58","-3.47","-3.53","-3.67"
"price_to_fcf","","","","8.98","14.51","35.46","13.62","15.2","16.33","10.66","10.25","11.26","10.89","11.79","12.4","14.69"
"market_cap","","","","53972.8","83828.4816","104140.5616","95369.8836","99722.9762","153974.8923","136332.4158","130942.6914","189133.6795","239433.236","285917.1798","273667.7218","321537.612"
"period_end_price","","","","34.16","52.81","65.44","59.24","62.62","96.70999999999999","92.19","88.54000000000001","107.15","135.4","161.61","154.97","154.97"
