"Company: ","Kinder Morgan Inc (KMI:US)","","","","","","","","","","","","","","","",""
"Exchange: ","NYSE","","","","","","","","","","","","","","","",""
"Last Close Price: ","20.1","","","","","","","","","","","","","","","",""
"Industry: ","Oil, Gas & Consumable Fuels","","","","","","","","","","","","","","","",""
"Currency: ","USD","","","","","","","","","","","","","","","",""
"Country: ","US","","","","","","","","","","","","","","","",""
"Market Cap.: ","44631","","","","","","","","","","","","","","","",""
"Enterprise Value: ","74683","","","","","","","","","","","","","","","",""
"period_end_date","2008-12","2009-12","2010-12","2011-12","2012-12","2013-12","2014-12","2015-12","2016-12","2017-12","2018-12","2019-12","2020-12","2021-12","2022-12","2023-12","TTM"
"revenue","12094.8","7185.2","7852","7943","9973","14070","16226","14403","13058","13705","14144","13209","11700","16610","19200","15334","15288"
"cogs","9062","4228.4","4561","4346","4476","7059","8318","6368","5638","6606","6718","5674","4709","8628","11441","7188","7102"
"gross_profit","3032.8","2956.8","3291","3597","5497","7011","7908","8035","7420","7099","7426","7535","6991","7982","7759","8146","8186"
"sga","352.5","373","631","515","929","613","610","690","703","688","601","590","648","655","637","668","677"
"rnd","","","","","","","","","","","","","","","","",""
"special_charges","","","","","","","","","","","","","","","","",""
"other_opex","1119.1","1176.6","1533","1659","1975","2506","2576","2829","2792","2869","2864","3014","2851","2787","3089","3228","3262"
"total_opex","1471.6","1549.6","2164","2174","2904","3119","3186","3519","3495","3557","3465","3604","3499","3442","3726","3896","3939"
"operating_income","1561.2","1407.2","1127","1423","2593","3892","4722","4516","3925","3542","3961","3931","3492","4540","4033","4250","4247"
"net_interest_income_normal","-628.3","-573.4","-647","-682","-1399","-1675","-1798","-2051","-1806","-1832","-1917","-1801","-1595","-1492","-1513","-1797","-1824"
"other_nonoperating_income","-3830.9","265.6","-250","69","149","1221","167","-1693","-481","451","462","1035","-1236","-829","815","748","861"
"pretax_income","-2898","1099.4","230","810","1343","3438","3091","772","1638","2161","2506","3165","661","2219","3335","3201","3284"
"income_tax","-304.3","-326.6","-166","-361","-139","-742","-648","-564","-917","-1938","-587","-926","-481","-369","-710","-715","-728"
"net_income_continuing","-3202.3","772.8","64","449","1204","2696","2443","208","721","223","1919","2239","180","1850","2625","2486","2556"
"net_income_discontinued","-0.9","0.3","236","211","-777","-4","","","","","","","","","","",""
"income_allocated_to_minority_interest","-396.1","-278.1","-341","-66","-112","-1499","-1417","45","-13","-40","-310","-49","-61","-66","-77","-95","-98"
"other_income_statement_items","","","","","","","","","","","","","","","","",""
"net_income","-3599.3","495","-41","594","315","1193","1026","253","708","183","1609","2190","119","1784","2548","2391","2458"
"preferred_dividends","","","","","","","","26","156","156","128","","","","","",""
"net_income_available_to_shareholders","-3599.3","495","-41","594","315","1193","1026","227","552","27","1481","2190","119","1784","2548","2391","2458"
"eps_basic","-18.41","2.53","-0.21","0.74","0.35","1.15","0.89","0.1","0.25","0.01","0.66","0.96","0.05","0.78","1.12","1.06","1.1"
"eps_diluted","-18.41","2.53","-0.21","0.74","0.35","1.15","0.89","0.1","0.25","0.01","0.66","0.96","0.05","0.78","1.12","1.06","1.1"
"shares_basic","195.467","195.467","195.467","707","907","1036","1137","2187","2230","2230","2216","2264","2263","2266","2258","2234","2234"
"shares_diluted","195.467","195.467","195.467","708","908","1036","1137","2193","2230","2230","2216","2264","2263","2266","2258","2234","2234"
"cash_and_equiv","","165.6","502.4","411","714","598","315","229","684","264","3280","185","1184","1140","745","83","83"
"st_investments","","","","","","","","","","","","925","","","","",""
"receivables","","916.3","971.4","914","1333","1721","1641","1355","1550","1613","1498","1379","1293","1611","1840","1588","1588"
"inventories","","115.4","94.2","172","374","430","459","407","357","424","385","371","348","562","634","525","525"
"other_current_assets","","183","218.9","166","1253","1119","1337","833","638","414","559","378","378","516","584","346","346"
"total_current_assets","","1380.3","1786.9","1663","3674","3868","3752","2824","3229","2715","5722","3238","3203","3829","3803","2542","2542"
"equity_and_other_investments","","3695.6","4291.1","3744","5804","5951","6036","6040","7027","7298","7481","7759","7917","7578","7653","7874","7874"
"ppe_gross","","18806.3","20024.6","21838","36274","42604","46933","51398","51011","54330","53256","53369","53654","54445","56011","59372","59372"
"accumulated_depreciation","","-2002.8","-2953.9","-3912","-5278","-6757","-8369","-10851","-12306","-14175","-15359","-16950","-17818","-18792","-20412","-22075","-22075"
"ppe_net","","16803.5","17070.7","17926","30996","35847","38564","40547","38705","40155","37897","36419","35836","35653","35599","37297","37297"
"intangible_assets","","259.8","339.2","1185","1171","2438","2302","3551","3318","3099","2880","2676","2453","1678","1809","1957","1957"
"goodwill","","4744.3","4830.9","5074","23632","24504","24654","23790","22152","22162","21965","21451","19851","19914","19965","20121","20121"
"other_lt_assets","","697.5","589.3","1125","2968","2577","7741","7352","5874","3626","2921","2614","2713","1764","1249","1229","1229"
"total_assets","","27581","28908.1","30717","68245","75185","83049","84104","80305","79055","78866","74157","71973","70416","70078","71020","71020"
"accounts_payable","","620.8","647.5","728","1248","1676","1588","1192","1257","1340","1337","914","837","1259","1444","1366","1366"
"tax_payable","","58.3","44.7","","","","","","","256","483","364","267","270","264","272","272"
"current_accrued_liabilities","","486.7","526.1","758","1579","2093","2057","2052","1971","1757","579","637","832","504","515","513","513"
"st_debt","","768.7","2047.6","2922","2401","2306","2717","821","2696","2703","3388","2477","2558","2646","3385","4049","4049"
"current_deferred_revenue","","76.09999999999999","96.7","","","","","","","","","","","","","",""
"current_deferred_tax_liability","","","","","","","","","","","","","","","","",""
"other_current_liabilities","","308.6","281.5","121","","","","","","125","1770","708","580","1142","1322","1021","1021"
"total_current_liabilities","","2319.2","3644.1","4529","5228","6075","6362","4065","5924","6181","7557","5100","5074","5821","6930","7221","7221"
"lt_debt","","13240.7","13812.9","14356","32000","33887","40097","42406","37354","35015","33936","31915","32131","30674","28403","28067","28067"
"noncurrent_capital_leases","","","","","","","","","","","","","","","","",""
"pension_liabilities","","","","","","","","","","","","","","","","",""
"noncurrent_deferred_revenue","","2035.9","2092.7","2199","4071","4651","","","","","","","","","623","1388","1388"
"other_lt_liabilities","","1140.1","819.4","1065","2846","2287","2164","2230","2225","2735","2176","2253","2202","2000","2008","2615","2615"
"total_liabilities","","18735.9","20369.1","22149","44145","46900","48623","48701","45503","43931","43669","39268","39407","38495","37964","39291","39291"
"common_stock","","4338","","8","10","10","21","22","22","22","23","23","23","23","22","22","22"
"preferred_stock","","","","","","","","","","","","","","","","",""
"retained_earnings","","","","-3","-943","-1372","-2106","-6103","-6669","-7754","-7716","-7693","-9936","-10595","-10551","-10689","-10689"
"aoci","","-167.9","-136.5","-115","-118","-24","-17","-461","-661","-541","-330","-333","-407","-411","-402","-217","-217"
"apic","","","","3431","14917","14479","36178","41661","41739","41909","41701","41745","41756","41806","41673","41190","41190"
"treasury_stock","","","","","","","","","","","","","","","","",""
"other_equity","","0.39999999999964","3575.6","","","","","","","","","","","","","",""
"minority_interest_liability","","4674.6","5099.9","5247","10234","15192","350","284","371","1488","1519","1147","1130","1098","1372","1423","1423"
"total_equity","","8845.1","8539","8568","24100","28285","34426","35403","34802","35124","35197","34889","32566","31921","32114","31729","31729"
"total_liabilities_and_equity","","27581","28908.1","30717","68245","75185","83049","84104","80305","79055","78866","74157","71973","70416","70078","71020","71020"
"cfo_net_income","-3202.3","772.8","300","660","427","2692","2443","208","721","223","1919","2239","180","1850","2625","2486","2556"
"cfo_da","918.4","1070.2","1079","1092","1426","1806","2040","2309","2209","2261","2297","2411","2164","2135","2186","2250","2272"
"cfo_receivables","","47.6","18","8","-231","-131","-279","577","-255","-71","92","98","88","-265","-220","301","-76"
"cfo_inventory","","-20","19","-36","-92","-53","-30","34","49","-90","15","4","16","-202","-183","188","83"
"cfo_prepaid_expenses","","","","","","","","","","","","","","","","",""
"cfo_other_working_capital","","-480.5","-34","3","8","-118","151","-125","87","159","292","-329","-195","426","166","-164","35"
"cfo_change_in_working_capital","","-452.9","3","-25","-315","-302","-158","486","-119","-2","399","-227","-91","-41","-237","325","42"
"cfo_deferred_tax","","60.6","-8","84","47","640","615","692","1087","2073","405","717","345","355","692","710","718"
"cfo_stock_comp","","","","","87","","","","","","","","","","","",""
"cfo_other_noncash_items","2283.9","136.8","539","555","1136","-714","-473","1618","860","46","23","-392","1952","1409","-299","720","759"
"cf_cfo","","1587.5","1913","2366","2808","4122","4467","5313","4758","4601","5043","4748","4550","5708","4967","6491","6347"
"cfi_ppe_net","","-1276.4","-957","-1177","-1868","-3282","-3612","-3857","-2552","-3070","84","-2188","-638","-875","-1615","-28","-2457"
"cfi_acquisitions_net","","","","","-3179","","","","1401","","2998","1499","","-1547","-487","-1842",""
"cfi_investment_net","","-1908.2","-1000.5","-134.6","-192","-217","-389","-96","-408","-684","-309","-1299","-386","-38","-229","-212","-185"
"cfi_intangibles_net","","","","","","","","","","","","","","","","",""
"cfi_other","","-292.9","-330.5","-1080.4","142","377","-1209","-1753","-66","351","-2841","274","113","155","156","-2093","-1597"
"cf_cfi","","-3477.5","-2288","-2392","-5097","-3122","-5210","-5706","-1625","-3403","-68","-1714","-911","-2305","-2175","-4175","-4239"
"cff_common_stock_net","","","","","","","","3870","","-250","-273","-2","-50","","-368","-522","-416"
"cff_pfd_net","","","","","","","","1541","","","","","","","","",""
"cff_debt_net","","2192","1532","779","3393","1188","6772","-800","-1431","-2196","160","-3188","-108","-872","-677","234","745"
"cff_dividend_paid","","-650","-700","-770","-1184","-1622","-1760","-4224","-1272","-1276","-1774","-2174","-2441","-2525","-2504","-2529","-2533"
"cff_other","","389","-122","-66","375","-661","-4541","-70","66","2041","63","-821","-39","-68","404","-197","-199"
"cf_cff","","1931","710","-57","2584","-1095","471","317","-2637","-1681","-1824","-6185","-2638","-3465","-3145","-3014","-2403"
"ebitda","2479.6","2477.4","2206","2515","4019","5698","6762","6825","6134","5803","6258","6342","5656","6675","6219","6500","6519"
"capex","","-1276.4","-957","-1177","-1868","-3282","-3612","-3857","-2552","-3070","84","-2188","-638","-875","-1615","-28","-2457"
"fcf","","311.1","956","1189","940","840","855","1456","2206","1531","5127","2560","3912","4833","3352","6463","3890"
"book_value","","8845.1","8539","8568","24100","28285","34426","35403","34802","35124","35197","34889","32566","31921","32114","31729","31743"
"tangible_book_value","","3841","3368.9","2309","-703","1343","7470","8062","9332","9863","10352","10762","10262","10329","10340","9651","9742"
"roa","","0.04","","0.02","0.01","0.02","0.01","","0.01","","0.02","0.03","","0.03","0.04","0.03","0.04"
"roe","","0.11","","0.07000000000000001","0.02","0.05","0.03","0.01","0.02","0.01","0.05","0.06","","0.06","0.08","0.07000000000000001","0.08"
"roic","","0.04","","0.02","0.01","0.02","0.01","","0.01","","0.02","0.03","","0.03","0.04","0.04","0.04"
"roce","","0.11","0.04","0.05","0.05","0.06","0.06","0.06","0.05","0.05","0.05","0.05","0.05","0.07000000000000001","0.06","0.06","0.06"
"rotce","","0.13","0.05","0.06","0.08","0.09","0.1","0.09","0.07000000000000001","0.07000000000000001","0.08","0.08","0.07000000000000001","0.1","0.09","0.09","0.09"
"gross_margin","0.25","0.41","0.42","0.45","0.55","0.5","0.49","0.5600000000000001","0.57","0.52","0.53","0.57","0.6","0.48","0.4","0.53","0.54"
"ebitda_margin","0.21","0.34","0.28","0.32","0.4","0.4","0.42","0.47","0.47","0.42","0.44","0.48","0.48","0.4","0.32","0.42","0.43"
"operating_margin","0.13","0.2","0.14","0.18","0.26","0.28","0.29","0.31","0.3","0.26","0.28","0.3","0.3","0.27","0.21","0.28","0.28"
"pretax_margin","-0.24","0.15","0.03","0.1","0.13","0.24","0.19","0.05","0.13","0.16","0.18","0.24","0.06","0.13","0.17","0.21","0.21"
"net_income_margin","-0.3","0.07000000000000001","-0.01","0.07000000000000001","0.03","0.08","0.06","0.02","0.05","0.01","0.11","0.17","0.01","0.11","0.13","0.16","0.16"
"fcf_margin","","0.04","0.12","0.15","0.09","0.06","0.05","0.1","0.17","0.11","0.36","0.19","0.33","0.29","0.17","0.42","0.25"
"assets_to_equity","","3.12","3.39","3.59","2.83","2.66","2.41","2.38","2.31","2.25","2.24","2.13","2.21","2.21","2.18","2.24","2.23"
"equity_to_assets","","0.32","0.3","0.28","0.35","0.38","0.41","0.42","0.43","0.44","0.45","0.47","0.45","0.45","0.46","0.45","0.45"
"debt_to_equity","","1.58","1.86","2.02","1.43","1.28","1.24","1.22","1.15","1.07","1.06","0.99","1.07","1.04","0.99","1.01","1.01"
"debt_to_assets","","0.51","0.55","0.5600000000000001","0.5","0.48","0.52","0.51","0.5","0.48","0.47","0.46","0.48","0.47","0.45","0.45","0.45"
"revenue_per_share","61.88","36.76","40.17","11.22","10.98","13.58","14.27","6.57","5.86","6.15","6.38","5.83","5.17","7.33","8.5","6.86","6.86"
"ebitda_per_share","12.69","12.67","11.29","3.55","4.43","5.5","5.95","3.11","2.75","2.6","2.82","2.8","2.5","2.95","2.75","2.91","2.93"
