"Company: ","Alphabet Inc Class C (GOOG:US)","","","","","","","","","","","","","","","","","","","","","","",""
"Exchange: ","NASDAQ","","","","","","","","","","","","","","","","","","","","","","",""
"Last Close Price: ","185.58","","","","","","","","","","","","","","","","","","","","","","",""
"Industry: ","Interactive Media & Services","","","","","","","","","","","","","","","","","","","","","","",""
"Currency: ","USD","","","","","","","","","","","","","","","","","","","","","","",""
"Country: ","US","","","","","","","","","","","","","","","","","","","","","","",""
"Market Cap.: ","2223626","","","","","","","","","","","","","","","","","","","","","","",""
"Enterprise Value: ","2127409","","","","","","","","","","","","","","","","","","","","","","",""
"period_end_date","2001-12","2002-12","2003-12","2004-12","2005-12","2006-12","2007-12","2008-12","2009-12","2010-12","2011-12","2012-12","2013-12","2014-12","2015-12","2016-12","2017-12","2018-12","2019-12","2020-12","2021-12","2022-12","2023-12","TTM"
"revenue","86.426","439.508","1465.934","3189.223","6138.56","10604.917","16593.986","21796","23651","29321","37905","46039","55519","66001","74989","90272","110855","136819","161857","182527","257637","282836","307394","318146"
"cogs","14.228","131.51","625.854","1457.653","2577.088","4225.027","6649.085","8622","8844","10417","13188","17176","21993","25691","28164","35138","45583","59549","71896","84732","110939","126203","133332","136432"
"gross_profit","72.19799999999999","307.998","840.08","1731.57","3561.472","6379.89","9944.901","13174","14807","18904","24717","28863","33526","40310","46825","55134","65272","77270","89961","97795","146698","156633","174062","181714"
"sga","","89.78400000000001","406.388","664.746","854.684","1601.305","2740.516","3749","3652","4761","7313","8946","10986","13982","15183","17470","19733","23256","28015","28998","36422","42291","44342","43502"
"rnd","16.5","31.748","91.22799999999999","225.632","599.51","1228.589","2119.985","2793","2843","3762","5162","6083","7137","9832","12282","13948","16625","21419","26018","27573","31562","39500","45427","45862"
"special_charges","","","","","","","","","","","","","","","","","","","","","","","",""
"other_opex","","","","","","","","","","","","","","","","","","","","","","","",""
"total_opex","16.5","121.532","497.616","890.378","1454.194","2829.894","4860.501","6542","6495","8523","12475","15029","18123","23814","27465","31418","36358","44675","54033","56571","67984","81791","89769","89364"
"operating_income","55.698","186.466","342.464","841.192","2107.278","3549.996","5084.4","6632","8312","10381","12242","13834","15403","16496","19360","23716","28914","32595","35928","41224","78714","74842","84293","92350"
"net_interest_income_normal","","-1.355","0.732","15.134","120.262","412.063","559.205","390","230","574","754","615","685","645","895","1096","1203","1764","2327","1730","1153","1817","3557","3807"
