"Company: ","Dropbox Inc (DBX:US)","","","","","","","","",""
"Exchange: ","NASDAQ","","","","","","","","",""
"Last Close Price: ","21.94","","","","","","","","",""
"Industry: ","Software","","","","","","","","",""
"Currency: ","USD","","","","","","","","",""
"Country: ","US","","","","","","","","",""
"Market Cap.: ","7008","","","","","","","","",""
"Enterprise Value: ","7211","","","","","","","","",""
"period_end_date","2015-12","2016-12","2017-12","2018-12","2019-12","2020-12","2021-12","2022-12","2023-12","TTM"
"revenue","603.8","844.8","1106.8","1391.7","1661.3","1913.9","2157.9","2324.9","2501.6","2521.8"
"cogs","407.4","390.6","368.9","394.7","411","414.6","444.2","444.2","478.5","467.5"
"gross_profit","196.4","454.2","737.9","997","1250.3","1499.3","1713.7","1880.7","2023.1","2054.3"
"sga","301","358","471.3","722.8","668.7","650.6","652.1","632.3","703.1","691"
"rnd","201.6","289.7","380.3","768.2","662.1","727.5","755.9","891.9","936.5","920.4"
"special_charges","","","","","","","","","",""
"other_opex","","","","","","","","","",""
"total_opex","502.6","647.7","851.6","1491","1330.8","1378.1","1408","1524.2","1639.6","1611.4"
"operating_income","-306.2","-193.5","-113.7","-494","-80.5","121.2","305.7","356.5","383.5","442.9"
"net_interest_income_normal","-15.2","-16.4","-11","7.1","12.5","1.7","-5.2","3.3","19.4","22.8"
"other_nonoperating_income","-4.2","4.9","13.2","6.8","16","-373.1","-1.2","-167.1","151.5","152.2"
"pretax_income","-325.6","-205","-111.5","-480.1","-52","-250.2","299.3","192.7","554.4","617.9"
"income_tax","-0.3","-5.2","-0.2","-4.8","-0.7","-6.1","36.5","360.5","-100.8","-101"
"net_income_continuing","-325.9","-210.2","-111.7","-484.9","-52.7","-256.3","335.8","553.2","453.6","516.9"
"net_income_discontinued","","","","","","","","","",""
"income_allocated_to_minority_interest","","","","","","","","","",""
"other_income_statement_items","5.6843418860808E-14","","","5.6843418860808E-14","","","","","5.6843418860808E-14","2.8421709430404E-14"
"net_income","-325.9","-210.2","-111.7","-484.9","-52.7","-256.3","335.8","553.2","453.6","516.9"
"preferred_dividends","","","","","","","","","",""
"net_income_available_to_shareholders","-325.9","-210.2","-111.7","-484.9","-52.7","-256.3","335.8","553.2","453.6","516.9"
"eps_basic","-0.91","-0.59","-0.28","-1.35","-0.13","-0.62","0.87","1.53","1.33","1.54"
"eps_diluted","-0.91","-0.59","-0.28","-1.35","-0.13","-0.62","0.85","1.52","1.31","1.51"
"shares_basic","358.6","358.6","393.023","358.6","411.6","414.3","388","361.2","341.2","341.2"
"shares_diluted","358.6","358.6","393.023","358.6","411.6","414.3","395.8","363.3","345.6","345.6"
"cash_and_equiv","","352.7","430","519.3","551.3","314.9","533","232.8","614.9","614.9"
"st_investments","","","","570","607.7","806.4","1185.1","1110.6","741.1","741.1"
"receivables","","13.2","29.3","28.6","36.7","43.4","49.6","53.8","68.7","68.7"
"inventories","","","","","","","","","",""
"other_current_assets","","47.5","58.8","92.3","47.5","62.8","82.09999999999999","92.59999999999999","91.90000000000001","91.90000000000001"
