"Company: ","CCC Intelligent Solutions Holdings Inc. Common Stock (CCCS:US)","","","","",""
"Exchange: ","NASDAQ","","","","",""
"Last Close Price: ","11.48","","","","",""
"Industry: ","Software","","","","",""
"Currency: ","USD","","","","",""
"Country: ","US","","","","",""
"Market Cap.: ","7128","","","","",""
"Enterprise Value: ","7703","","","","",""
"period_end_date","2019-12","2020-12","2021-12","2022-12","2023-12","TTM"
"revenue","616.0839999999999","633.063","688.288","782.448","866.378","888.6950000000001"
"cogs","225.649","208.717","195.655","213.939","230.219","232.462"
"gross_profit","390.435","424.346","492.633","568.509","636.159","656.2329999999999"
"sga","160.237","165.548","398.959","287.352","332.695","349.945"
"rnd","114.005","109.508","165.991","156.957","173.106","181.587"
"special_charges","","","","","",""
"other_opex","81.32899999999999","72.31","72.358","72.27800000000001","71.97199999999999","71.848"
"total_opex","355.571","347.366","637.308","516.587","577.773","603.38"
"operating_income","34.864","76.98","-144.675","51.922","58.386","52.853"
"net_interest_income_normal","-89.47499999999999","-77.003","-58.99","-38.082","-47.325","-50.736"
"other_nonoperating_income","-223.022","-21.532","-71.254","36.022","-95.608","-92.899"
"pretax_income","-277.633","-21.555","-274.919","49.862","-84.547","-90.782"
"income_tax","67.29300000000001","4.679","26","-11.456","-5.524","-2.07"
"net_income_continuing","-210.34","-16.876","-248.919","38.406","-90.071","-92.852"
"net_income_discontinued","","","","","",""
"income_allocated_to_minority_interest","","","","","-2.405","-3.547"
"other_income_statement_items","-2.8421709430404E-14","-3.5527136788005E-15","-2.8421709430404E-14","-7.105427357601E-15","","-1.1324274851177E-14"
"net_income","-210.34","-16.876","-248.919","38.406","-92.476","-96.399"
"preferred_dividends","","","","","",""
"net_income_available_to_shareholders","-210.34","-16.876","-248.919","38.406","-92.476","-96.399"
"eps_basic","-0.35","-0.03","-0.46","0.06","-0.15","-0.16"
"eps_diluted","-0.35","-0.03","-0.46","0.06","-0.15","-0.16"
"shares_basic","594.545","594.545","543.558","607.761","617.889","617.889"
"shares_diluted","594.545","594.545","543.558","642.842","617.889","617.889"
"cash_and_equiv","","162.118","182.544","323.788","195.572","195.572"
"st_investments","","","","","",""
"receivables","","85.239","87.432","103.058","104.163","104.163"
"inventories","","","","","",""
"other_current_assets","","34.408","52.929","52.224","50.264","50.264"
"total_current_assets","","281.765","322.905","479.07","349.999","349.999"
"equity_and_other_investments","","","10.228","10.228","10.228","10.228"
"ppe_gross","","161.007","254.694","278.351","315.874","315.874"
"accumulated_depreciation","","-59.569","-81.61499999999999","-99.03400000000001","-125.002","-125.002"
"ppe_net","","101.438","173.079","179.317","190.872","190.872"
"intangible_assets","","1311.921","1213.253","1118.818","1015.05","1015.05"
"goodwill","","1466.88","1466.88","1495.13","1417.72","1417.72"
"other_lt_assets","","33.551","51.181","68.358","67.17100000000001","67.17100000000001"
