"Company: ","MongoDB (MDB:US)","","","","","","","","",""
"Exchange: ","NASDAQ","","","","","","","","",""
"Last Close Price: ","226.61","","","","","","","","",""
"Industry: ","IT Services","","","","","","","","",""
"Currency: ","USD","","","","","","","","",""
"Country: ","US","","","","","","","","",""
"Market Cap.: ","16622","","","","","","","","",""
"Enterprise Value: ","15692","","","","","","","","",""
"period_end_date","2016-01","2017-01","2018-01","2019-01","2020-01","2021-01","2022-01","2023-01","2024-01","TTM"
"revenue","65.271","114.805","166.028","267.016","421.72","590.38","873.782","1284.04","1683.011","1765.292"
"cogs","20.861","29.867","42.859","73.568","125.356","177.076","259.492","349.304","424.485","449.733"
"gross_profit","44.41","84.938","123.169","193.448","296.364","413.304","614.29","934.736","1258.526","1315.559"
"sga","73.68300000000001","102.495","145.848","201.359","295.197","417.447","594.8339999999999","859.699","976.318","1033.747"
"rnd","43.465","51.772","62.202","89.854","149.033","205.161","308.82","421.692","515.9400000000001","545.183"
"special_charges","","","","","","","","","",""
"other_opex","","","","","","","","","",""
"total_opex","117.148","154.267","208.05","291.213","444.23","622.6079999999999","903.654","1281.391","1492.258","1578.93"
"operating_income","-72.738","-69.32899999999999","-84.881","-97.765","-147.866","-209.304","-289.364","-346.655","-233.732","-263.371"
"net_interest_income_normal","0.122","0.293","1.3","-3.127","-12.427","-51.538","-10.39","15.151","70.851","76.42100000000001"
"other_nonoperating_income","-0.428","-0.308","0.895","-1.437","-15.885","-1.851","-3.135","-1.75","-0.635","-2.819"
"pretax_income","-73.044","-69.34399999999999","-82.68600000000001","-102.329","-176.178","-262.693","-302.889","-333.254","-163.516","-189.769"
"income_tax","-0.442","-0.719","-1.287","3.318","0.656","-4.251","-3.977","-12.144","-13.084","-13.178"
"net_income_continuing","-73.486","-70.063","-83.973","-99.011","-175.522","-266.944","-306.866","-345.398","-176.6","-202.947"
"net_income_discontinued","","","","","","","","","",""
"income_allocated_to_minority_interest","","","","","","","","","",""
"other_income_statement_items","-1.4210854715202E-14","-1.4210854715202E-14","1.4210854715202E-14","","","-5.6843418860808E-14","","","","-3.5527136788005E-15"
