"Company: ","Liberty Media Corporation Series A Liberty SiriusXM Common Stock (LSXMA:US)","","","","","","","","","","","","","",""
"Exchange: ","NASDAQ","","","","","","","","","","","","","",""
"Last Close Price: ","20.93","","","","","","","","","","","","","",""
"Industry: ","Media","","","","","","","","","","","","","",""
"Currency: ","USD","","","","","","","","","","","","","",""
"Country: ","US","","","","","","","","","","","","","",""
"Market Cap.: ","6893","","","","","","","","","","","","","",""
"Enterprise Value: ","16805","","","","","","","","","","","","","",""
"period_end_date","2010-12","2011-12","2012-12","2013-12","2014-12","2015-12","2016-12","2017-12","2018-12","2019-12","2020-12","2021-12","2022-12","2023-12","TTM"
"revenue","2050","1409","368","4002","4141","4552","5014","5425","5771","7794","8040","8696","9003","8953","8971"
"cogs","1284","","-430","1825","2073","2356","2507","2601","2778","3854","3941","4293","4482","4568","4581"
"gross_profit","766","1409","798","2177","2068","2196","2507","2824","2993","3940","4099","4403","4521","4385","4390"
"sga","525","151","176","764","679","728","761","812","878","1495","1509","1598","1638","1534","1521"
"rnd","","","","","","","","","","","","","","",""
"special_charges","","","","","","","","","","","","","","",""
"other_opex","94","727","702","599","385","395","394","465","492","817","837","868","896","946","947"
"total_opex","619","878","878","1363","1064","1123","1155","1277","1370","2312","2346","2466","2534","2480","2468"
"operating_income","147","531","-80","814","1004","1073","1352","1547","1623","1628","1753","1937","1987","1905","1922"
"net_interest_income_normal","-65","-16","-7","-132","-234","-307","-342","-356","-388","-435","-469","-495","-511","-538","-531"
"other_nonoperating_income","344","243","1716","8174","5","-1","-12","2","10","-187","-1897","-493","493","-99","-103"
"pretax_income","426","758","1629","8856","775","765","998","1193","1245","1006","-613","949","1969","1268","1288"
"income_tax","571","-165","-469","135","-327","-322","-341","466","-241","-271","-106","-74","-467","-237","-236"
"net_income_continuing","997","593","1160","8991","448","443","657","1659","1004","735","-719","875","1502","1031","1052"
"net_income_discontinued","","239","252","","","","","","","","","","","",""
"income_allocated_to_minority_interest","3","4","2","-211","-217","-184","-244","-535","-328","-241","-28","-276","-210","-202","-207"
"other_income_statement_items","","","","","","","","","","","","","","",""
"net_income","1000","836","1414","8780","231","259","413","1124","676","494","-747","599","1292","829","845"
"preferred_dividends","","","","","","","","","","","","","","",""
"net_income_available_to_shareholders","1000","836","1414","8780","231","259","413","1124","676","494","-747","599","1292","829","845"
"eps_basic","2.92","1.78","4.14","25.67","0.68","0.76","0.89","3.35","1.98","1.5","-2.24","1.79","3.94","2.54","2.59"
"eps_diluted","2.79","1.69","3.94","24.46","0.64","0.72","0.88","3.31","1.95","1.48","-2.33","1.78","3.66","2.42","2.43"
"shares_basic","342","342","342","342","342","342","335","336","342","329","334","335","328","327","327"
"shares_diluted","359","359","359","359","359","359","337","340","346","333","336","337","345","343","343"
"cash_and_equiv","","2070","603","1088","681","112","287","615","91","493","996","598","362","306","306"
"st_investments","","299","","15","199","","","","","","","","","",""
