"Company: ","LYFT Inc (LYFT:US)","","","","","","","",""
"Exchange: ","NASDAQ","","","","","","","",""
"Last Close Price: ","13.47","","","","","","","",""
"Industry: ","Ground Transportation","","","","","","","",""
"Currency: ","USD","","","","","","","",""
"Country: ","US","","","","","","","",""
"Market Cap.: ","5479","","","","","","","",""
"Enterprise Value: ","4755","","","","","","","",""
"period_end_date","2016-12","2017-12","2018-12","2019-12","2020-12","2021-12","2022-12","2023-12","TTM"
"revenue","343.298","1059.881","2156.616","3615.96","2364.681","3208.323","4095.135","4403.589","4680.242"
"cogs","279.011","659.533","1243.4","2176.469","1447.516","1702.317","2435.736","2543.954","2750.324"
"gross_profit","64.28700000000001","400.348","913.216","1439.491","917.165","1506.006","1659.399","1859.635","1929.918"
"sga","594.306","788.461","1251.689","2000.215","1362.458","1327.044","1817.692","1352.084","1361.328"
"rnd","64.70399999999999","136.646","300.836","1505.64","909.126","911.946","856.777","555.9160000000001","459.035"
"special_charges","","","","","","","","",""
"other_opex","97.88","183.513","338.402","636.116","453.963","402.233","443.846","427.239","431.355"
"total_opex","756.89","1108.62","1890.927","4141.971","2725.547","2641.223","3118.315","2335.239","2251.718"
"operating_income","-692.603","-708.272","-977.711","-2702.48","-1808.382","-1135.217","-1458.916","-475.604","-321.8"
"net_interest_income_normal","6.964","20.243","","102.506","10.976","-42.561","27.407","119.505","122.351"
"other_nonoperating_income","3.246","0.284","67.114","0.089","0.015","126.859","-147.13","24.395","23.776"
"pretax_income","-682.393","-687.745","-910.597","-2599.885","-1797.391","-1050.919","-1578.639","-331.704","-175.673"
"income_tax","-0.401","-0.556","-0.738","-2.356","44.534","-11.225","-5.872","-8.616","-8.532999999999999"
"net_income_continuing","-682.794","-688.301","-911.335","-2602.241","-1752.857","-1062.144","-1584.511","-340.32","-184.206"
"net_income_discontinued","","","","","","","","",""
"income_allocated_to_minority_interest","","","","","","","","",""
"other_income_statement_items","","","","4.5474735088646E-13","","","","","-1.7763568394003E-15"
"net_income","-682.794","-688.301","-911.335","-2602.241","-1752.857","-1062.144","-1584.511","-340.32","-184.206"
"preferred_dividends","","","","","","","","",""
"net_income_available_to_shareholders","-682.794","-688.301","-911.335","-2602.241","-1752.857","-1062.144","-1584.511","-340.32","-184.206"
"eps_basic","-2.87","-2.89","-3.21","-11.44","-5.61","-3.17","-4.47","-0.88","-0.47"
"eps_diluted","-2.87","-2.89","-3.21","-11.44","-5.61","-3.17","-4.47","-0.88","-0.47"
"shares_basic","237.946","237.946","284.147","227.498","312.175","334.724","354.731","385.335","385.335"
"shares_diluted","237.946","237.946","284.147","227.498","312.175","334.724","354.731","385.335","385.335"
"cash_and_equiv","","1106.102","517.6900000000001","358.319","319.734","457.325","281.09","558.636","558.636"
"st_investments","","1284.642","1520.18","2491.805","1931.334","1796.533","1515.702","1126.548","1126.548"
"receivables","","","","","","","","",""
"inventories","","","","","","","","",""
"other_current_assets","","172.951","282.572","397.239","343.07","522.212","786.067","892.235","892.235"
"total_current_assets","","2563.695","2320.442","3247.363","2594.138","2776.07","2582.859","2577.419","2577.419"
"equity_and_other_investments","","","","","10","80.411","26.39","39.87","39.87"
"ppe_gross","","17.349","120.969","671.766","704.984","688.6079999999999","672.551","811.241","811.241"
"accumulated_depreciation","","-3.141","-11.712","-41.905","-115.931","-167.001","-223.936","-247.195","-247.195"
"ppe_net","","14.208","109.257","629.861","589.053","521.607","448.615","564.046","564.046"
"intangible_assets","","4.349","117.728","82.914","65.842","50.761","76.20999999999999","59.516","59.516"
"goodwill","","","152.09","158.73","182.69","180.52","261.58","257.79","257.79"
"other_lt_assets","","434.475","1060.526","1572.515","1237.241","1164.515","1160.777","1065.826","1065.826"
"total_assets","","3016.727","3760.043","5691.383","4678.964","4773.884","4556.431","4564.467","4564.467"
"accounts_payable","","66.874","32.343","38.839","84.108","129.542","107.801","72.282","72.282"
"tax_payable","","41.788","81.139","162.766","226.408","349.518","458.209","296.336","296.336"
"current_accrued_liabilities","","128.525","286.664","472.001","466.288","533.056","747.9690000000001","855.261","855.261"
"st_debt","","","","","35.76","56.264","36.287","25.798","25.798"
"current_deferred_revenue","","","","","","52.785","","",""
"current_deferred_tax_liability","","","","","","","","",""
"other_current_liabilities","","459.631","1048.673","1683.56","1212.616","1341.431","1736.494","1669.328","1669.328"
"total_current_liabilities","","696.818","1448.819","2451.365","2074.471","2516.361","3132.563","2961.561","2961.561"
"lt_debt","","","","","644.236","655.173","803.207","839.362","839.362"
"noncurrent_capital_leases","","","","382.077","265.803","210.232","176.356","134.102","134.102"
"pension_liabilities","","","","","","","","",""
"noncurrent_deferred_revenue","","","","","","","","",""
"other_lt_liabilities","","4299.347","5182.505","3.857","18.291","50.905","55.637","87.92400000000001","87.92400000000001"
"total_liabilities","","4996.165","6631.324","2837.299","3002.801","3432.671","4167.763","4022.949","4022.949"
"common_stock","","","","","","","","",""
"preferred_stock","","","","","","","","",""
"retained_earnings","","-2033.995","-2945.33","-5547.571","-7300.428","-8362.572","-9940.594999999999","-10280.915","-10280.915"
"aoci","","-1.011","0.133","2.725","-0.473","-2.511","-5.754","-4.949","-4.949"
"apic","","55.568","73.916","8398.927","8977.061","9706.293","10335.013","10827.378","10827.378"
"treasury_stock","","","","","","","","",""
"other_equity","","-2.2737367544323E-13","","0.0029999999997017","0.0030000000001564","0.0030000000008386","0.003999999999337","0.0040000000008149","0.0040000000008149"
"minority_interest_liability","","","","","","","","",""
"total_equity","","-1979.438","-2871.281","2854.084","1676.163","1341.213","388.668","541.518","541.518"
"total_liabilities_and_equity","","3016.727","3760.043","5691.383","4678.964","4773.884","4556.431","4564.467","4564.467"
"cfo_net_income","-682.794","-688.301","-911.335","-2602.241","-1752.857","-1062.144","-1584.511","-340.32","-184.206"
"cfo_da","0.527","2.611","18.752","108.429","157.353","139.347","154.798","116.513","121.691"
"cfo_receivables","","","","","","","","",""
"cfo_inventory","","","","","","","","",""
"cfo_prepaid_expenses","-38.205","-111.772","-75.64","-119.453","39.573","-207.046","-275.945","-86.922","-76.047"
"cfo_other_working_capital","226.509","398.984","701.116","911.274","-375.621","375.825","636.422","-191.378","-27.781"
"cfo_change_in_working_capital","188.304","287.212","625.476","791.821","-336.048","168.779","360.477","-278.3","-103.828"
"cfo_deferred_tax","","","","","-46.324","","","",""
"cfo_stock_comp","9.390000000000001","9.550000000000001","8.58","1599.31","565.8099999999999","724.5599999999999","750.77","484.53","384.25"
"cfo_other_noncash_items","-2.59","-4.598","-22.146","-3.021","33.167","-72.26300000000001","81.181","-80.667","-85.934"
"cf_cfo","-487.163","-393.526","-280.673","-105.702","-1378.899","-101.721","-237.285","-98.244","131.973"
"cfi_ppe_net","-8.819000000000001","-7.537","-68.66800000000001","-170.957","-62.745","-36.633","14.87","-57.225","-35.607"
"cfi_acquisitions_net","","","-257.591","-12.323","-12.342","122.691","-146.334","1.63","1.63"
"cfi_investment_net","-399.034","-979.403","-715.293","-1427.563","815.514","182.954","317.509","649.848","-63.232"
"cfi_intangibles_net","","-4.486","-2.2","","","","","",""
"cfi_other","5.6843418860808E-14","-2.2737367544323E-13","6.821210263297E-13","","-1.1368683772162E-13","-2.0000000000006","4.2632564145606E-13","5.500000000000099","5.500000000000099"
