"Company: ","Aptiv PLC (APTV:US)","","","","","","","","","","","","","","",""
"Exchange: ","NYSE","","","","","","","","","","","","","","",""
"Last Close Price: ","73.36","","","","","","","","","","","","","","",""
"Industry: ","Automobile Components","","","","","","","","","","","","","","",""
"Currency: ","USD","","","","","","","","","","","","","","",""
"Country: ","US","","","","","","","","","","","","","","",""
"Market Cap.: ","20701","","","","","","","","","","","","","","",""
"Enterprise Value: ","24481","","","","","","","","","","","","","","",""
"period_end_date","2009-12","2010-12","2011-12","2012-12","2013-12","2014-12","2015-12","2016-12","2017-12","2018-12","2019-12","2020-12","2021-12","2022-12","2023-12","TTM"
"revenue","","13817","16041","15519","15051","15499","10864","12274","12884","14435","14357","13066","15618","17489","20051","20134"
"cogs","","11768","13386","12861","12274","12471","8691","9527","10270","11706","11711","11126","13182","14854","16612","16577"
"gross_profit","","2049","2655","2658","2777","3028","2173","2747","2614","2729","2646","1940","2436","2635","3439","3557"
"sga","","815","901","927","916","1036","803","924","952","993","1076","976","1075","1138","1436","1460"
"rnd","","","","","","","","","","","","","","","",""
"special_charges","","","","","","","","","","","","","","","",""
"other_opex","","70","79","84","97","94","70","117","117","154","146","144","148","149","233","228"
"total_opex","","885","980","1011","1013","1130","873","1041","1069","1147","1222","1120","1223","1287","1669","1688"
"operating_income","","1164","1675","1647","1764","1898","1300","1706","1545","1582","1424","820","1213","1348","1770","1869"
"net_interest_income_normal","","-1","-92","-119","-129","-125","-119","-154","-133","-120","-164","-156","-141","-133","-174","-174"
"other_nonoperating_income","","-219","-77","-183","-169","-158","-184","-552","-157","-128","-134","1290","-162","-225","-259","-269"
"pretax_income","","944","1506","1345","1466","1615","997","1000","1255","1334","1126","1954","910","990","1337","1426"
"income_tax","","-258","-305","-212","-240","-255","-161","-167","-223","-250","-132","-49","-101","-121","1928","1886"
"net_income_continuing","","686","1201","1133","1226","1360","836","833","1032","1084","994","1905","809","869","3265","3312"
"net_income_discontinued","","","","","60","60","683","458","365","","","","","","",""
"income_allocated_to_minority_interest","","-72","-78","-83","-89","-89","-85","-69","-73","-40","-19","-18","-19","4","-28","-32"
"other_income_statement_items","","17","22","27","15","20","16","35","31","23","15","-83","-200","-279","-299","-286"
"net_income","","631","1145","1077","1212","1351","1450","1257","1355","1067","990","1804","590","594","2938","2994"
"preferred_dividends","","","","","","","","","","","","35","63","63","29","13"
"net_income_available_to_shareholders","","631","1145","1077","1212","1351","1450","1257","1355","1067","990","1769","527","531","2909","2981"
"eps_basic","","1.39","2.72","3.34","3.9","4.5","5.08","4.6","5.07","4.04","3.85","6.72","1.95","1.96","10.5","10.62"
"eps_diluted","","1.39","2.72","3.33","3.89","4.48","5.06","4.59","5.06","4.02","3.85","6.66","1.94","1.96","10.39","10.61"
"shares_basic","","452.58","421.26","322.94","310.82","300.27","285.2","273.02","267.16","264.41","256.81","263.43","270.46","270.9","276.92","276.92"
"shares_diluted","","452.58","421.26","323.29","311.8","301.89","286.64","273.7","268.03","265.22","257.39","270.7","271.22","271.18","282.88","282.88"
"cash_and_equiv","3107","3769","1363","1105","1389","859","535","737","1596","567","412","2821","3139","1531","1640","1640"
"st_investments","","","","","","","","","","","","","","","",""
"receivables","2213","2307","2745","2688","2941","2653","3017","2306","2785","2788","2829","3016","3032","3672","3870","3870"
"inventories","876","988","1054","1066","1093","1013","1181","859","1083","1277","1286","1297","2014","2340","2365","2365"
"other_current_assets","639","602","339","368","329","699","388","1517","177","145","792","331","251","241","372","372"
"total_current_assets","6835","7666","5501","5227","5752","5224","5121","5419","5641","4777","5319","7465","8436","7784","8247","8247"
"equity_and_other_investments","270","281","257","231","234","98","117","73","147","171","207","2124","1893","1807","1508","1508"
"ppe_gross","2083","2554","3122","4043","4806","4726","5321","3745","4602","5343","6330","6991","7396","8026","8941","8941"
"accumulated_depreciation","-123","-487","-807","-1183","-1590","-1705","-1944","-1420","-1798","-2164","-2608","-3310","-3719","-4080","-4616","-4616"
"ppe_net","1960","2067","2315","2860","3216","3021","3377","2325","2804","3179","3722","3681","3677","3946","4325","4325"
"intangible_assets","750","665","588","803","723","728","1383","1148","1219","1380","1186","1091","964","2585","2399","2399"
"goodwill","","","8","473","496","656","1539","1502","1944","2524","2407","2580","2511","5106","5151","5151"
"other_lt_assets","492","403","459","582","626","994","436","1825","414","449","618","581","526","656","2797","2797"
"total_assets","10307","11082","9128","10176","11047","10721","11973","12292","12169","12480","13459","17522","18007","21884","24427","24427"
"accounts_payable","1872","2236","2397","2278","2595","2278","2541","1820","2227","2334","2463","2571","2953","3150","3151","3151"
"tax_payable","248","220","257","261","280","259","222","149","233","187","180","177","157","188","175","175"
"current_accrued_liabilities","548","428","715","778","773","729","748","648","712","685","702","951","815","1032","1031","1031"
"st_debt","302","218","107","140","61","34","52","10","17","306","393","90","8","25","4","4"
"current_deferred_revenue","","","20","35","38","34","36","22","28","36","43","62","83","172","184","184"
"current_deferred_tax_liability","20","4","28","12","1","8","","","","","","","","","",""
"other_current_liabilities","436","613","188","155","146","547","328","1499","323","146","179","95","99","183","137","137"
"total_current_liabilities","3426","3719","3712","3659","3894","3889","3927","4148","3540","3694","4054","4046","4207","4865","4808","4808"
"lt_debt","","","1996","2324","2351","2392","3956","3953","4132","4038","3971","4011","4059","6448","6195","6195"
"noncurrent_capital_leases","","","","","","","","","","","329","300","304","373","462","462"
"pension_liabilities","811","677","791","941","968","1013","862","447","463","450","489","530","445","358","421","421"
"noncurrent_deferred_revenue","","","134","185","151","162","252","143","226","251","229","207","153","490","410","410"
"other_lt_liabilities","704","587","324","237","249","252","243","838","291","377","376","328","278","256","287","287"
"total_liabilities","4941","4983","6957","7346","7613","7708","9240","9529","8652","8810","9448","9422","9446","12790","12583","12583"
"common_stock","4914","5550","3","3","3","3","3","3","3","3","3","3","3","3","3","3"
"preferred_stock","","","","","","","","","","","","","","","",""
"retained_earnings","","","110","856","1446","1548","1627","1980","2118","2511","2890","4550","5077","5608","8162","8162"
"aoci","24","91","-183","-237","-237","-741","-1033","-1215","-471","-694","-719","-545","-672","-791","-645","-645"
"apic","","","1758","1723","1699","1700","1653","1633","1649","1639","1645","3897","3939","3989","4028","4028"
"treasury_stock","","","","","","","","","","","","","","","",""
