"Company: ","Keysight Technologies Inc (KEYS:US)","","","","","","","","","","","","",""
"Exchange: ","NYSE","","","","","","","","","","","","",""
"Last Close Price: ","137.56","","","","","","","","","","","","",""
"Industry: ","Electronic Equipment, Instruments & Components","","","","","","","","","","","","",""
"Currency: ","USD","","","","","","","","","","","","",""
"Country: ","US","","","","","","","","","","","","",""
"Market Cap.: ","23896","","","","","","","","","","","","",""
"Enterprise Value: ","23434","","","","","","","","","","","","",""
"period_end_date","2011-10","2012-10","2013-10","2014-10","2015-10","2016-10","2017-10","2018-10","2019-10","2020-10","2021-10","2022-10","2023-10","TTM"
"revenue","3316","3315","2888","2933","2856","2918","3189","3878","4303","4221","4941","5420","5464","5168"
"cogs","1392","1434","1265","1313","1269","1294","1492","1767","1769","1688","1872","1970","1932","1852"
"gross_profit","1924","1881","1623","1620","1587","1624","1697","2111","2534","2533","3069","3450","3532","3316"
"sga","806","771","752","790","787","818","1058","1205","1155","1097","1195","1283","1307","1355"
"rnd","381","377","375","361","387","425","507","624","688","715","811","841","882","893"
"special_charges","","","","","","","","","","","","","",""
"other_opex","","","","","-18","-25","-16","-33","-20","-44","-17","-8","-15","-12"
"total_opex","1187","1148","1127","1151","1156","1218","1549","1796","1823","1768","1989","2116","2174","2236"
"operating_income","737","733","496","469","431","406","148","315","711","765","1080","1334","1358","1080"
"net_interest_income_normal","","","","-3","-45","-44","-73","-71","-57","-67","-76","-63","24","23"
"other_nonoperating_income","12","13","5","9","2","4","104","-655","61","63","6","14","-25","-34"
"pretax_income","749","746","501","475","388","366","179","-411","715","761","1010","1285","1357","1069"
"income_tax","38","95","-44","-83","125","-31","-77","576","-94","-134","-116","-161","-300","-257"
"net_income_continuing","787","841","457","392","513","335","102","165","621","627","894","1124","1057","812"
"net_income_discontinued","","","","","","","","","","","","","",""
"income_allocated_to_minority_interest","","","","","","","","","","","","","",""
"other_income_statement_items","","","","","","","","","","","","","",""
"net_income","787","841","457","392","513","335","102","165","621","627","894","1124","1057","812"
"preferred_dividends","","","","","","","","","","","","","",""
"net_income_available_to_shareholders","787","841","457","392","513","335","102","165","621","627","894","1124","1057","812"
"eps_basic","4.72","5.04","2.74","2.35","3.04","1.97","0.57","0.88","3.31","3.35","4.84","6.23","5.95","4.61"
"eps_diluted","4.72","5.04","2.74","2.35","3","1.95","0.5600000000000001","0.86","3.25","3.31","4.78","6.18","5.91","4.59"
"shares_basic","166.816","166.816","166.816","167","169","170","180","187","188","187","185","180","178","178"
"shares_diluted","166.816","166.816","166.816","167","171","172","182","191","191","189","187","182","179","179"
"cash_and_equiv","","","","810","483","783","818","913","1598","1756","2052","2042","2472","2472"
"st_investments","","","","","","","","","","","","","",""
"receivables","","392","340","380","398","437","547","624","668","606","735","905","900","900"
"inventories","","472","502","498","487","474","588","619","705","757","777","858","985","985"
"other_current_assets","","129","130","162","211","160","224","222","244","255","270","429","452","452"
"total_current_assets","","993","972","1850","1579","1854","2177","2378","3215","3374","3834","4234","4809","4809"
"equity_and_other_investments","","26","44","63","70","55","63","46","46","61","70","62","81","81"
"ppe_gross","","1256","1235","1555","1629","1676","1749","1832","1923","2216","2401","2451","2610","2610"
"accumulated_depreciation","","-763","-766","-1085","-1111","-1164","-1219","-1277","-1347","-1439","-1524","-1541","-1623","-1623"
"ppe_net","","493","469","470","518","512","530","555","576","777","877","910","987","987"
