"Company: ","Fortinet Inc (FTNT:US)","","","","","","","","","","","","","","","","","",""
"Exchange: ","NASDAQ","","","","","","","","","","","","","","","","","",""
"Last Close Price: ","58.69","","","","","","","","","","","","","","","","","",""
"Industry: ","Software","","","","","","","","","","","","","","","","","",""
"Currency: ","USD","","","","","","","","","","","","","","","","","",""
"Country: ","US","","","","","","","","","","","","","","","","","",""
"Market Cap.: ","44522","","","","","","","","","","","","","","","","","",""
"Enterprise Value: ","42492","","","","","","","","","","","","","","","","","",""
"period_end_date","2006-12","2007-12","2008-12","2009-12","2010-12","2011-12","2012-12","2013-12","2014-12","2015-12","2016-12","2017-12","2018-12","2019-12","2020-12","2021-12","2022-12","2023-12","TTM"
"revenue","123.466","155.366","211.791","252.115","324.696","433.576","533.639","615.297","770.364","1009.268","1275.4","1494.9","1804.6","2163","2594.4","3342.2","4417.4","5304.8","5395.8"
"cogs","40.964","56.652","65.47199999999999","69.97499999999999","85.206","113.598","147.42","180.643","231.009","286.777","337.8","385.3","450.4","505.9","570","783","1084.9","1237.2","1234.1"
"gross_profit","82.502","98.714","146.319","182.14","239.49","319.978","386.219","434.654","539.355","722.491","937.6","1109.6","1354.2","1657.1","2024.4","2559.2","3332.5","4067.6","4161.7"
"sga","67.053","92.703","104.357","114.611","134.348","167.497","204.666","259.904","357.151","541.885","707.6","788.9","875.3","1029","1191.4","1489.2","1855.1","2217.3","2241.7"
"rnd","21.446","27.588","37.035","42.195","49.801","63.577","81.078","102.66","122.88","158.129","183.1","210.6","244.5","277.1","341.4","424.2","512.4","613.8","635.7"
"special_charges","","","","","","","","","","","","","","","","","","",""
"other_opex","","","","","","","","","","","","","","","","","","","-1.1"
"total_opex","88.499","120.291","141.392","156.806","184.149","231.074","285.744","362.564","480.031","700.014","890.7","999.5","1119.8","1306.1","1532.8","1913.4","2367.5","2831.1","2876.3"
"operating_income","-5.997","-21.577","4.927","25.334","55.341","88.904","100.475","72.09","59.324","22.477","46.9","110.1","234.4","351","491.6","645.8","965","1236.5","1285.4"
"net_interest_income_normal","2.376","3.507","2.614","1.981","1.815","3.523","5.006","5.306","5.393","5.295","7.3","13.5","26.5","42.5","17.7","-10.4","-0.6","98.7","110.2"
"other_nonoperating_income","-0.503","-1.991","1.71","0.198","-0.8149999999999999","-0.354","-0.485","-1.455","-3.168","-10.767","-11.1","0.4","-6.6","-7.5","32.4","-7","-8.9","-1.5","-7.6"
"pretax_income","-4.124","-20.061","9.250999999999999","27.513","56.341","92.07299999999999","104.996","75.941","61.549","17.005","43.1","124","254.3","386","541.7","628.4","955.5","1333.7","1388"
"income_tax","-1.22","-1.781","-1.888","32.666","-15.096","-29.581","-38.16","-31.668","-36.206","-9.018000000000001","-10.9","-92.59999999999999","80.59999999999999","-54.3","-53.2","-14.1","-30.8","-143.8","-162"
"net_income_continuing","-5.344","-21.842","7.363","60.179","41.245","62.492","66.836","44.273","25.343","7.987","32.2","31.4","334.9","331.7","488.5","614.3","924.7","1189.9","1226"
"net_income_discontinued","","","","","","","","","","","","","","","","","","",""
"income_allocated_to_minority_interest","","","","","","","","","","","","","","","","0.1","0.7","",""
"other_income_statement_items","-8.8817841970013E-16","","8.8817841970013E-16","","-7.105427357601E-15","7.105427357601E-15","","","3.5527136788005E-15","1.7763568394003E-15","","-7.105427357601E-15","","","-5.6843418860808E-14","-7.6","-68.09999999999999","-42.1","-26.6"
"net_income","-5.344","-21.842","7.363","60.179","41.245","62.492","66.836","44.273","25.343","7.987","32.2","31.4","334.9","331.7","488.5","606.8","857.3","1147.8","1199.4"
"preferred_dividends","","","","","","","","","","","","","","","","","","",""
"net_income_available_to_shareholders","-5.344","-21.842","7.363","60.179","41.245","62.492","66.836","44.273","25.343","7.987","32.2","31.4","334.9","331.7","488.5","606.8","857.3","1147.8","1199.4"
"eps_basic","-0.01","-0.04","","0.19","0.06","0.08","0.08","0.05","0.03","0.01","0.04","0.04","0.4","0.39","0.6","0.74","1.08","1.47","1.55"
"eps_diluted","-0.01","-0.04","","0.08","0.05","0.08","0.08","0.05","0.03","0.01","0.04","0.04","0.38","0.38","0.58","0.73","1.06","1.46","1.53"
"shares_basic","574.9299999999999","574.9299999999999","200.17","263.34","703.63","762.905","790.37","812.175","819.155","851.925","863","871.5","845.5","855","821","816.1","791.4","778.6","778.6"
"shares_diluted","671.22","671.22","266.42","652.1900000000001","782.03","818.905","831.645","840.915","846.4450000000001","880.705","881.5","890.5","871","875","838.3","835.3","805.3","788.2","788.2"
"cash_and_equiv","","71.411","56.571","212.458","66.85899999999999","71.98999999999999","122.975","115.873","283.254","543.277","709.003","811","1112.4","1222.5","1061.8","1319.1","1682.9","1397.9","1397.9"
"st_investments","","18.75","67.619","47.856","246.651","318.283","290.719","375.497","436.766","348.074","376.522","440.3","537.2","843.1","775.5","1232.6","528.1","1042.5","1042.5"
"receivables","","27.478","46.043","54.551","72.336","95.52200000000001","107.642","130.471","184.741","259.563","312.998","348.2","444.5","544.3","720","807.7","1261.7","1402","1402"
"inventories","","14.02","11.419","10.649","13.517","16.249","21.06","48.672","69.477","83.86799999999999","106.887","77.3","90","117.9","139.8","175.8","264.6","484.8","484.8"
"other_current_assets","","2.937","6.809","16.703","20.795","21.526","26.878","65.033","31.143","35.761","33.306","40","36.8","41.2","43.3","65.40000000000001","73.09999999999999","101.1","101.1"
"total_current_assets","","134.596","188.461","342.217","420.158","523.5700000000001","569.274","735.546","1005.381","1270.543","1538.716","1716.8","2220.9","2769","2740.4","3600.6","3810.4","4428.3","4428.3"
"equity_and_other_investments","","","","","73.95","148.414","325.892","351.675","271.724","272.959","224.983","98","67","144.3","118.3","440.8","45.5","",""
"ppe_gross","","15.101","18.325","22.601","25.803","31.819","56.858","78.45","94.651","140.126","207.721","340.6","382.2","481.3","620.5","899.3","1178.7","1397.4","1397.4"
"accumulated_depreciation","","-12.158","-14.9","-16.214","-18.747","-23.853","-31.22","-41.798","-35.732","-49.059","-70.47199999999999","-95.2","-110.8","-137","-172.5","-211.7","-280.2","-353","-353"
"ppe_net","","2.943","3.425","6.387","7.056","7.966","25.638","36.652","58.919","91.06699999999999","137.249","245.4","271.4","344.3","448","687.6","898.5","1044.4","1044.4"
"intangible_assets","","","","","","1.378","2.117","6.843","2.836","17.642","24.831","16.3","22.1","31.1","31.6","63.6","56","35.3","35.3"
"goodwill","","","","","","","","2.87","2.82","4.69","14.55","14.6","38.2","67.2","93","125.1","128","126.5","126.5"
"other_lt_assets","","7.653","7.219","38.609","44.258","53.419","52.576","34.878","83.09399999999999","133.609","199.612","166.8","458.4","523.3","613.2","1001.4","1289.6","1624.4","1624.4"
"total_assets","","145.192","199.105","387.213","545.422","734.747","975.497","1168.464","1424.774","1790.51","2139.941","2257.9","3078","3879.2","4044.5","5919.1","6228","7258.9","7258.9"
"accounts_payable","","8.460000000000001","7.004","10.987","12.761","19.768","20.816","35.599","49.947","61.5","56.732","70","86.40000000000001","96.40000000000001","141.6","148.4","243.4","204.3","204.3"
"tax_payable","","0.917","","","","","3.782","21.421","2.689","8.379","13.588","21.4","28.2","","","","","63.6","63.6"
"current_accrued_liabilities","","22.739","24.967","29.041","35.973","40.168","47.438","62.377","74.89100000000001","94.139","113.778","142","175.9","203.6","295.1","392.3","485.7","666","666"
"st_debt","","","","","","","","","","","","","","","","","","",""
"current_deferred_revenue","","89.61799999999999","118.297","140.537","169.648","206.928","247.268","293.664","368.929","514.652","645.342","793.8","965.9","1155.8","1392.8","1777.4","2349.3","2848.7","2848.7"
"current_deferred_tax_liability","","","","","","","","","","","","","","","","","","",""
"other_current_liabilities","","","","","","","","","","-1.1368683772162E-13","","","","","","-4.5474735088646E-13","","-63.6","-63.6"
"total_current_liabilities","","121.734","150.268","180.565","218.382","266.864","319.304","413.061","496.456","678.67","829.4400000000001","1027.2","1256.4","1455.8","1829.5","2318.1","3078.4","3719","3719"
"lt_debt","","","","","","","","","","","","","","","","988.4","990.4","992.3","992.3"
"noncurrent_capital_leases","","","","","","","","","","","","","","","","","","",""
