"pension_liabilities","","","","","","","","","","","","","","","","","","",""
"noncurrent_deferred_revenue","","41.637","53.32","61.393","82.983","87.905","115.917","138.964","189.828","276.651","390.007","542.5","720.9","953.3","1212.5","1675.5","2291","2886.3","2886.3"
"other_lt_liabilities","","0.74600000000001","0.74600000000001","2.803","11.603","21.624","29.342","30.679","62.524","79.812","82.813","98.8","90.5","127.7","146.5","138.7","149.8","124.7","124.7"
"total_liabilities","","164.117","204.334","244.761","312.968","376.393","464.563","582.704","748.808","1035.133","1302.26","1668.5","2067.8","2536.8","3188.5","5120.7","6509.6","7722.3","7722.3"
"common_stock","","","","","","","","","","","","","","","","1","1","1","1"
"preferred_stock","","94.36799999999999","94.36799999999999","","","","","","","","","","","","","","","",""
"retained_earnings","","-127.514","-120.151","-59.972","-18.727","43.765","110.601","121.863","113.645","68.48099999999999","37.62","-319.6","-57.5","160.8","-352.1","-467.9","-1546.4","-1861.7","-1861.7"
"aoci","","0.783","-0.3","1.084","2.181","0.402","3.091","1.092","-0.349","-0.9330000000000001","-0.765","-0.8","-0.8","1.1","0.7","-4.8","-20.2","-18.9","-18.9"
"apic","","13.418","20.833","204.268","251.92","317.026","400.075","462.644","562.504","687.658","800.653","909.6","1068.3","1180.3","1207.2","1253.6","1284.2","1416.4","1416.4"
"treasury_stock","","","","-2.995","-2.995","-2.995","-2.995","","","","","","","","","","","",""
"other_equity","","0.02","0.021000000000003","0.067000000000007","0.075000000000017","0.15600000000001","0.16200000000009","0.16099999999994","0.16600000000005","0.17099999999994","0.173","0.19999999999993","0.20000000000005","0.20000000000005","0.20000000000005","-0.19999999999993","-0.19999999999993","-0.19999999999993","-0.19999999999993"
"minority_interest_liability","","","","","","","","","","","","","","","","16.7","","",""
"total_equity","","-18.925","-5.229","142.452","232.454","358.354","510.934","585.76","675.966","755.377","837.681","589.4","1010.2","1342.4","856","798.4","-281.6","-463.4","-463.4"
"total_liabilities_and_equity","","145.192","199.105","387.213","545.422","734.747","975.497","1168.464","1424.774","1790.51","2139.941","2257.9","3078","3879.2","4044.5","5919.1","6228","7258.9","7258.9"
"cfo_net_income","-5.344","-21.842","7.363","60.179","41.245","62.492","66.836","44.273","25.343","7.987","32.2","31.4","334.9","331.7","488.5","606.7","856.6","1147.8","1199.4"
"cfo_da","3.509","4.153","4.234","5.935","5.696","6.989","11.564","15.623","22.028","31.589","48.5","55.5","55.7","61.6","68.8","84.40000000000001","104.3","113.4","114.5"
"cfo_receivables","-2.329","-2.268","-18.35","-8.507999999999999","-17.784","-23.246","-12.12","-22.08","-55.888","-66.464","-57.9","-38.4","-82","-96.7","-176.4","-72.5","-456.7","-146.4","88.09999999999999"
"cfo_inventory","-5.801","-6.597","-0.189","-2.012","-5.946","-6.034","-11.303","-35.093","-32.459","-19.088","-43","9.4","-33.4","-48.5","-42.2","-19.4","-109.1","-253.5","-171.7"
"cfo_prepaid_expenses","0.035","-1.226","-0.214","-0.19","-3.685","-2.915","0.791","-0.907","-16","-2.63","2.6","-6.7","4.2","-2.1","-2.8","-17.7","-7.7","-27.6","-11.7"
"cfo_other_working_capital","12.093","46.117","39.502","27.668","72.95999999999999","83.833","95.634","92.038","181.721","225.217","233.5","399.7","107.2","280.3","411.4","512","806.5","553.6","334"
"cfo_change_in_working_capital","3.998","36.026","20.749","16.958","45.545","51.638","73.002","33.958","77.374","137.035","135.2","364","-4","133","190","402.4","233","126.1","238.7"
"cfo_deferred_tax","","","","","","","","","","","","","","","","","","",""
"cfo_stock_comp","1.21","9.33","5.3","7.46","9.32","19.02","30.69","43.91","58.99","95.09","122.4","137.2","162.9","174.1","191.7","207.9","217.3","249","255"
"cfo_other_noncash_items","0.036","0.0019999999999989","0.040000000000006","-28.561","1.577","-7.297","1.774","9.619999999999999","12.847","10.846","7.4","6.300000000000099","89.40000000000001","107.6","144.7","198.3","319.4","299.2","280.8"
"cf_cfo","3.409","27.669","37.686","61.971","103.383","132.842","183.866","147.384","196.582","282.547","345.7","594.4","638.9","808","1083.7","1499.7","1730.6","1935.5","2088.4"
"cfi_ppe_net","-1.187","-2.028","-2.798","-4.589","-3.776","-3.624","-22.083","-13.877","-32.197","-37.358","-67.2","-135.3","-53","-92.2","-125.9","-295.9","-281.2","-204.1","-395.7"
"cfi_acquisitions_net","","","-2","-0.549","","-2.623","-1.249","-7.635","-0.017","-38.025","-22.1","","-21.7","-34.6","-40.2","-234.9","-30.8","-8.5","-5.7"
"cfi_investment_net","22.55","-0.3","-48.846","18.895","-279.996","-160.579","-159.379","-125.222","2.864","74.416","15.2","58.5","-60.2","-375.5","92","-794.7","1075.9","-437","-467.5"
"cfi_intangibles_net","","","","","","","","","","","","","","","","","","",""
"cfi_other","0.1","8.8817841970013E-16","-0.062000000000012","-8.8817841970013E-15","0.062000000000012","-2.8421709430404E-14","-5.6843418860808E-14","2.8421709430404E-14","2.8421709430404E-14","5.562217353372E-14","2.8421709430404E-14","1.4210854715202E-14","-8.5265128291212E-14","","1.3","0.40000000000009","-1.1368683772162E-13","0.30000000000007","-8.299999999999901"
"cf_cfi","21.463","-2.328","-53.706","13.757","-283.71","-166.826","-182.711","-146.734","-29.35","-0.967","-74.09999999999999","-76.8","-134.9","-502.3","-72.8","-1325.1","763.9","-649.3","-877.2"
"cff_common_stock_net","-0.06","","","88.56999999999999","29.11","19.968","38.087","-7.945","11.347","7.314","-66","-370.5","-125.3","-95.59999999999999","-1058","-715.8","-1965.1","-1456.7","36"
"cff_pfd_net","","","","-12.768","","","","","","","","","","","","","","",""
"cff_debt_net","","","","","","","","","","","-1.6","","-10.1","-3.7","-4.1","969.9","","",""
"cff_dividend_paid","","","","","","","","","","","","","","","","","","",""
"cff_other","0.853","0.019","2.117","2.247","4.909","19.829","12.069","1.522","-10.598","-28.871","-38.3","-45.1","-67.2","-96.3","-109.5","-171.3","-165.2","-113.7","-1623"
"cf_cff","0.793","0.019","2.117","78.04900000000001","34.019","39.797","50.156","-6.423","0.749","-21.557","-105.9","-415.6","-202.6","-195.6","-1171.6","82.8","-2130.3","-1570.4","-1587"
"ebitda","-2.488","-17.424","9.161","31.269","61.037","95.893","112.039","87.71299999999999","81.352","54.066","95.40000000000001","165.6","290.1","412.6","560.4","730.2","1069.3","1349.9","1399.9"
"capex","-1.187","-2.028","-2.798","-4.589","-3.776","-3.624","-22.083","-13.877","-32.197","-37.358","-67.2","-135.3","-53","-92.2","-125.9","-295.9","-281.2","-204.1","-395.7"
"fcf","2.222","25.641","34.888","57.382","99.607","129.218","161.783","133.507","164.385","245.189","278.5","459.1","585.9","715.8","957.8","1203.8","1449.4","1731.4","1692.7"
"book_value","","-113.293","-99.59699999999999","142.452","232.454","358.354","510.934","585.76","675.966","755.377","837.681","589.4","1010.2","1342.4","856","798.4","-281.6","-463.4","-137.5"
"tangible_book_value","","-113.293","-99.59699999999999","142.452","232.454","356.976","508.817","576.047","670.3099999999999","733.045","798.3","558.5","949.9","1244.1","731.4","609.7","-465.6","-625.2","-300.6"
"roa","","-0.3","0.04","0.21","0.09","0.1","0.08","0.04","0.02","","0.02","0.01","0.13","0.1","0.12","0.12","0.14","0.17","0.17"
"roe","","2.31","-0.61","0.88","0.22","0.21","0.15","0.08","0.04","0.01","0.04","0.04","0.42","0.28","0.44","0.73","3.32","-3.08","-19.02"
"roic","","2.31","-0.61","0.88","0.22","0.21","0.15","0.08","0.04","0.01","0.04","0.04","0.42","0.28","0.44","0.46","0.68","1.85","1.29"
"roce","","-1.84","0.14","0.2","0.21","0.22","0.18","0.1","0.07000000000000001","0.02","0.04","0.09","0.15","0.17","0.21","0.22","0.29","0.37","0.35"
"rotce","","-1.84","0.14","0.2","0.21","0.22","0.18","0.1","0.07000000000000001","0.02","0.04","0.09","0.16","0.17","0.22","0.23","0.3","0.39","0.36"
"gross_margin","0.67","0.64","0.6899999999999999","0.72","0.74","0.74","0.72","0.71","0.7","0.72","0.74","0.74","0.75","0.77","0.78","0.77","0.75","0.77","0.77"
"ebitda_margin","-0.02","-0.11","0.04","0.12","0.19","0.22","0.21","0.14","0.11","0.05","0.07000000000000001","0.11","0.16","0.19","0.22","0.22","0.24","0.25","0.26"
"operating_margin","-0.05","-0.14","0.02","0.1","0.17","0.21","0.19","0.12","0.08","0.02","0.04","0.07000000000000001","0.13","0.16","0.19","0.19","0.22","0.23","0.24"
"pretax_margin","-0.03","-0.13","0.04","0.11","0.17","0.21","0.2","0.12","0.08","0.02","0.03","0.08","0.14","0.18","0.21","0.19","0.22","0.25","0.26"
"net_income_margin","-0.04","-0.14","0.03","0.24","0.13","0.14","0.13","0.07000000000000001","0.03","0.01","0.03","0.02","0.19","0.15","0.19","0.18","0.19","0.22","0.22"
"fcf_margin","0.02","0.17","0.16","0.23","0.31","0.3","0.3","0.22","0.21","0.24","0.22","0.31","0.32","0.33","0.37","0.36","0.33","0.33","0.31"
"assets_to_equity","","-7.67","-38.08","2.72","2.35","2.05","1.91","1.99","2.11","2.37","2.55","3.83","3.05","2.89","4.72","7.41","-22.12","-15.66","-55.72"
"equity_to_assets","","-0.13","-0.03","0.37","0.43","0.49","0.52","0.5","0.47","0.42","0.39","0.26","0.33","0.35","0.21","0.13","-0.05","-0.06","-0.02"
"debt_to_equity","","","","","","","","","","","","","","","","1.24","-3.52","-2.14","-7.22"
"debt_to_assets","","","","","","","","","","","","","","","","0.17","0.16","0.14","0.13"
"revenue_per_share","0.18","0.23","0.79","0.39","0.42","0.53","0.64","0.73","0.91","1.15","1.45","1.68","2.07","2.47","3.09","4","5.49","6.73","6.9"
"ebitda_per_share","","-0.03","0.03","0.05","0.08","0.12","0.13","0.1","0.1","0.06","0.11","0.19","0.33","0.47","0.67","0.87","1.33","1.71","1.79"
"operating_income_per_share","-0.01","-0.03","0.02","0.04","0.07000000000000001","0.11","0.12","0.09","0.07000000000000001","0.03","0.05","0.12","0.27","0.4","0.59","0.77","1.2","1.57","1.65"
"pretax_income_per_share","-0.01","-0.03","0.03","0.04","0.07000000000000001","0.11","0.13","0.09","0.07000000000000001","0.02","0.05","0.14","0.29","0.44","0.65","0.75","1.19","1.69","1.78"
"fcf_per_share","","0.04","0.13","0.09","0.13","0.16","0.19","0.16","0.19","0.28","0.32","0.52","0.67","0.82","1.14","1.44","1.8","2.2","2.16"
"book_value_per_share","","-0.17","-0.37","0.22","0.3","0.44","0.61","0.7","0.8","0.86","0.95","0.66","1.16","1.53","1.02","0.96","-0.35","-0.59","-0.18"
"tangible_book_per_share","","-0.17","-0.37","0.22","0.3","0.44","0.61","0.6899999999999999","0.79","0.83","0.91","0.63","1.09","1.42","0.87","0.73","-0.58","-0.79","-0.39"
"payout_ratio","","","","","","","","","","","","","","","","","","",""
"revenue_growth","","0.26","0.36","0.19","0.29","0.34","0.23","0.15","0.25","0.31","0.26","0.17","0.21","0.2","0.2","0.29","0.32","0.2",""
"gross_profit_growth","","0.2","0.48","0.24","0.31","0.34","0.21","0.13","0.24","0.34","0.3","0.18","0.22","0.22","0.22","0.26","0.3","0.22",""
"ebitda_growth","","-6","1.53","2.41","0.95","0.57","0.17","-0.22","-0.07000000000000001","-0.34","0.76","0.74","0.75","0.42","0.36","0.3","0.46","0.26",""
"operating_income_growth","","-2.6","1.23","4.14","1.18","0.61","0.13","-0.28","-0.18","-0.62","1.09","1.35","1.13","0.5","0.4","0.31","0.49","0.28",""
"pretax_income_growth","","-3.86","1.46","1.97","1.05","0.63","0.14","-0.28","-0.19","-0.72","1.53","1.88","1.05","0.52","0.4","0.16","0.52","0.4",""
"net_income_growth","","-3.09","1.34","7.17","-0.31","0.52","0.07000000000000001","-0.34","-0.43","-0.68","3.03","-0.02","9.67","-0.01","0.47","0.24","0.41","0.34",""
"eps_diluted_growth","","-3.22","1.05","38","-0.33","0.46","0.05","-0.35","-0.42","-0.67","2.6","","9.67","-0.01","0.53","0.26","0.45","0.38",""
"shares_diluted_growth","","","-0.6","1.45","0.2","0.05","0.02","0.01","0.01","0.04","","0.01","-0.02","","-0.04","","-0.04","-0.02",""
"cash_and_equiv_growth","","","-0.21","2.76","-0.6899999999999999","0.08","0.71","-0.06","1.44","0.92","0.31","0.14","0.37","0.1","-0.13","0.24","0.28","-0.17",""
"ppe_growth","","","0.16","0.86","0.1","0.13","2.22","0.43","0.61","0.55","0.51","0.79","0.11","0.27","0.3","0.53","0.31","0.16",""
"total_assets_growth","","","0.37","0.9399999999999999","0.41","0.35","0.33","0.2","0.22","0.26","0.2","0.06","0.36","0.26","0.04","0.46","0.05","0.17",""
"total_equity_growth","","","0.72","28.24","0.63","0.54","0.43","0.15","0.15","0.12","0.11","-0.3","0.71","0.33","-0.36","-0.07000000000000001","-1.35","-0.65",""
"cfo_growth","","7.12","0.36","0.64","0.67","0.28","0.38","-0.2","0.33","0.44","0.22","0.72","0.07000000000000001","0.26","0.34","0.38","0.15","0.12",""
"capex_growth","","-0.71","-0.38","-0.64","0.18","0.04","-5.09","0.37","-1.32","-0.16","-0.8","-1.01","0.61","-0.74","-0.37","-1.35","0.05","0.27",""
"fcf_growth","","10.54","0.36","0.64","0.74","0.3","0.25","-0.17","0.23","0.49","0.14","0.65","0.28","0.22","0.34","0.26","0.2","0.19",""
"shares_eop","671.22","671.22","266.42","668.13","743.8099999999999","774.96","801.74","807.675","832.215","856.995","865.39","839.45","849","858.5","812.5","810","781.5","761","763.9400000000001"
"dividends","","","","","","","","","","","","","","","","","","",""
"price_to_earnings","","","","19.51","58.34","54.09","50.43","69.8","201.36","668.9","161.9","233.6","35.71","55.26","49.41","95.95","44.57","38.81","43.47"
"price_to_book","","","","8.24","10.35","9.43","6.6","5.28","7.55","7.07","6.22","12.45","11.84","13.66","28.2","72.92","-135.68","-96.12","-379.16"
"price_to_sales","","","","4.66","7.41","7.8","6.32","5.02","6.62","5.29","4.09","4.91","6.63","8.470000000000001","9.300000000000001","17.42","8.65","8.4","9.66"
"price_to_tangible_book","","","","8.24","10.35","9.470000000000001","6.62","5.36","7.61","7.29","6.53","13.13","12.59","14.73","33","95.48999999999999","-82.06","-71.23999999999999","-173.43"
"price_to_fcf","","","","20.46","24.16","26.16","20.83","23.15","31.04","21.79","18.72","15.98","20.41","25.61","25.2","48.37","26.36","25.73","30.8"
"market_cap","","","","1173.90441","2406.22535","3380.37552","3370.51496","3090.16455","5103.14238","5342.50683","5213.10936","7335.1141","11959.014","18330.692","24136.125","58222.8","38207.535","44541.33","52134.192"
"period_end_price","","","","1.76","3.24","4.36","4.2","3.83","6.13","6.23","6.02","8.74","14.09","21.35","29.71","71.88","48.89","58.53","58.53"
