"Company: ","Medical Properties Trust Inc (MPW:US)","","","","","","","","","","","","","","","","","","","",""
"Exchange: ","NYSE","","","","","","","","","","","","","","","","","","","",""
"Last Close Price: ","4.71","","","","","","","","","","","","","","","","","","","",""
"Industry: ","Diversified REITs","","","","","","","","","","","","","","","","","","","",""
"Currency: ","USD","","","","","","","","","","","","","","","","","","","",""
"Country: ","US","","","","","","","","","","","","","","","","","","","",""
"Market Cap.: ","2910","","","","","","","","","","","","","","","","","","","",""
"Enterprise Value: ","11170","","","","","","","","","","","","","","","","","","","",""
"period_end_date","2004-12","2005-12","2006-12","2007-12","2008-12","2009-12","2010-12","2011-12","2012-12","2013-12","2014-12","2015-12","2016-12","2017-12","2018-12","2019-12","2020-12","2021-12","2022-12","2023-12","TTM"
"revenue","10.893","30.453","50.471","81.786","107.07","114.038","108.024","132.322","198.125","242.523","312.532","441.878","541.1369999999999","704.745","784.522","854.197","1249.238","1544.669","1542.851","871.799","792.904"
"cogs","","","","","4.242","3.801","4.381","0.724","1.477","2.45","1.851","3.792","2.712","5.811","9.237","23.992","24.89","39.098","45.697","41.567","39.275"
"gross_profit","10.893","30.453","50.471","81.786","102.828","110.237","103.643","131.598","196.648","240.073","310.681","438.086","538.425","698.934","775.285","830.205","1224.348","1505.571","1497.154","830.232","753.629"
"sga","5.151","8.016999999999999","10.191","15.683","19.515","21.096","26.509","27.091","28.562","30.063","37.274","43.639","48.911","58.599","81.003","96.411","131.663","145.638","160.494","145.588","137.212"
"rnd","","","","","","","","","","","","","","","","","","","","",""
"special_charges","","","","","","","","","","","","","","","","","","","","",""
"other_opex","-0.001","4.183","6.704","10.342","22.385","21.588","20.897","30.147","32.815","36.978","53.938","69.867","94.374","125.106","133.083","152.313","264.245","321.249","332.977","603.36","595.086"
"total_opex","5.15","12.2","16.895","26.025","41.9","42.684","47.406","57.238","61.377","67.041","91.212","113.506","143.285","183.705","214.086","248.724","395.908","466.887","493.471","748.948","732.298"
"operating_income","5.743","18.253","33.576","55.761","60.928","67.553","56.237","74.36","135.271","173.032","219.469","324.58","395.14","515.229","561.199","581.481","828.4400000000001","1038.684","1003.683","81.28400000000001","21.331"
"net_interest_income_normal","","","","-27.872","-42.338","-37.608","-40.7","-58.024","-58.243","-66.746","-99.854","-125.251","-182.136","-209.528","-223.274","-243.936","-356.908","-395.043","-368.488","-410.886","-421.917"
"other_nonoperating_income","-5.743","-18.253","-33.576","-27.889","","","-12.508","-4.088","-4.139","-16.259","-68.477","-57.899","6.103","-11.782","681.479","36.235","-8.204000000000001","87.247","324.524","-357.169","-1187.186"
"pretax_income","","","","","18.59","29.945","3.029","12.248","72.889","90.027","51.138","141.43","219.107","293.919","1019.404","373.78","463.328","730.888","959.7190000000001","-686.771","-1587.772"
"income_tax","","","","","","","","-0.128","-0.019","-0.726","-0.34","-1.503","6.83","-2.681","-0.927","2.621","-31.056","-73.94799999999999","-55.9","130.679","123.273"
"net_income_continuing","","","","","18.59","29.945","3.029","12.12","72.87","89.301","50.798","139.927","225.937","291.238","1018.477","376.401","432.272","656.9400000000001","903.819","-556.092","-1464.499"
"net_income_discontinued","","0.8179999999999999","0.487","13.351","14.143","6.422","19.983","14.594","17.207","7.914","-0.002","","-0.001","","","","","","","",""
"income_allocated_to_minority_interest","","-0.036","","","-0.033","-0.037","-0.099","-0.178","-0.177","-0.224","-0.274","-0.329","-0.889","-1.445","-1.792","-1.717","-0.822","-0.919","-1.222","-0.384","-0.396"
"other_income_statement_items","4.576","18.858","29.673","27.889","","","","3.5527136788005E-15","1.4210854715202E-14","","7.105427357601E-15","","0.0010000000000048","","","5.6843418860808E-14","","-1.1368683772162E-13","-1.1368683772162E-13","","-2.1316282072803E-14"
"net_income","4.576","19.64","30.16","41.24","32.7","36.33","22.913","26.536","89.90000000000001","96.991","50.522","139.598","225.048","289.793","1016.685","374.684","431.45","656.021","902.597","-556.476","-1464.895"
"preferred_dividends","","","","","","","","","","","","","","","","","","","","",""
"net_income_available_to_shareholders","4.576","19.64","30.16","41.24","32.7","36.33","22.913","26.536","89.90000000000001","96.991","50.522","139.598","225.048","289.793","1016.685","374.684","431.45","656.021","902.597","-556.476","-1464.895"
"eps_basic","0.24","0.61","0.76","0.86","0.5","0.45","0.22","0.23","0.67","0.64","0.29","0.64","0.86","0.82","2.77","0.87","0.8100000000000001","1.11","1.5","-0.93","-2.45"
"eps_diluted","0.24","0.61","0.76","0.86","0.5","0.45","0.22","0.23","0.67","0.63","0.29","0.63","0.86","0.82","2.76","0.87","0.8100000000000001","1.11","1.5","-0.93","-2.45"
