"Company: ","Moderna Inc (MRNA:US)","","","","","","","",""
"Exchange: ","NASDAQ","","","","","","","",""
"Last Close Price: ","137.6","","","","","","","",""
"Industry: ","Biotechnology","","","","","","","",""
"Currency: ","USD","","","","","","","",""
"Country: ","US","","","","","","","",""
"Market Cap.: ","52503","","","","","","","",""
"Enterprise Value: ","43980","","","","","","","",""
"period_end_date","2016-12","2017-12","2018-12","2019-12","2020-12","2021-12","2022-12","2023-12","TTM"
"revenue","101.536","176.974","122.512","48","274","17736","18875","6754","5083"
"cogs","","","","","8","2617","5416","4693","3997"
"gross_profit","101.536","176.974","122.512","48","266","15119","13459","2061","1086"
"sga","57.45","64.72199999999999","94.252","110","188","567","1132","1549","1518"
"rnd","274.717","410.459","454.082","496","1370","1991","3295","4845","4777"
"special_charges","","","","","","","","",""
"other_opex","-6.86","-28.851","-12.556","-12","-529","-735","-388","-94","-70"
"total_opex","325.307","446.33","535.778","594","1029","1823","4039","6300","6225"
"operating_income","-223.771","-269.356","-413.266","-546","-763","13296","9420","-4239","-5139"
"net_interest_income_normal","11.312","15.103","23.927","39","25","18","171","383","397"
"other_nonoperating_income","-2.709","-1.743","4.931","-8","-6","-29","-16","-86","-60"
"pretax_income","-215.168","-255.996","-384.408","-515","-744","13285","9575","-3942","-4802"
"income_tax","-1.043","0.08","-0.326","1","-3","-1083","-1213","-772","-1166"
"net_income_continuing","-216.211","-255.916","-384.734","-514","-747","12202","8362","-4714","-5968"
"net_income_discontinued","","","","","","","","",""
"income_allocated_to_minority_interest","","","","","","","","",""
"other_income_statement_items","","","5.6843418860808E-14","","","","","",""
"net_income","-216.211","-255.916","-384.734","-514","-747","12202","8362","-4714","-5968"
"preferred_dividends","5.44","13.925","12.996","","","","","",""
"net_income_available_to_shareholders","-221.651","-269.841","-397.73","-514","-747","12202","8362","-4714","-5968"
"eps_basic","-0.61","-0.72","-4.95","-1.55","-1.96","30.31","21.26","-12.33","-15.65"
"eps_diluted","-0.61","-0.72","-4.95","-1.55","-1.96","28.29","20.12","-12.33","-15.67"
"shares_basic","376","376","81.114","331","381","403","394","382","382"
"shares_diluted","376","376","81.114","331","381","431","416","382","382"
"cash_and_equiv","50.08","134.859","658.364","235.876","2624","6848","3205","2907","2907"
"st_investments","1008.058","621.17","863.063","867.124","1984","3879","6697","5697","5697"
"receivables","17.951","18.404","30.583","16.297","1408","3323","1685","1081","1081"
"inventories","","","","","47","1441","949","202","202"
"other_current_assets","11.063","8.789999999999999","10.996","9.507000000000101","235","580","895","438","438"
"total_current_assets","1087.152","783.223","1563.006","1128.804","6298","16071","13431","10325","10325"
"equity_and_other_investments","236.569","145.851","172.99","159.987","639","6843","8360","4743","4743"
"ppe_gross","109.016","187.062","276.433","382.493","507","1735","2797","3091","3091"
"accumulated_depreciation","-27.809","-48.031","-64.456","-94.584","-120","-352","-658","-433","-433"
"ppe_net","81.20699999999999","139.031","211.977","287.909","387","1383","2139","2658","2658"
"intangible_assets","","","","","","","","44","44"
"goodwill","","","","","","","","52","52"
"other_lt_assets","12.233","16.384","14.176","12.722","13","372","1928","604","604"
"total_assets","1417.161","1084.489","1962.149","1589.422","7337","24669","25858","18426","18426"
"accounts_payable","28.157","20.725","31.21","7.09","18","302","487","520","520"
"tax_payable","","","","","","876","48","63","63"
"current_accrued_liabilities","13.363","54.494","55.667","40.224","375","1346","1911","997","997"
"st_debt","","","","","","","","",""
"current_deferred_revenue","107.739","96.739","109.056","63.31","3867","6253","2038","568","568"
"current_deferred_tax_liability","","","","","","","","",""
"other_current_liabilities","13.543","19.503","26.87","32.491","99","140","243","842","842"
"total_current_liabilities","162.802","191.461","222.803","143.115","4389","9128","4923","3015","3015"
"lt_debt","","","","","","","","",""
"noncurrent_capital_leases","12.5","15.687","33.489","132.364","207","705","1004","1218","1218"
"pension_liabilities","","","","","","","","",""
"noncurrent_deferred_revenue","398.904","250.515","175.358","138.995","177","615","673","83","83"
"other_lt_liabilities","1.1039999999999","1.53","0.25800000000004","0.13799999999998","3","76","135","256","256"
"total_liabilities","575.3099999999999","459.193","431.908","414.612","4776","10524","6735","4572","4572"
"common_stock","","","","","","","","",""
"preferred_stock","1176.661","1176.661","","","","","","",""
