"ebitda_per_share","0.52","1.48","1.05","2.55","2.96","2.97","2.94","4.51","9.720000000000001","9.48","17.56","21.87","23.78","26.34","34.28","45.55","47.51","46.72"
"operating_income_per_share","-0.3","0.76","0.32","1.91","2.33","2.35","2.2","2.16","6.3","1.53","6.3","12.42","9.949999999999999","9.98","20.2","33.76","38.53","32.06"
"pretax_income_per_share","-0.99","0.27","-0.16","1.65","2.23","2.34","2.25","1.28","5.22","-2.89","4.33","10.52","5.3","5.79","15.77","29.39","35.36","24.71"
"fcf_per_share","0.51","0.68","0.37","1.76","2.44","1.81","1.93","2.87","6.53","7.03","14.07","19.64","22.27","27.48","31.05","38.56","41.3","41.14"
"book_value_per_share","3.24","3.56","4.75","6.12","7.96","9.68","11.45","12.15","16.78","57.12","55.07","61.69","59.38","56.57","58.19","53.69","56.18","145.75"
"tangible_book_per_share","-0.96","-0.5","1.01","3.09","5.28","7.27","7.95","-7.38","-0.84","-46.8","-29.34","-25.5","-69.81999999999999","-86.14","-69.61","-66.23","-55.11","-152.75"
"payout_ratio","","","","","0.16","0.25","0.37","1.14","0.32","-0.4","1.01","0.25","1.65","2.06","0.96","0.62","0.5600000000000001","0.85"
"revenue_growth","","0.11","-0.13","0.41","0.12","0.01","0.07000000000000001","0.6899999999999999","0.6","0.9399999999999999","0.33","0.18","0.08","0.06","0.15","0.21","0.08",""
"gross_profit_growth","","0.8100000000000001","-0.15","0.73","0.19","","0.05","0.57","0.89","0.67","0.43","0.26","0.16","0.08","0.25","0.31","0.12",""
"ebitda_growth","","1.9","-0.29","1.72","0.19","","","0.62","1.27","0.33","1.04","0.28","0.06","0.11","0.32","0.31","0.05",""
"operating_income_growth","","3.59","-0.57","5.61","0.25","","-0.06","0.04","2.06","-0.67","3.52","1.02","-0.22","0.01","1.06","0.65","0.15",""
"pretax_income_growth","","1.28","-1.6","12.28","0.38","0.04","-0.03","-0.4","3.29","-1.75","2.65","1.49","-0.51","0.1","1.77","0.84","0.21",""
"net_income_growth","","1.52","-1.53","10.43","0.33","0.02","-0.02","-0.52","4.19","-2.27","2.03","5.87","-0.78","0.09","1.28","0.71","0.23",""
"eps_diluted_growth","","1.51","-1.53","9.449999999999999","0.3","0.03","-0.03","-0.55","3.9","-2","1.83","6.06","-0.77","-0.02","1.38","0.77","0.24",""
"shares_diluted_growth","","0.02","","0.12","0.02","-0.01","0.01","0.06","0.05","0.36","0.1","0.03","-0.03","","0.02","-0.01","0.01",""
"cash_and_equiv_growth","","-0.31","1.22","0.19","0.48","0.31","-0.09","0.63","0.14","0.7","2.62","-0.62","0.18","0.51","0.6","0.02","0.14",""
"ppe_growth","","0.02","-0.12","0.06","0.12","0.59","0.31","0.75","0.26","0.72","0.04","0.01","-0.03","-0.02","-0.06","-0.05","-0.03",""
"total_assets_growth","","-0.04","0.05","0.09","0.13","0.17","0.19","2.07","","3.75","0.09","-0.08","0.35","0.13","","-0.03","-0.01",""
"total_equity_growth","","0.13","0.33","0.45","0.33","0.21","0.19","0.12","0.45","3.64","0.06","0.15","-0.06","-0.04","0.05","-0.09","0.06",""
"cfo_growth","","0.42","-0.33","2.67","0.42","-0.05","0.04","0.63","0.97","0.47","0.92","0.36","0.09","0.24","0.14","0.22","0.08",""
"capex_growth","","-0.62","0.05","-0.35","-0.45","-1.15","0.02","-0.73","-0.18","-0.49","0.13","0.37","0.13","-0.35","0.04","0.04","-0.07000000000000001",""
"fcf_growth","","0.36","-0.45","4.28","0.42","-0.26","0.08","0.58","1.4","0.47","1.2","0.43","0.1","0.24","0.15","0.22","0.08",""
"shares_eop","214","219","235.393","239.888","245.962","245.477","249.1","254.331","276.259","398.281","408.732","408","398","407","413","418","414","465.49"
"dividends","","","","","0.35","0.5600000000000001","0.8","1.13","1.55","1.94","4.08","7","10.6","13","14.4","16.4","18.4","19.7"
"price_to_earnings","","","-80.25","14.27","15.05","14.4","20.5","83.41","24.94","-39","60.46","7.44","42.79","48.07","32.6","17.1","24.74","58.86"
"price_to_book","","","3.4","3.93","4.14","3.35","3.92","6.76","7.22","3.1","4.65","3.42","4.67","5.96","8.800000000000001","8.65","14.52","8.640000000000001"
"price_to_sales","","","2.38","2.83","3.56","3.43","4.49","5.14","4.98","5.12","6.12","4.37","5.16","5.96","8","5.92","9.720000000000001","14.19"
"price_to_tangible_book","","","15.9","7.79","6.25","4.46","5.65","-11.14","-143.53","-3.78","-8.73","-8.279999999999999","-3.97","-3.91","-7.35","-7.01","-14.8","-8.25"
"price_to_fcf","","","43.06","13.67","13.53","17.94","23.29","28.64","18.54","25.18","18.21","10.75","12.46","12.27","16.48","12.05","19.75","32.75"
"market_cap","","","3530.895","5920.43584","8306.13674","8108.10531","11316.613","21936.04875","34015.77067","67819.28868","107868.46212","91183.92","116554.3","142299.41","219579.71","196510.16","348327.18","604625.55"
"period_end_price","","","15","24.68","33.77","33.03","45.43","86.25","123.13","170.28","263.91","223.49","292.85","349.63","531.67","470.12","841.37","841.37"
