"Company: ","Dynatrace Holdings LLC (DT:US)","","","","","","","",""
"Exchange: ","NYSE","","","","","","","",""
"Last Close Price: ","43.44","","","","","","","",""
"Industry: ","Software","","","","","","","",""
"Currency: ","USD","","","","","","","",""
"Country: ","US","","","","","","","",""
"Market Cap.: ","13038","","","","","","","",""
"Enterprise Value: ","12201","","","","","","","",""
"period_end_date","2017-03","2018-03","2019-03","2020-03","2021-03","2022-03","2023-03","2024-03","TTM"
"revenue","406.377","398.047","430.966","545.803","703.509","929.4450000000001","1158.53","1430.53","1430.53"
"cogs","102.172","96.53400000000001","106.801","128.931","127.708","172.876","222.891","266.453","266.453"
"gross_profit","304.205","301.513","324.165","416.872","575.801","756.569","935.639","1164.077","1164.077"
"sga","179.203","209.464","270.664","428.158","337.706","488.763","598.187","708.645","708.645"
"rnd","52.885","58.32","76.759","119.281","111.415","156.342","218.349","304.739","304.739"
"special_charges","","","","","","","","",""
"other_opex","51.947","50.498","47.686","40.28","34.744","30.157","26.292","22.293","22.293"
"total_opex","284.035","318.282","395.109","587.7190000000001","483.865","675.2619999999999","842.828","1035.677","1035.677"
"operating_income","20.17","-16.769","-70.944","-170.847","91.93600000000001","81.307","92.81100000000001","128.4","128.4"
"net_interest_income_normal","-25.481","-35.22","-69.845","-45.397","-14.205","-10.192","-3.409","37.284","37.284"
"other_nonoperating_income","-11.082","0.214","0.878","-2.289","0.122","0.544","0.5649999999999999","-10.769","-10.769"
"pretax_income","-16.393","-51.775","-139.911","-218.533","77.85299999999999","71.65900000000001","89.967","154.915","154.915"
"income_tax","17.189","60.997","23.717","-195.284","-2.139","-19.208","17.992","-0.283","-0.283"
"net_income_continuing","0.796","9.222","-116.194","-413.817","75.714","52.451","107.959","154.632","154.632"
"net_income_discontinued","","","","","","","","",""
"income_allocated_to_minority_interest","","","","","","","","",""
"other_income_statement_items","6.6613381477509E-16","-1.7763568394003E-15","","","","-7.105427357601E-15","","",""
"net_income","0.796","9.222","-116.194","-413.817","75.714","52.451","107.959","154.632","154.632"
"preferred_dividends","","","","","","","","",""
"net_income_available_to_shareholders","0.796","9.222","-116.194","-413.817","75.714","52.451","107.959","154.632","154.632"
"eps_basic","","0.03","-0.42","-1.56","0.27","0.18","0.38","0.53","0.53"
