"Company: ","Crowdstrike Holdings Inc (CRWD:US)","","","","","","","",""
"Exchange: ","NASDAQ","","","","","","","",""
"Last Close Price: ","386.76","","","","","","","",""
"Industry: ","Software","","","","","","","",""
"Currency: ","USD","","","","","","","",""
"Country: ","US","","","","","","","",""
"Market Cap.: ","91973","","","","","","","",""
"Enterprise Value: ","89013","","","","","","","",""
"period_end_date","2017-01","2018-01","2019-01","2020-01","2021-01","2022-01","2023-01","2024-01","TTM"
"revenue","52.745","118.752","249.824","481.413","874.438","1451.594","2241.236","3055.555","3284.011"
"cogs","34.006","54.486","87.238","141.627","229.545","383.221","601.231","755.723","811.496"
"gross_profit","18.739","64.26600000000001","162.586","339.786","644.893","1068.373","1640.005","2299.832","2472.515"
"sga","70.15000000000001","136.819","214.899","355.663","522.752","839.638","1221.753","1533.33","1623.437"
"rnd","39.145","58.887","84.551","130.188","214.67","371.283","608.364","768.497","824.681"
"special_charges","","","","","","","","",""
"other_opex","","","","","","","","",""
"total_opex","109.295","195.706","299.45","485.851","737.422","1210.921","1830.117","2301.827","2448.118"
"operating_income","-90.556","-131.44","-136.864","-146.065","-92.529","-142.548","-190.112","-1.995","24.397"
"net_interest_income_normal","-0.615","-1.648","-0.428","-0.442","3.409","-21.443","27.176","123.174","138.379"
"other_nonoperating_income","-0.082","-1.473","-1.418","6.725","1.251","3.968","3.053","1.638","9.064"
"pretax_income","-91.253","-134.561","-138.71","-139.782","-87.869","-160.023","-159.883","122.817","171.84"
"income_tax","-0.08699999999999999","-0.929","-1.367","-1.997","-4.76","-72.355","-22.402","-32.232","-35.49"
"net_income_continuing","-91.34","-135.49","-140.077","-141.779","-92.629","-232.378","-182.285","90.58499999999999","136.35"
"net_income_discontinued","","","","","","","","",""
"income_allocated_to_minority_interest","","","","","","-2.424","-0.96","-1.258","-4.694"
"other_income_statement_items","","","","2.8421709430404E-14","","","2.8421709430404E-14","","1.0658141036402E-14"
"net_income","-91.34","-135.49","-140.077","-141.779","-92.629","-234.802","-183.245","89.327","131.656"
"preferred_dividends","","","","","","","","",""
"net_income_available_to_shareholders","-91.34","-135.49","-140.077","-141.779","-92.629","-234.802","-183.245","89.327","131.656"
"eps_basic","-0.63","-0.83","-0.82","-0.96","-0.43","-1.03","-0.79","0.37","0.55"
"eps_diluted","-0.63","-0.83","-0.82","-0.96","-0.43","-1.03","-0.79","0.37","0.53"
"shares_basic","171.202","171.202","171.202","148.062","217.756","227.142","233.139","238.637","238.637"
"shares_diluted","171.202","171.202","171.202","148.062","217.756","227.142","233.139","243.635","243.635"
"cash_and_equiv","","63.179","88.408","264.798","1918.608","1996.633","2455.369","3375.069","3375.069"
