"Company: ","Brighthouse Financial Inc (BHF:US)","","","","","","","","","",""
"Exchange: ","NASDAQ","","","","","","","","","",""
"Last Close Price: ","43.43","","","","","","","","","",""
"Industry: ","Insurance","","","","","","","","","",""
"Currency: ","USD","","","","","","","","","",""
"Country: ","US","","","","","","","","","",""
"Market Cap.: ","2708","","","","","","","","","",""
"Enterprise Value: ","2040","","","","","","","","","",""
"period_end_date","2014-12","2015-12","2016-12","2017-12","2018-12","2019-12","2020-12","2021-12","2022-12","2023-12","TTM"
"premiums_earned","1500","1679","1222","863","900","882","766","707","662","828","833"
"net_investment_income","3078","2780","-2658","1458","3766","1371","3343","-493","3283","589","-649"
"fees_and_other_income","4870","4432","4495","4521","4001","4074","4157","3371","2685","2533","2470"
"revenue","9448","8891","3059","6842","8667","6327","8266","3585","6630","3950","2654"
"sga","","576","501","463","534","620","627","665","647","730","737"
"net_policyholder_claims_expense","3334","3286","3903","3636","3272","3670","5711","-1388","-1911","1169","-184"
"policy_acquisition_expense","1109","382","371","227","1050","382","766","637","629","620","615"
"interest_expense_insurance","","170","175","153","158","191","184","163","153","153","153"
"operating_income","1528","1462","-4705","-615","989","-1052","-1419","2009","4732","-1474","-1435"
"pretax_income","1528","1462","-4705","-615","989","-1052","-1419","2009","4732","-1474","-1435"
"income_tax","-369","-343","1766","237","-119","317","363","-361","-848","367","334"
"net_income_continuing","1159","1119","-2939","-378","870","-735","-1056","1648","3884","-1107","-1101"
"net_income_discontinued","","","","","","","","","","",""
"income_allocated_to_minority_interest","","","","","-5","-5","-5","-5","-5","-5","-5"
"net_income","1159","1119","-2939","-378","865","-740","-1061","1643","3879","-1112","-1106"
"preferred_dividends","","","","","","21","44","89","104","102","102"
"net_income_available_to_shareholders","1159","1119","-2939","-378","865","-761","-1105","1554","3775","-1214","-1208"
"eps_basic","9.44","9.119999999999999","-23.95","-3.16","7.24","-6.76","-11.58","18.54","51.73","-18.39","-19.14"
"eps_diluted","9.44","9.119999999999999","-23.95","-3.16","7.21","-6.76","-11.58","18.39","51.3","-18.39","-19.17"
