"shares_basic","122.724","122.724","122.724","119.773","119.386","112.509","95.351","83.78400000000001","72.97","66.014","66.014"
"shares_diluted","122.724","122.724","122.724","119.773","119.827","112.509","95.351","84.46599999999999","73.581","66.014","66.014"
"cash_and_equiv","","1570","5228","1857","4145","2877","4108","4474","4115","3851","3851"
"total_investments","","75161","73871","77729","77863","90186","102974","110638","100965","106101","106101"
"receivables","","19139","15425","14265","13698","14777","16158","16094","18586","19788","19788"
"deferred_policy_acquisition_cost","","5679","5652","5678","5149","4946","4407","4847","4625","4456","4456"
"ppe_net","","85","","","","","","","","",""
"intangible_assets","","711","641","608","568","502","504","530","459","416","416"
"other_lt_assets","","124380","121113","124055","104871","113971","119718","123257","96097","101728","101728"
"total_assets","","226725","221930","224192","206294","227259","247869","259840","224847","236340","236340"
"unearned_premiums","","","","","","","","","","",""
"future_policy_benefits","","31203","33372","36616","36209","39686","44448","43807","31497","32569","32569"
"other_current_liabilities","","51315","47961","44937","43069","53273","58045","70370","82185","84904","84904"
"st_debt","","","","","","","","","","",""
"current_deferred_tax_liability","","","","","","","","","","",""
"lt_debt","","4733","4707","3612","3963","4365","3436","3157","3156","3156","3156"
"other_lt_liabilities","","122635","121028","124447","108570","113698","123852","126299","102411","110703","110703"
"total_liabilities","","209886","207068","209612","191811","211022","229781","243633","219249","231332","231332"
"common_stock","","","","1","1","1","1","1","1","1","1"
"preferred_stock","","","","","","","","","","",""
"retained_earnings","","","","406","1346","585","-534","-642","-395","-1507","-1507"
"aoci","","1523","1265","1676","716","3240","5716","4172","-6106","-5246","-5246"
"apic","","","","12432","12473","12908","13878","14154","14075","14004","14004"
"treasury_stock","","","","","-118","-562","-1038","-1543","-2042","-2309","-2309"
"other_equity","","15316","13597","","","","","","","",""
"total_equity","","16839","14862","14580","14483","16237","18088","16207","5598","5008","5008"
"total_liabilities_and_equity","","226725","221930","224192","206294","227259","247869","259840","224847","236340","236340"
"cfo_net_income","1159","1119","-2939","-378","870","-735","-1056","1648","3884","-1107","-1101"
"cfo_da","32","26","17","17","18","","","","","",""
"cfo_receivables","-1076","-394","40","197","-207","-629","-1346","495","-1374","-1280",""
"cfo_inventory","","","","","","","","","","",""
"cfo_prepaid_expenses","","","","","","","","","","",""
"cfo_other_working_capital","6937","5510","2013","3529","5209","3412","5754","-1797","-2967","28",""
"cfo_change_in_working_capital","5861","5116","2053","3726","5002","2783","4408","-1302","-4341","-1252",""
"cfo_deferred_tax","","","","","","","","","","",""
"cfo_stock_comp","","","","","","","","","","",""
"cfo_other_noncash_items","-1691","-1630","4605","31","-2828","-220","-2464","295","-771","2222","934"
"cf_cfo","5361","4631","3736","3396","3062","1828","888","641","-1228","-137","-167"
"cfi_ppe_net","","","","","","","","","","",""
"cfi_acquisitions_net","361","193","589","-190","-83","-161","-404","-566","-562","-248","-165"
"cfi_investment_net","-3309","-6122","5177","-2422","-1465","-5237","-5299","-7686","-4454","-3318","-2116"
"cfi_intangibles_net","","","","","","","","","","",""
"cfi_other","2481","-1113","-1092","-1303","-2990","-1943","-140","-3986","-3260","370","-215"
"cf_cfi","-467","-7042","4674","-3915","-4538","-7341","-5843","-12238","-8276","-3196","-2496"
"cff_common_stock_net","","","","","-105","-442","-473","-499","-488","-250","-250"
"cff_pfd_net","","","","","","412","948","339","","",""
"cff_debt_net","-1379","-60","-26","778","366","398","-937","-280","-3","-2","-2"
"cff_dividend_paid","","","","-1798","","-21","-44","-89","-104","-102","-102"
"cff_other","-3289","2440","-4726","-1832","3503","3898","6692","12492","9740","3423","3155"
"cf_cff","-4668","2380","-4752","-2852","3764","4245","6186","11963","9145","3069","2801"
"ebitda","1560","1488","-4688","-598","1007","-1052","-1419","2009","4732","-1474","-1435"
"policy_revenue","6370","6111","5717","5384","4901","4956","4923","4078","3347","3361","3303"
"underwriting_profit","1927","2443","1443","1521","579","904","-1554","4829","4629","1572","2872"
"book_value","","16839","14862","14580","14483","16237","18088","16207","5598","5008","4260"
"tangible_book_value","","16128","14221","13972","13915","15735","17584","15677","5139","4592","4260"
"roa","","0.01","-0.01","","","","","0.01","0.02","",""
"roe","","0.13","-0.19","-0.03","0.06","-0.05","-0.06","0.1","0.36","-0.21","-0.22"
"roi","","0.07000000000000001","-0.04","0.02","0.05","0.02","0.03","","0.03","0.01","-0.01"
"ebitda_margin","0.17","0.17","-1.53","-0.09","0.12","-0.17","-0.17","0.5600000000000001","0.71","-0.37","-0.54"
"operating_margin","0.16","0.16","-1.54","-0.09","0.11","-0.17","-0.17","0.5600000000000001","0.71","-0.37","-0.54"
"pretax_margin","0.16","0.16","-1.54","-0.09","0.11","-0.17","-0.17","0.5600000000000001","0.71","-0.37","-0.54"
"net_income_margin","0.12","0.13","-0.96","-0.06","0.1","-0.12","-0.13","0.46","0.59","-0.28","-0.42"
"underwriting_margin","0.3","0.4","0.25","0.28","0.12","0.18","-0.32","1.18","1.38","0.47","0.87"
"assets_to_equity","","13.46","14.93","15.38","14.24","14","13.7","16.03","40.17","47.19","56.26"
"equity_to_assets","","0.07000000000000001","0.07000000000000001","0.07000000000000001","0.07000000000000001","0.07000000000000001","0.07000000000000001","0.06","0.02","0.02","0.02"
"premiums_per_share","12.22","13.68","9.960000000000001","7.21","7.51","7.84","8.029999999999999","8.369999999999999","9","12.54","12.84"
"revenue_per_share","76.98999999999999","72.45","24.93","57.12","72.33","56.24","86.69","42.44","90.09999999999999","59.84","40.87"
"ebitda_per_share","12.71","12.12","-38.2","-4.99","8.4","-9.35","-14.88","23.78","64.31","-22.33","-22.64"
"operating_income_per_share","12.45","11.91","-38.34","-5.13","8.25","-9.35","-14.88","23.78","64.31","-22.33","-22.64"
"pretax_income_per_share","12.45","11.91","-38.34","-5.13","8.25","-9.35","-14.88","23.78","64.31","-22.33","-22.64"
"book_value_per_share","","137.21","121.1","121.73","120.87","144.32","189.7","191.88","76.08","75.86","67.58"
"tangible_book_per_share","","131.42","115.88","116.65","116.13","139.86","184.41","185.6","69.84","69.56","67.58"
"payout_ratio","","","","","","","","","","",""
"premiums_growth","","0.12","-0.27","-0.29","0.04","-0.02","-0.13","-0.08","-0.06","0.25",""
"policy_revenue_growth","","-0.04","-0.06","-0.06","-0.09","0.01","-0.01","-0.17","-0.18","",""
"revenue_growth","","-0.06","-0.66","1.24","0.27","-0.27","0.31","-0.57","0.85","-0.4",""
"ebitda_growth","","-0.05","-4.15","0.87","2.68","-2.04","-0.35","2.42","1.36","-1.31",""
"operating_income_growth","","-0.04","-4.22","0.87","2.61","-2.06","-0.35","2.42","1.36","-1.31",""
"pretax_income_growth","","-0.04","-4.22","0.87","2.61","-2.06","-0.35","2.42","1.36","-1.31",""
"net_income_growth","","-0.03","-3.63","0.87","3.29","-1.86","-0.43","2.55","1.36","-1.29",""
"eps_diluted_growth","","-0.03","-3.63","0.87","3.28","-1.94","-0.71","2.59","1.79","-1.36",""
"shares_diluted_growth","","","","-0.02","","-0.06","-0.15","-0.11","-0.13","-0.1",""
"cash_and_equiv_growth","","","2.33","-0.64","1.23","-0.31","0.43","0.09","-0.08","-0.06",""
"total_investments_growth","","","-0.02","0.05","","0.16","0.14","0.07000000000000001","-0.09","0.05",""
"total_assets_growth","","","-0.02","0.01","-0.08","0.1","0.09","0.05","-0.13","0.05",""
"total_equity_growth","","","-0.12","-0.02","-0.01","0.12","0.11","-0.1","-0.65","-0.11",""
"shares_eop","122.724","122.724","122.724","119.773","117.532","106.027","88.212","77.87","68.27800000000001","63.503","62.11"
"dividends","","","","","","","","","","",""
"price_to_earnings","","","","-18.58","4.14","-5.62","-3.01","2.46","0.9","-3.02","-2.92"
"price_to_book","","","","0.48","0.25","0.26","0.18","0.25","0.63","0.67","0.76"
"price_to_sales","","","","1.03","0.41","0.66","0.39","1.13","0.53","0.85","1.22"
"price_to_tangible_book","","","","0.5","0.26","0.26","0.18","0.26","0.68","0.73","0.76"
"market_cap","","","","7023.48872","3582.37536","4159.43921","3193.71546","4033.666","3500.61306","3360.57876","3226.1463"
"period_end_price","","","","58.64","30.48","39.23","36.21","51.8","51.27","52.92","52.92"
