"Company: ","Aecom Technology Corporation (ACM:US)","","","","","","","","","","","","","","","","","","","","","",""
"Exchange: ","NYSE","","","","","","","","","","","","","","","","","","","","","",""
"Last Close Price: ","89.26000000000001","","","","","","","","","","","","","","","","","","","","","",""
"Industry: ","Construction & Engineering","","","","","","","","","","","","","","","","","","","","","",""
"Currency: ","USD","","","","","","","","","","","","","","","","","","","","","",""
"Country: ","US","","","","","","","","","","","","","","","","","","","","","",""
"Market Cap.: ","12401","","","","","","","","","","","","","","","","","","","","","",""
"Enterprise Value: ","13317","","","","","","","","","","","","","","","","","","","","","",""
"period_end_date","2002-09","2003-09","2004-09","2005-09","2006-09","2007-09","2008-09","2009-09","2010-09","2011-09","2012-09","2013-09","2014-09","2015-09","2016-09","2017-09","2018-09","2019-09","2020-09","2021-09","2022-09","2023-09","TTM"
"revenue","1747","1915","2011.975","2395.34","3421.492","4237.27","5194.682","6119.465","6545.791","8037.374","8218.18","8153.495","8356.782999999999","17989.88","17410.825","18203.402","13878.316","13642.455","13239.976","13340.852","13148.182","14378.461","15349.687"
"cogs","1269","1381","","1717.863","2515.684","3076.092","4907.784","5768.262","6115.52","7570.672","7796.321","7703.507","7953.607","17454.692","16768.001","17519.682","13399.283","13030.8","12530.416","12542.431","12300.208","13432.996","14342.16"
"gross_profit","478","534","2011.975","677.477","905.808","1161.178","286.898","351.203","430.271","466.702","421.859","449.988","403.176","535.188","642.824","683.72","479.033","611.655","709.5599999999999","798.421","847.974","945.465","1007.527"
"sga","430","467","","581.529","808.953","1017.067","70.58199999999999","86.89400000000001","110.463","90.298","80.90300000000001","97.318","80.908","113.975","115.088","133.309","135.787","148.123","188.535","155.072","147.309","153.575","164.226"
"rnd","","","","","","","","","","","","","","","","","","","","","","",""
"special_charges","","","","","","","","","","","","","","","","","","","","","","",""
"other_opex","-1","-2","","-2.352","-6.554","-11.828","22.191","-22.557","-20.987","","","","","","","","","","","","","",""
"total_opex","429","465","","579.177","802.399","1005.239","92.773","64.337","89.476","90.298","80.90300000000001","97.318","80.908","113.975","115.088","133.309","135.787","148.123","188.535","155.072","147.309","153.575","164.226"
"operating_income","49","69","2011.975","98.3","103.409","155.939","194.125","286.866","340.795","376.404","340.956","352.67","322.268","421.213","527.736","550.4109999999999","343.246","463.532","521.025","643.349","700.665","791.89","843.301"
"net_interest_income_normal","","","","","","","1.336","-10.691","-9.928000000000001","-42.051","-46.726","-44.737","-40.842","-299.627","-258.162","-231.31","-201.023","-161.482","-159.914","-231.632","-102.064","-119.091","-117.165"
"other_nonoperating_income","-15","-13","-2011.975","-15.507","-24.5","-8.439","27.554","1.713","10.25","49.827","-276.747","27.841","33.362","-273.056","-144.019","110.081","69.985","-52.88","-128.508","-2.913","-47.919","-459.399","-495.673"
"pretax_income","34","56","","82.79300000000001","78.90900000000001","147.5","223.015","277.888","341.117","384.18","17.483","335.774","314.788","-151.47","125.555","429.182","212.208","249.17","232.603","408.804","550.682","213.4","230.463"
"income_tax","11","","","-28.979","-25.223","-47.203","-76.49299999999999","-77.002","-91.696","-100.09","-74.416","-92.578","-82.024","80.23699999999999","37.917","-7.706","3.494","-13.498","-45.753","-89.011","-136.051","-56.052","-61.225"
"net_income_continuing","45","56","","53.814","53.686","100.297","146.522","200.886","249.421","284.09","-56.933","243.196","232.764","-71.233","163.472","421.476","215.702","235.672","186.85","319.793","414.631","157.348","169.238"
"net_income_discontinued","","","","","","","0.704","2.992","-0.077","","","","","","","","-18.575","-419.662","-340.591","-116.813","-79.929","-57.207","-125.719"
"income_allocated_to_minority_interest","","","","-8.452999999999999","-13.924","-16.404","-13.59","-14.182","-12.457","-8.289999999999999","-1.634","-3.953","-2.91","-83.61199999999999","-67.363","-82.086","-60.659","-77.06","-32.629","-29.795","-24.091","-44.809","-57.302"
"other_income_statement_items","-22","-19","50.436","8.452999999999999","13.924","16.404","13.59","2.8421709430404E-14","-2.8421709430404E-14","","-7.105427357601E-15","","","","-1.4210854715202E-14","","-2.8421709430404E-14","-5.6843418860808E-14","-2.8421709430404E-14","","","-2.1316282072803E-14","2.3314683517128E-14"
"net_income","23","37","50.436","53.814","53.686","100.297","147.226","189.696","236.887","275.8","-58.567","239.243","229.854","-154.845","96.10899999999999","339.39","136.468","-261.05","-186.37","173.185","310.611","55.332","-13.783"
"preferred_dividends","","2","5.443","5.506","2.205","0.249","0.168","0.139","0.127","0.002","","","","","","","","","","","","",""
"net_income_available_to_shareholders","23","35","44.993","48.308","51.481","100.048","147.058","189.557","236.76","275.798","-58.567","239.243","229.854","-154.845","96.10899999999999","339.39","136.468","-261.05","-186.37","173.185","310.611","55.332","-13.783"
"eps_basic","0.4","0.67","1.71","1.86","0.9399999999999999","1.37","1.45","1.76","2.07","2.35","-0.52","2.38","2.36","-1.04","0.62","2.18","0.86","-1.66","-1.17","1.18","2.21","0.4","-0.09"
"eps_diluted","0.29","0.65","1.57","1.68","0.74","1.15","1.41","1.73","2.05","2.33","-0.52","2.35","2.33","-1.04","0.62","2.13","0.84","-1.66","-1.17","1.16","2.18","0.39","-0.09"
"shares_basic","56.965","52.858","26.3","25.94","54.856","73.09099999999999","101.456","108.003","114.344","117.396","111.875","100.618","97.226","149.605","154.772","155.728","159.101","157.044","159.005","147.279","140.768","138.614","138.614"
"shares_diluted","78.5","57.178","32.127","31.989","72.658","87.53700000000001","104.215","109.706","115.463","118.345","111.875","101.942","98.657","149.605","156.073","159.135","162.261","159.684","161.292","149.676","142.696","140.109","140.109"
"cash_and_equiv","28","120","","54.352","127.87","414.515","197.122","290.777","612.857","456.94","593.776","600.677","574.188","683.893","692.145","802.362","886.7329999999999","885.639","1708.332","1229.196","1172.209","1260.206","1260.206"
"st_investments","","","","","","3.179","81.449","","","","","","","","","","","","","","","",""
"receivables","","","","703.837","913.178","1091.682","1639.213","1732.959","2170.188","2425.42","2395.9","2342.3","2656.541","4922.661","4578.565","5183.099","5595.586","4500.095","4567.862","4065.886","3812.187","4083.986","4083.986"
"inventories","","","","","","","","","","","","","","","","","","","","","","",""
"other_current_assets","","","","64.072","52.827","67.087","198.566","190.799","163.454","107.706","157.617","188.625","203.384","639.5309999999999","730.061","696.761","645.003","2148.911","1254.172","878.461","838.414","825.319","825.319"
"total_current_assets","28","120","","822.261","1093.875","1576.463","2116.35","2214.535","2946.499","2990.066","3147.293","3131.602","3434.113","6246.085","6000.771","6682.222","7127.322","7534.645","7530.366","6173.543","5822.81","6169.511","6169.511"
"equity_and_other_investments","","","","","","","46.432","34.505","53.235","71.124","91.04900000000001","106.422","142.901","321.625","330.485","364.223","310.661","256.131","297.595","328.906","354.983","139.236","139.236"
"ppe_gross","","","","107.893","116.74","169.137","366.739","427.834","507.757","648.126","676.3","663.1","722.1","1208.5","1221","1298.7","1348.1","1090","1699.015","1687.476","1664.573","1601.444","1601.444"
"accumulated_depreciation","","","","-28.365","-26.417","-50.935","-143.522","-198.999","-248.973","-324.3","-350.4","-392.4","-440.1","-509.2","-576","-677.3","-734","-684.4","-665.2","-681.5","-696.6","-771.8","-771.8"
"ppe_net","","","","79.52800000000001","90.32299999999999","118.202","223.217","228.835","258.784","323.826","325.9","270.7","282","699.3","645","621.4","614.1","405.6","1033.815","1005.976","967.973","829.644","829.644"
"intangible_assets","","","","32.219","18.166","30.931","80.29600000000001","61.978","108.641","119.14","97.002","83.104","90.19799999999999","659.402","479.403","415.101","319.896","99.60299999999999","76.901","54.899","35.601","17.8","17.8"
