"Company: ","Cboe Global Markets Inc (CBOE:US)","","","","","","","","","","","","","","","",""
"Exchange: ","BATS","","","","","","","","","","","","","","","",""
"Last Close Price: ","168.94","","","","","","","","","","","","","","","",""
"Industry: ","Capital Markets","","","","","","","","","","","","","","","",""
"Currency: ","USD","","","","","","","","","","","","","","","",""
"Country: ","US","","","","","","","","","","","","","","","",""
"Market Cap.: ","17764","","","","","","","","","","","","","","","",""
"Enterprise Value: ","18609","","","","","","","","","","","","","","","",""
"period_end_date","2008-12","2009-12","2010-12","2011-12","2012-12","2013-12","2014-12","2015-12","2016-12","2017-12","2018-12","2019-12","2020-12","2021-12","2022-12","2023-12","TTM"
"revenue","416.783","426.082","437.104","508.144","512.338","572.05","617.225","663.8","703.1","2229.1","2768.8","2496.1","3427.1","3494.8","3958.5","3773.5","3742.5"
"cogs","","","41.353","47.822","46.135","174.659","187.844","208","249.9","1434.9","1780.7","1558.2","2172.8","2307.2","2579.8","2281.3","2118"
"gross_profit","416.783","426.082","395.751","460.322","466.203","397.391","429.381","455.8","453.2","794.2","988.1","937.9","1254.3","1187.6","1378.7","1492.2","1624.5"
"sga","196.959","215.351","106.243","104.454","104.196","38.828","36.056","50.1","53.1","66","68.3","68.3","292.1","93.40000000000001","112.7","129.6","228"
"rnd","","","","","","","","","","","","","","","","",""
"special_charges","","","","","","","","","","","","","","","","",""
"other_opex","32.514","33.146","122.167","114.236","117.91","72.749","79.524","85.8","88.3","271.9","290.4","283.9","254.8","272.7","295.6","297.3","302.5"
"total_opex","229.473","248.497","228.41","218.69","222.106","111.577","115.58","135.9","141.4","337.9","358.7","352.2","546.9","366.1","408.3","426.9","530.5"
"operating_income","187.31","177.585","167.341","241.632","244.097","285.814","313.801","319.9","311.8","456.3","629.4","585.7","707.4","821.5","970.4","1065.3","1094"
"net_interest_income_normal","-0.019","-0.875","-0.896","-0.879","","","","","-5.7","-41.3","-38.2","-35.9","-37.6","-47.4","-56.4","-50.4","-44.2"
"other_nonoperating_income","6.116","0.52","-1.822","-0.669","-1.546","-2.158","-4.104","4.1","0.5","-80.59999999999999","-20","-48.4","-9.4","-18","-481.1","32.7","41.7"
"pretax_income","193.407","177.23","164.623","240.084","242.551","283.656","309.697","324","306.6","334.4","571.2","501.4","660.4","756.1","432.9","1047.6","1091.5"
"income_tax","-78.119","-70.779","-65.227","-100.678","-85.15600000000001","-107.657","-119.983","-119","-120.9","66.2","-146","-130.6","-192.2","-227.1","-197.9","-286.2","-294"
"net_income_continuing","115.288","106.451","99.396","139.406","157.395","175.999","189.714","205","185.7","400.6","425.2","370.8","468.2","529","235","761.4","797.5"
"net_income_discontinued","","","","","","","","","","","","","","","","",""
"income_allocated_to_minority_interest","","","","","","","","","1.1","1.1","1.3","4.1","","","","",""
"other_income_statement_items","-1.4210854715202E-14","","1.4210854715202E-14","","2.8421709430404E-14","-2.8421709430404E-14","","","","","-5.6843418860808E-14","","","","2.8421709430404E-14","1.1368683772162E-13","-5.6843418860808E-14"
"net_income","115.288","106.451","99.396","139.406","157.395","175.999","189.714","205","186.8","401.7","426.5","374.9","468.2","529","235","761.4","797.5"
"preferred_dividends","","","","","","","","","","","","","","","","",""
"net_income_available_to_shareholders","115.288","106.451","99.396","139.406","157.395","175.999","189.714","205","186.8","401.7","426.5","374.9","468.2","529","235","761.4","797.5"
"eps_basic","1.27","1.17","1.03","1.52","1.78","1.99","2.21","2.46","2.27","3.7","3.78","3.35","4.28","4.93","2.2","7.16","7.5"
"eps_diluted","1.24","1.17","1.03","1.52","1.78","1.99","2.21","2.46","2.27","3.69","3.76","3.34","4.27","4.92","2.19","7.13","7.46"
"shares_basic","90.733","90.733","95.754","89.994","87.45999999999999","87.331","85.40600000000001","83.09999999999999","81.40000000000001","107.2","111.8","111.4","109.1","107","106.3","105.8","105.8"
"shares_diluted","92.95099999999999","90.733","95.754","89.994","87.45999999999999","87.331","85.40600000000001","83.09999999999999","81.40000000000001","107.5","112.2","111.8","109.3","107.2","106.7","106.2","106.2"
"cash_and_equiv","281.423","383.73","53.789","134.936","135.597","221.341","147.927","102.253","97.3","143.5","275.1","229.3","245.4","341.9","432.7","543.2","543.2"
"st_investments","","","","","","","","","","47.3","35.7","71","92.40000000000001","37.1","91.7","57.5","57.5"
"receivables","46.828","43.077","51.098","49.529","62.599","80.79600000000001","90.586","96.11799999999999","130.4","234.5","357.7","291.5","390.4","369.6","418.1","411.8","411.8"
"inventories","","","","","","","","","","","","","","","","",""
"other_current_assets","32.974","6.256","5.047","5.217","4.713","6.724","5.594","5.747","7.4","9.4","15.2","15.8","838.6","782.7","613.5","966.8","966.8"
"total_current_assets","361.225","433.063","109.934","189.682","202.909","308.861","244.107","204.118","235.1","434.7","683.7","607.6","1566.8","1531.3","1556","1979.3","1979.3"
"equity_and_other_investments","5.699","3.09","12.615","14.305","14.27","14.581","12.351","48.43","72.90000000000001","82.7","86.2","61.2","42.7","245.8","253.2","345.3","345.3"
"ppe_gross","279.143","299.83","308.271","320","330.6","341.822","359.656","220.927","220.9","227.9","248.3","219","340.1","455","481.8","461","461"
"accumulated_depreciation","-189.295","-203.665","-221.273","-238.288","-251.642","-269.614","-287.886","-155.653","-160.1","-149.1","-171.7","-118.6","-146.5","-237.4","-259.6","-215.2","-215.2"
"ppe_net","89.848","96.16500000000001","86.998","81.712","78.958","72.208","71.77","65.274","60.8","78.8","76.59999999999999","100.4","193.6","217.6","222.2","245.8","245.8"
"intangible_assets","39.367","39.63","44.565","42.169","42.721","45.939","55.673","59.306","71.59999999999999","1943.2","1754.7","1619.6","1766.5","1707.7","1717.1","1604.8","1604.8"
"goodwill","","","","","","","","7.66","26.5","2707.4","2691.4","2682.1","2895.1","3025.4","3122.8","3140.6","3140.6"
"other_lt_assets","-5.6843418860808E-14","","","","","","","","9.800000000000001","18.9","28.4","43","51.799999999999","86.7","127.6","171.7","171.7"
"total_assets","496.139","571.948","254.112","327.868","338.858","441.589","383.901","384.788","476.7","5265.7","5321","5113.9","6516.5","6814.5","6998.9","7487.5","7487.5"
"accounts_payable","55.137","42.958","40.084","1.877","0.735","4.219","2.779","1.762","6.5","43.2","12.8","21","28.5","19.5","27.5","24.7","24.7"
"tax_payable","","","","2.229","1.932","1.824","3.716","3.732","","2.6","4.1","4","4.2","8.199999999999999","93.90000000000001","83.3","83.3"
"current_accrued_liabilities","","","","23.616","24.175","24.722","30.813","32.939","43.6","84.2","122.9","54.6","73.2","96.3","121","115.2","115.2"
"st_debt","","","","","","","","","","","299.8","","68.7","","304.7","",""
"current_deferred_revenue","26.379","0.207","0.28","0.351","1.084","1.1","1.988","4.019","3.1","15.4","8.5","4.5","10.2","15.2","11.7","5.9","5.9"
"current_deferred_tax_liability","","","","","","","","","","","","","","","","",""
"other_current_liabilities","9.412000000000001","315.57","8.452","24.214","24.224","75.593","34.369","31.545","36.7","188.6","147.8","197.5","1128.5","1030.1","918.4","1133.5","1133.5"
"total_current_liabilities","90.928","358.735","48.816","52.287","52.15","107.458","73.66500000000001","73.997","89.90000000000001","334","595.9","281.6","1313.3","1169.3","1477.2","1383.4","1383.4"
"lt_debt","","","","","","","","","","1237.9","915.6","867.6","1135.2","1299.3","1437.3","1439.2","1439.2"
"noncurrent_capital_leases","","","","","","","","","","","","46.7","132.1","129.2","129.3","150.8","150.8"
"pension_liabilities","1.316","1.444","1.782","1.781","1.794","2.11","1.612","1.896","","","","","","","","",""
"noncurrent_deferred_revenue","19.18","20.576","20.482","21.439","20.989","13.745","13.677","5.309","","488.2","436.8","399.7","377.6","372.7","222.9","217.8","217.8"
"other_lt_liabilities","3.055","3.059","7.158","16.091","24.803","33.759","44.88","43.941","68.90000000000001","95","131.7","162.7","209.4","239.2","266.9","311.3","311.3"
"total_liabilities","114.479","383.814","78.238","91.598","99.736","157.072","133.834","125.143","158.8","2155.1","2080","1758.3","3167.6","3209.7","3533.6","3502.5","3502.5"
"common_stock","20","20","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"preferred_stock","","","","","","","","","","","","","","","","",""
"retained_earnings","360.318","166.769","133.087","232.121","275.491","349.29","472.005","603.597","710.8","993.3","1288.2","1512.6","1809.8","2145.5","2171.1","2525.2","2525.2"
"aoci","-0.824","-0.801","-0.972","-0.899","-0.893","-1.05","-0.6889999999999999","-0.824","-0.8","50.7","11.5","37.6","75","55.6","-31","-9.4","-9.4"
"apic","2.592","2.592","42.858","55.469","67.812","90.985","110.112","123.577","139.2","2623.7","2660.2","2691.3","2713.3","1509.4","1455.1","1478.6","1478.6"
"treasury_stock","","","","-51.329","-104.201","-155.627","-332.287","-467.632","-532.2","-558.3","-720.1","-887.1","-1250.4","-106.8","-131","-10.5","-10.5"
"other_equity","-0.42599999999993","-0.42600000000004","-0.09899999999999","-0.09200000000001299","-0.08700000000001801","-0.081000000000017","-0.074000000000012","-0.07300000000003601","-0.10000000000002","0.20000000000027","0.20000000000027","0.19999999999982","0.19999999999982","0.10000000000036","0.10000000000036","0.10000000000036","0.10000000000036"
"minority_interest_liability","","","","","","","","","","","","","","","","",""
"total_equity","381.66","188.134","175.874","236.27","239.122","284.517","250.067","259.645","317.9","3110.6","3241","3355.6","3348.9","3604.8","3465.3","3985","3985"
"total_liabilities_and_equity","496.139","571.948","254.112","327.868","338.858","441.589","383.901","384.788","476.7","5265.7","5321","5113.9","6516.5","6814.5","6998.9","7487.5","7487.5"
"cfo_net_income","115.288","106.451","99.396","139.406","157.395","175.999","189.714","205","185.7","400.6","425.2","370.8","468.2","529","235","761.4","797.5"
"cfo_da","25.656","27.725","29.96","34.184","31.573","34.602","40","46.3","44.4","192.2","204","176.6","158.5","167.4","166.8","158","153.9"
"cfo_receivables","-9.77","3.751","-8.021000000000001","1.569","-13.07","-18.196","-9.789999999999999","-6.2","-34.2","21.4","-123.5","63.8","-84.59999999999999","22.3","-55.2","13.1","16.5"
"cfo_inventory","","","","","","","","","","","","","","","","",""
"cfo_prepaid_expenses","-0.969","0.462","0.535","0.704","0.006","0.139","-0.615","-0.5","-0.2","-7.3","-15.8","-16.9","","","","",""
"cfo_other_working_capital","33.783","-28.077","-10.215","11.672","11.082","15.934","23.182","-3.1","30.8","-68.2","52.5","5.2","928","-135.9","-28.9","162.5","-14.6"
"cfo_change_in_working_capital","23.044","-23.864","-17.701","13.945","-1.982","-2.123","12.777","-9.800000000000001","-3.6","-54.1","-86.8","52.1","843.4","-113.6","-84.09999999999999","175.6","1.9"
"cfo_deferred_tax","-0.206","1.367","0.021","0.9399999999999999","-0.495","-7.145","-0.29","-8.300000000000001","-8.800000000000001","-238.4","-47.7","-37.2","-30.9","-18.9","-155.7","-15.2","-6.3"
"cfo_stock_comp","","","20.8","12.62","12.35","20.82","15.58","12.2","14.5","52.6","35.1","21.8","21.7","26.6","30.7","41.3","36.1"
"cfo_other_noncash_items","1.163","1.087","2.437","2.034","1.694","2.227","4.876","-0.099999999999966","-2.6","21.5","4.9000000000001","48.7","-2.0999999999999","6.3","458.4","-45.5","-42.7"
"cf_cfo","164.945","112.766","134.913","203.129","200.535","224.38","262.657","245.3","229.6","374.4","534.7","632.8","1458.8","596.8","651.1","1075.6","940.4"
"cfi_ppe_net","0.105","-37.997","-23.556","-29.143","-30.066","-28.673","-50.154","-39.3","-44.4","-37.5","-36.3","-35.1","-47.4","-51","-59.8","-45","-39.9"
"cfi_acquisitions_net","","","-7.99","-1.25","-2.911","-0.612","","-3","-16.3","-1414.1","","","-351.5","-151.5","-708.3","",""
"cfi_investment_net","1.5","1.5","-7.99","-1.25","","-1.92","-1.987","-37.1","-23.7","15.1","10.7","19.2","-32.1","-150.8","-67","-11.2","-30.8"
"cfi_intangibles_net","","","","","","","","","","","","","","","","0.8",""
"cfi_other","-65.724","26.157","6.992","1.362","","0.0079999999999991","0.0030000000000072","","","","7.105427357601E-15","-1.7763568394003E-15","0.5","0.6000000000000201","-1.1368683772162E-13","0.30000000000002","0.39999999999999"
"cf_cfi","-64.119","-10.34","-32.544","-30.281","-32.977","-31.197","-52.138","-79.40000000000001","-84.40000000000001","-1436.5","-25.6","-15.9","-430.5","-352.7","-835.1","-55.1","-70.3"
"cff_common_stock_net","","","0.791","-51.329","-52.872","-51.426","-176.66","-135.4","-64.59999999999999","-26.1","-140.9","-156.9","-349.1","-81.3","-100.9","-83.90000000000001","-90.5"
"cff_pfd_net","","","","","","","","","","","","","","","","",""
"cff_debt_net","","","","","","","","-4","","1243.9","-25","-350","338.7","90","443.6","-305","-305"
"cff_dividend_paid","","","-133.078","-40.372","-114.025","-58.369","-110.83","-73.40000000000001","-78.5","-118.1","-130.3","-150","-170.6","-193.3","-209.4","-223.5","-228.7"
"cff_other","-0.828","-0.119","-300.023","","","2.356","3.557","1.3","-7.1","-2.2737367544323E-13","-75.40000000000001","-6","-20.7","-15.7","-51.6","-43.7","-59.3"
"cf_cff","-0.828","-0.119","-432.31","-91.70099999999999","-166.897","-107.439","-283.933","-211.5","-150.2","1099.7","-371.6","-662.9","-201.7","-200.3","81.7","-656.1","-683.5"
"ebitda","212.966","205.31","197.301","275.816","275.67","320.416","353.801","366.2","356.2","648.5","833.4","762.3","865.9","988.9","1137.2","1223.3","1247.9"
"capex","0.105","-37.997","-23.556","-29.143","-30.066","-28.673","-50.154","-39.3","-44.4","-37.5","-36.3","-35.1","-47.4","-51","-59.8","-45","-39.9"
"fcf","165.05","74.76900000000001","111.357","173.986","170.469","195.707","212.503","206","185.2","336.9","498.4","597.7","1411.4","545.8","591.3","1030.6","900.5"
"book_value","381.66","188.134","175.874","236.27","239.122","284.517","250.067","259.645","317.9","3110.6","3241","3355.6","3348.9","3604.8","3465.3","3985","4024.1"
"tangible_book_value","342.293","148.504","131.309","194.101","196.401","238.578","194.394","192.679","219.8","-1540","-1205.1","-946.1","-1312.7","-1128.3","-1374.6","-760.4","-677.7"
"roa","","0.2","0.24","0.48","0.47","0.45","0.46","0.53","0.43","0.14","0.08","0.07000000000000001","0.08","0.08","0.03","0.11","0.1"
"roe","","0.37","0.55","0.68","0.66","0.67","0.71","0.8","0.65","0.23","0.13","0.11","0.14","0.15","0.07000000000000001","0.2","0.21"
"roic","","0.37","0.55","0.68","0.66","0.67","0.71","0.8","0.65","0.17","0.1","0.09","0.1","0.11","0.05","0.14","0.14"
"roce","","0.57","0.8","1","0.87","0.92","0.97","1.03","0.89","0.17","0.13","0.12","0.14","0.15","0.17","0.18","0.18"
"rotce","","0.66","1","1.23","1.02","1.07","1.16","1.28","1.17","1.6","1.46","1.06","1.24","1.08","1.02","0.91","0.86"
"gross_margin","1","1","0.91","0.91","0.91","0.6899999999999999","0.7","0.6899999999999999","0.64","0.36","0.36","0.38","0.37","0.34","0.35","0.4","0.43"
"ebitda_margin","0.51","0.48","0.45","0.54","0.54","0.5600000000000001","0.57","0.55","0.51","0.29","0.3","0.31","0.25","0.28","0.29","0.32","0.33"
"operating_margin","0.45","0.42","0.38","0.48","0.48","0.5","0.51","0.48","0.44","0.2","0.23","0.23","0.21","0.24","0.25","0.28","0.29"
"pretax_margin","0.46","0.42","0.38","0.47","0.47","0.5","0.5","0.49","0.44","0.15","0.21","0.2","0.19","0.22","0.11","0.28","0.29"
"net_income_margin","0.28","0.25","0.23","0.27","0.31","0.31","0.31","0.31","0.27","0.18","0.15","0.15","0.14","0.15","0.06","0.2","0.21"
"fcf_margin","0.4","0.18","0.25","0.34","0.33","0.34","0.34","0.31","0.26","0.15","0.18","0.24","0.41","0.16","0.15","0.27","0.24"
"assets_to_equity","1.3","3.04","1.44","1.39","1.42","1.55","1.54","1.48","1.5","1.69","1.64","1.52","1.95","1.89","2.02","1.88","2.03"
"equity_to_assets","0.77","0.33","0.6899999999999999","0.72","0.71","0.64","0.65","0.67","0.67","0.59","0.61","0.66","0.51","0.53","0.5","0.53","0.49"
"debt_to_equity","","","","","","","","","","0.4","0.38","0.27","0.4","0.4","0.54","0.4","0.39"
"debt_to_assets","","","","","","","","","","0.24","0.23","0.18","0.21","0.21","0.27","0.21","0.19"
"revenue_per_share","4.48","4.7","4.56","5.65","5.86","6.55","7.23","7.99","8.640000000000001","20.74","24.68","22.33","31.35","32.6","37.1","35.53","35.26"
"ebitda_per_share","2.29","2.26","2.06","3.06","3.15","3.67","4.14","4.41","4.38","6.03","7.43","6.82","7.92","9.220000000000001","10.66","11.52","11.76"
"operating_income_per_share","2.02","1.96","1.75","2.68","2.79","3.27","3.67","3.85","3.83","4.24","5.61","5.24","6.47","7.66","9.09","10.03","10.31"
"pretax_income_per_share","2.08","1.95","1.72","2.67","2.77","3.25","3.63","3.9","3.77","3.11","5.09","4.48","6.04","7.05","4.06","9.859999999999999","10.28"
"fcf_per_share","1.78","0.82","1.16","1.93","1.95","2.24","2.49","2.48","2.28","3.13","4.44","5.35","12.91","5.09","5.54","9.699999999999999","8.49"
"book_value_per_share","4.11","2.07","1.84","2.63","2.73","3.26","2.93","3.12","3.91","28.94","28.89","30.01","30.64","33.63","32.48","37.52","37.93"
"tangible_book_per_share","3.68","1.64","1.37","2.16","2.25","2.73","2.28","2.32","2.7","-14.33","-10.74","-8.460000000000001","-12.01","-10.53","-12.88","-7.16","-6.39"
"payout_ratio","","","0.19","0.29","0.3","0.33","0.35","0.36","0.42","0.28","0.31","0.4","0.37","0.37","0.89","0.29","0.29"
"revenue_growth","","0.02","0.03","0.16","0.01","0.12","0.08","0.08","0.06","2.17","0.24","-0.1","0.37","0.02","0.13","-0.05",""
"gross_profit_growth","","0.02","-0.07000000000000001","0.16","0.01","-0.15","0.08","0.06","-0.01","0.75","0.24","-0.05","0.34","-0.05","0.16","0.08",""
"ebitda_growth","","-0.04","-0.04","0.4","","0.16","0.1","0.04","-0.03","0.82","0.29","-0.09","0.14","0.14","0.15","0.08",""
"operating_income_growth","","-0.05","-0.06","0.44","0.01","0.17","0.1","0.02","-0.03","0.46","0.38","-0.07000000000000001","0.21","0.16","0.18","0.1",""
"pretax_income_growth","","-0.08","-0.07000000000000001","0.46","0.01","0.17","0.09","0.05","-0.05","0.09","0.71","-0.12","0.32","0.14","-0.43","1.42",""
"net_income_growth","","-0.08","-0.07000000000000001","0.4","0.13","0.12","0.08","0.08","-0.09","1.15","0.06","-0.12","0.25","0.13","-0.5600000000000001","2.24",""
"eps_diluted_growth","","-0.06","-0.12","0.48","0.17","0.12","0.11","0.11","-0.08","0.63","0.02","-0.11","0.28","0.15","-0.55","2.26",""
"shares_diluted_growth","","-0.02","0.06","-0.06","-0.03","","-0.02","-0.03","-0.02","0.32","0.04","","-0.02","-0.02","","",""
"cash_and_equiv_growth","","0.36","-0.86","1.51","","0.63","-0.33","-0.31","-0.05","0.47","0.92","-0.17","0.07000000000000001","0.39","0.27","0.26",""
"ppe_growth","","0.07000000000000001","-0.1","-0.06","-0.03","-0.09","-0.01","-0.09","-0.07000000000000001","0.3","-0.03","0.31","0.93","0.12","0.02","0.11",""
"total_assets_growth","","0.15","-0.5600000000000001","0.29","0.03","0.3","-0.13","","0.24","10.05","0.01","-0.04","0.27","0.05","0.03","0.07000000000000001",""
"total_equity_growth","","-0.51","-0.07000000000000001","0.34","0.01","0.19","-0.12","0.04","0.22","8.779999999999999","0.04","0.04","","0.08","-0.04","0.15",""
"cfo_growth","","-0.32","0.2","0.51","-0.01","0.12","0.17","-0.07000000000000001","-0.06","0.63","0.43","0.18","1.31","-0.59","0.09","0.65",""
"capex_growth","","-362.88","0.38","-0.24","-0.03","0.05","-0.75","0.22","-0.13","0.16","0.03","0.03","-0.35","-0.08","-0.17","0.25",""
"fcf_growth","","-0.55","0.49","0.5600000000000001","-0.02","0.15","0.09","-0.03","-0.1","0.82","0.48","0.2","1.36","-0.61","0.08","0.74",""
"shares_eop","92.95099999999999","102.566","90.08499999999999","88.76900000000001","87.27200000000001","86.771","84.11499999999999","82.089","81.285","112.741","111.602","110.657","107.3","106.646","105.951","105.528","105.15"
"dividends","","","0.2","0.44","0.54","0.66","0.78","0.88","0.96","1.04","1.16","1.34","1.56","1.8","1.96","2.1","2.15"
"price_to_earnings","","","20.72","16.47","16.33","25.62","28.12","25.99","32.15","34.97","25.6","35.42","21.34","26.29","56.57","24.75","24.31"
"price_to_book","","","11.71","9.720000000000001","10.75","15.85","21.33","20.52","18.89","4.52","3.37","3.96","2.98","3.86","3.84","4.73","4.82"
"price_to_sales","","","4.71","4.52","5.02","7.88","8.640000000000001","8.029999999999999","8.539999999999999","6.3","3.94","5.32","2.92","3.98","3.36","4.99","5.18"
"price_to_tangible_book","","","15.68","11.83","13.09","18.9","27.44","27.65","27.33","-9.119999999999999","-9.06","-14.04","-7.61","-12.33","-9.67","-24.78","-28.6"
