"total_noninterest_expense","4207.042","4063.843","3541.161","3617.698","2415.797","2251.088","2178","2519","2834","3206","3340","3597","3575","3781","4077","4393","4460","4651","5201","5999","6942"
"pretax_income","1218.907","924.256","1667.753","1525.713","1657.605","2120.898","1269","3511","3753","3944","3694","3612","3656","3537","3597","3835","1435","7028","5718","3826","2973"
"income_tax","-442.654","-346.341","-535.563","-561.514","-594.692","-844.713","-504","-1284","-1408","-1474","-1371","-1315","-1263","-1438","-855","-878","-294","-1606","-1344","-886","-693"
"net_income_continuing","776.253","577.915","1132.19","964.199","1062.913","1276.185","765","2227","2345","2470","2323","2297","2393","2099","2742","2957","1141","5422","4374","2940","2280"
"net_income_discontinued","","","-55.574","-375.569","-135.163","","","","","","","","","","","","","","","",""
"net_income","776.253","577.915","1076.616","588.63","927.75","1276.185","765","2227","2345","2470","2323","2297","2393","2099","2742","2957","1141","5422","4374","2940","2280"
"preferred_dividends","","","","","","53.255","90","","5","37","37","37","37","37","31","31","31","69","62","62","62"
"net_income_available_to_shareholders","776.253","577.915","1076.616","588.63","927.75","1222.93","675","2227","2340","2433","2286","2260","2356","2062","2711","2926","1110","5353","4312","2878","2218"
"eps_basic","1.63","1.21","2.26","1.23","1.9","2.39","1.23","4.06","4.47","4.97","4.91","5.14","5.77","5.43","7.81","9.09","3.6","17.75","15.45","11.27","8.77"
"eps_diluted","1.63","1.21","2.26","1.23","1.9","2.38","1.22","4.06","4.46","4.96","4.9","5.13","5.77","5.42","7.79","9.08","3.6","17.74","15.44","11.26","8.77"
"shares_basic","476.209","477.236","477.236","477.236","479.335","504.55","544","542","519","485","462","437","405","374","344","320","307","300","277","254","254"
"shares_diluted","476.209","477.236","477.236","478.879","479.357","507.907","549","543","520","487","463","438","406","374","345","320","307","300","278","254","254"
"cash_and_equiv","","307.17","349.357","1814.867","10171.143","13020.719","5098.733","2850","3926","6554","7284","9572","11914","13306","13299","6924","13564","8750","8856","11685","11685"
"loans_gross","","22803.166","23742.75","20831.117","25216.611","23625.084","48836.413","57670","61017","65771","69969","72385","77254","84248","90512","95894","90449","93684","112120","128409","128409"
"allowance_for_loan_losses","","-838.848","-832.4829999999999","-759.925","-1374.585","-1757.899","-3304.118","-2205","-1725","-1648","-1746","-1869","-2167","-2621","-3041","-3383","-8226","-6822","-7374","-9283","-9283"
"loans_net","","21964.318","22910.267","20071.192","23842.026","21867.185","45532.295","55465","59292","64123","68223","70516","75087","81627","87471","92511","82223","86862","104746","119126","119126"
"total_investments","","16.719","84.411","525.439","1227.944","6385.297","5450.395","6206","6221","4991","3949","3084","1757","1568","3370","10595","12114","6904","12208","13655","13655"
"ppe_net","","624.525","660.9","575.229","552.502","493.185","454.614","483","534","654","670","693","734","825","936","1057","1027","983","1003","1091","1091"
"intangible_assets","","66.624","201.175","59.77","203.32","195.637","188.974","188","190","185","176","168","166","163","161","155","95","","","",""
"goodwill","","255.42","533.73","255.42","255.42","255.42","255.42","255","286","284","257","255","255","255","255","255","255","255","255","255","255"
"other_lt_assets","","3709.147","4327.402","14074.188","3640.027","3803.544","3804.537","3670","4834","2549","2567","2511","2395","2343","4061","2499","3611","6488","4638","5710","5710"
"total_assets","","26943.923","29067.242","37376.105","39892.382","46020.987","60784.968","69117","75283","79340","83126","86799","92308","100087","109553","113996","112889","110242","131706","151522","151522"
"deposits_liability","","16065.632","13343.859","24711.313","28530.521","32093.012","34413.383","39578","42155","44959","46089","47531","51992","58764","67759","72746","76904","72393","91636","108931","108931"
"st_debt","","3773.06","3639.678","","","","","50","284","140","113","","","","","","","1750","","750","750"
"lt_debt","","863.745","1507.578","2134.093","1735.383","2428.101","17705.728","18287","19729","20474","22544","24650","25443","26326","27228","25701","21241","18477","20108","20581","20581"
"other_lt_liabilities","","1641.037","4801.355","4931.277","3710.655","3064.327","2209.011","2960","3337","2958","3246","3343","3550","4105","3436","3690","3860","4214","5618","6432","6432"
"total_liabilities","","22343.474","23292.47","31776.683","33976.559","37585.44","54328.122","60875","65505","68531","71992","75524","80985","89195","98423","102137","102005","96834","117362","136694","136694"
"common_stock","","","","5","5","5","5","5","5","5","5","5","5","6","6","6","6","6","6","6","6"
"preferred_stock","","","","","","1158.066","","","560","560","560","560","560","563","563","563","1056","1056","1056","1056","1056"
"retained_earnings","","2431.805","3008.421","2717.905","3046.956","3873.262","3126.488","5243","7373","9611","11467","13250","15130","16687","18906","21290","19955","24766","28207","30448","30448"
"aoci","","45.22","129.986","32.032","-66.33799999999999","-154.818","-82.548","-52","-75","-68","-138","-160","-161","-152","-156","-119","45","-94","-339","-225","-225"
"apic","","2123.324","2636.265","2846.127","2938.657","3573.231","3435.318","3508","3593","3687","3790","3885","3962","4042","4130","4206","4257","4369","4468","4553","4553"
"treasury_stock","","","","-1.419","-8.257","-19.642","-27.883","-462","-1678","-2986","-4550","-6265","-8173","-10254","-12319","-14087","-14435","-16695","-19054","-21010","-21010"
"other_equity","","0.099999999999454","0.10000000000036","-0.22300000000087","-0.19499999999971","0.44800000000032","0.47099999999955","","","","","","","","","","","","","",""
"total_equity","","4600.449","5774.772","5599.422","5915.823","8435.547","6456.846","8242","9778","10809","11134","11275","11323","10892","11130","11859","10884","13408","14344","14828","14828"
"total_liabilities_and_equity","","26943.923","29067.242","37376.105","39892.382","46020.987","60784.968","69117","75283","79340","83126","86799","92308","100087","109553","113996","112889","110242","131706","151522","151522"
"cfo_net_income","776.253","577.915","1076.616","588.63","927.75","1276.185","765","2227","2345","2470","2323","2297","2393","2099","2742","2957","1141","5422","4374","2940","2280"
"cfo_da","193.13","214.311","222.798","257.131","231.398","203.492","172","246","267","334","369","391","351","393","435","436","485","531","561","458","425"
"cfo_receivables","","","","","","","","","","","","","","","","","","","","",""
"cfo_inventory","","","","","","","","","","","","","","","","","","","","",""
"cfo_prepaid_expenses","","","","","","","","","","","","","","","","","","","","",""
"cfo_other_working_capital","-282.742","35.325","-382.915","40.813","1806.259","-108.735","112","316","237","-521","-165","-75","47","120","-556","7","254","-50","258","81","543"
"cfo_change_in_working_capital","-282.742","35.325","-382.915","40.813","1806.259","-108.735","112","316","237","-521","-165","-75","47","120","-556","7","254","-50","258","81","543"
"cfo_deferred_tax","-25.367","-43.608","76.285","-218.215","-262.354","-61.995","113","232","146","322","-11","","","","-190","-133","-672","318","-433","-626","-710"
"cfo_stock_comp","","","","35.71","92.56","44.25","37","44","47","59","60","","","","","","","","","",""
"cfo_other_noncash_items","926.6849999999999","852.131","728.003","1333.956","1708.546","2244.695","3019","533","-1","853","1250","1241","1634","2596","2760","2929","4988","-202","2380","5710","6077"
"cf_cfo","1587.959","1636.074","1720.787","2038.025","4504.159","3597.892","4218","3598","3041","3517","3826","3854","4425","5208","5191","6196","6196","6019","7140","8563","8615"
"cfi_ppe_net","-98.712","-97.96299999999999","-144.151","-118.265","-93.532","-52.544","-55","-108","-143","-231","-145","-167","-179","-218","-254","-284","-261","-194","-227","-303","-298"
"cfi_acquisitions_net","","-323.426","-1924.491","-5","-90.749","","","-401","-49","","","2","","","","","","","","",""
"cfi_investment_net","-0.643","-5.107","-66.10299999999999","-142.519","-82.121","-1603.949","-3566","-791","-138","1011","967","769","1259","128","-1845","-7146","-1270","4808","-5449","-1254","-1315"
"cfi_intangibles_net","","","","","","","","","","","","","","","","","","","","",""
"cfi_other","-1663.879","-3883.321","110.915","-1329.361","-5864.56","-4504.287","-1447","-6810","-5363","-3943","-5019","-3472","-5978","-8701","-8480","-7844","3045","-4574","-19961","-19934","-18291"
"cf_cfi","-1763.234","-4309.817","-2023.83","-1595.145","-6130.962","-6160.78","-5068","-8110","-5693","-3163","-4197","-2868","-4898","-8791","-10579","-15274","1514","40","-25637","-21491","-19904"
"cff_common_stock_net","","","","271.719","-6.838","522.437","-7","-413","-1190","-1283","-1559","-1710","-1901","-2076","-2059","-1761","-338","-2251","-2349","-1926","-722"
"cff_pfd_net","","","","","","1224.558","-1225","","560","","","","","-12","","","493","","","",""
"cff_debt_net","-286.478","-701.415","3851.978","-3278.92","-656.92","193.983","-7144","-2356","2319","2525","1990","2017","773","823","796","-1714","-4792","-896","-94","1187","2412"
"cff_dividend_paid","-637","","-500","-879.146","-116.956","-101.034","-845","-110","-209","-399","-467","-515","-514","-527","-552","-573","-576","-636","-703","-752","-771"
"cff_other","645.0119999999999","3127.611","-2730.723","11345.34","3816.157","3572.52","2149","5142","2248","2773","1137","1510","4453","6753","8961","4945","4128","-4533","19208","17250","14650"
"cf_cff","-278.466","2426.196","621.255","7458.993","3035.443","5412.464","-7072","2263","3728","3616","1101","1302","2811","4961","7146","897","-1085","-8316","16062","15759","15569"
"ebitda","1412.037","1138.567","1890.551","1782.844","1889.003","2324.39","1441","3757","4020","4278","4063","4003","4007","3930","4032","4271","1920","7559","6279","4284","3398"
"earning_assets","","23127.055","24176.518","23171.423","36615.698","43031.1","59385.541","66726","71164","77316","81202","85041","90925","99122","107181","113413","116127","109338","133184","153749","154081"
"book_value","","4600.449","5774.772","5599.422","5915.823","7277.481","6456.846","8242","9218","10249","10574","10715","10763","10329","10567","11296","9828","12352","13288","13772","13664"
"tangible_book_value","","4278.405","5039.867","5284.232","5457.083","6826.424","6012.452","7799","8742","9780","10141","10292","10342","9911","10151","10886","9478","12097","13033","13517","13409"
"roa","","0.04","0.04","0.02","0.02","0.03","0.01","0.03","0.03","0.03","0.03","0.03","0.03","0.02","0.03","0.03","0.01","0.05","0.04","0.02","0.02"
"roe","","0.25","0.21","0.1","0.16","0.18","0.1","0.3","0.26","0.24","0.21","0.21","0.21","0.19","0.25","0.26","0.1","0.45","0.32","0.2","0.16"
"ebitda_margin","0.22","0.19","0.33","0.3","0.39","0.48","0.22","0.53","0.53","0.52","0.48","0.46","0.44","0.4","0.38","0.37","0.17","0.63","0.47","0.27","0.21"
"pretax_margin","0.19","0.16","0.29","0.26","0.34","0.44","0.19","0.5","0.49","0.48","0.44","0.41","0.4","0.36","0.34","0.33","0.13","0.58","0.43","0.24","0.18"
"net_income_margin","0.12","0.1","0.19","0.1","0.19","0.26","0.11","0.32","0.31","0.3","0.27","0.26","0.26","0.21","0.26","0.26","0.1","0.45","0.33","0.19","0.14"
"net_interest_margin","","0.34","0.15","0.15","0.05","0.05","0.09","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.09","0.08","0.08","0.09","0.09","0.09"
"assets_to_equity","","5.86","5.03","6.67","6.74","5.46","9.41","8.390000000000001","7.7","7.34","7.47","7.7","8.15","9.19","9.84","9.609999999999999","10.37","8.220000000000001","9.18","10.22","10.37"
"equity_to_assets","","0.17","0.2","0.15","0.15","0.18","0.11","0.12","0.13","0.14","0.13","0.13","0.12","0.11","0.1","0.1","0.1","0.12","0.11","0.1","0.1"
"earning_assets_to_equity","","5.03","4.19","4.14","6.19","5.1","9.199999999999999","8.1","7.28","7.15","7.29","7.54","8.029999999999999","9.1","9.630000000000001","9.56","10.67","8.15","9.279999999999999","10.37","10.47"
"loans_to_deposits","","1.42","1.78","0.84","0.88","0.74","1.42","1.46","1.45","1.46","1.52","1.52","1.49","1.43","1.34","1.32","1.18","1.29","1.22","1.18","1.15"
"loan_loss_reserve_to_loans","","0.04","0.04","0.04","0.05","0.07000000000000001","0.07000000000000001","0.04","0.03","0.03","0.02","0.03","0.03","0.03","0.03","0.04","0.09","0.07000000000000001","0.07000000000000001","0.07000000000000001","0.07000000000000001"
"revenue_per_share","13.34","12.29","12.19","12.27","10.02","9.529999999999999","12.13","13.01","14.72","16.89","18.31","19.95","22.41","26.46","31.04","35.81","36.12","40.17","47.82","62.44","65.06"
"ebitda_per_share","2.97","2.39","3.96","3.72","3.94","4.58","2.62","6.92","7.73","8.779999999999999","8.779999999999999","9.140000000000001","9.869999999999999","10.51","11.69","13.35","6.25","25.2","22.59","16.87","13.52"
"pretax_income_per_share","2.56","1.94","3.49","3.19","3.46","4.18","2.31","6.47","7.22","8.1","7.98","8.25","9","9.460000000000001","10.43","11.98","4.67","23.43","20.57","15.06","11.83"
"book_value_per_share","","9.640000000000001","12.1","11.69","12.34","14.33","11.76","15.18","17.73","21.05","22.84","24.46","26.51","27.62","30.63","35.3","32.01","41.17","47.8","54.22","54.66"
"tangible_book_per_share","","8.960000000000001","10.56","11.03","11.38","13.44","10.95","14.36","16.81","20.08","21.9","23.5","25.47","26.5","29.42","34.02","30.87","40.32","46.88","53.22","53.64"
"payout_ratio","","","","0.05","0.13","0.05","0.07000000000000001","0.05","0.09","0.12","0.19","0.21","0.2","0.24","0.19","0.19","0.49","0.11","0.15","0.24","0.32"
"net_interest_income_growth","","-0.11","-0.08","0.01","-0.61","0.35","1.41","0.07000000000000001","0.11","0.1","0.09","0.03","0.08","0.11","0.09","0.08","-0.02","0.03","0.16","0.19",""
"revenue_growth","","-0.08","-0.01","0.01","-0.18","0.01","0.37","0.06","0.08","0.07000000000000001","0.03","0.03","0.04","0.09","0.08","0.07000000000000001","-0.03","0.09","0.1","0.19",""
"ebitda_growth","","-0.19","0.66","-0.06","0.06","0.23","-0.38","1.61","0.07000000000000001","0.06","-0.05","-0.01","","-0.02","0.03","0.06","-0.55","2.94","-0.17","-0.32",""
"pretax_income_growth","","-0.24","0.8","-0.09","0.09","0.28","-0.4","1.77","0.07000000000000001","0.05","-0.06","-0.02","0.01","-0.03","0.02","0.07000000000000001","-0.63","3.9","-0.19","-0.33",""
"net_income_growth","","-0.26","0.86","-0.45","0.58","0.38","-0.4","1.91","0.05","0.05","-0.06","-0.01","0.04","-0.12","0.31","0.08","-0.61","3.75","-0.19","-0.33",""
"eps_diluted_growth","","-0.26","0.87","-0.46","0.54","0.25","-0.49","2.33","0.1","0.11","-0.01","0.05","0.12","-0.06","0.44","0.17","-0.6","3.93","-0.13","-0.27",""
"shares_diluted_growth","","","","","","0.06","0.08","-0.01","-0.04","-0.06","-0.05","-0.05","-0.07000000000000001","-0.08","-0.08","-0.07000000000000001","-0.04","-0.02","-0.07000000000000001","-0.09",""
"cash_and_equiv_growth","","","0.14","4.19","4.6","0.28","-0.61","-0.44","0.38","0.67","0.11","0.31","0.24","0.12","","-0.48","0.96","-0.35","0.01","0.32",""
"loans_gross_growth","","","0.04","-0.12","0.21","-0.06","1.07","0.18","0.06","0.08","0.06","0.03","0.07000000000000001","0.09","0.07000000000000001","0.06","-0.06","0.04","0.2","0.15",""
"loans_net_growth","","","0.04","-0.12","0.19","-0.08","1.08","0.22","0.07000000000000001","0.08","0.06","0.03","0.06","0.09","0.07000000000000001","0.06","-0.11","0.06","0.21","0.14",""
"total_assets_growth","","","0.08","0.29","0.07000000000000001","0.15","0.32","0.14","0.09","0.05","0.05","0.04","0.06","0.08","0.09","0.04","-0.01","-0.02","0.19","0.15",""
"deposits_growth","","","-0.17","0.85","0.15","0.12","0.07000000000000001","0.15","0.07000000000000001","0.07000000000000001","0.03","0.03","0.09","0.13","0.15","0.07000000000000001","0.06","-0.06","0.27","0.19",""
"total_equity_growth","","","0.26","-0.03","0.06","0.43","-0.23","0.28","0.19","0.11","0.03","0.01","","-0.04","0.02","0.07000000000000001","-0.08","0.23","0.07000000000000001","0.03",""
"earning_assets_growth","","","0.05","-0.04","0.58","0.18","0.38","0.12","0.07000000000000001","0.09","0.05","0.05","0.07000000000000001","0.09","0.08","0.06","0.02","-0.06","0.22","0.15",""
"shares_eop","476.209","477.236","477.236","477.688","479.987","542.922","544.682","528.83","497.871","472.244","449.188","421.679","388.766","357.92","331.446","310.157","306.597","288.328","267.384","250.103","250.6"
"dividends","","","","0.06","0.24","0.12","0.08","0.2","0.4","0.6","0.92","1.08","1.16","1.3","1.5","1.68","1.76","1.88","2.3","2.7","2.8"
"price_to_earnings","","","","14.1","5.29","6.58","13.02","5.66","8.83","10.7","12.66","9.84","11.71","13.12","7.13","8.9","24.33","6.15","5.98","9.56","14.41"
"price_to_book","","","","1.48","0.83","1.15","1.54","1.53","2.25","2.58","2.78","2.11","2.6","2.67","1.85","2.33","2.82","2.7","1.97","2.04","2.4"
"price_to_sales","","","","1.41","1.02","1.73","1.5","1.78","2.71","3.21","3.47","2.59","3.08","2.78","1.83","2.3","2.5","2.76","1.97","1.77","2.01"
"price_to_tangible_book","","","","1.57","0.9","1.23","1.66","1.62","2.37","2.7","2.9","2.2","2.71","2.78","1.93","2.42","2.93","2.75","2.01","2.08","2.45"
"market_cap","","","","8297.440559999999","4910.26701","8393.574119999999","9956.786959999999","12596.7306","20716.41231","26422.0518","29417.32212","22610.42798","28026.14094","27531.2064","19548.68508","26307.51674","27756.22641","33319.18368","26158.17672","28111.5772","32850.89182"
"period_end_price","","","","17.37","10.23","15.46","18.28","23.82","41.61","55.95","65.48999999999999","53.62","72.09","76.92","58.98","84.81999999999999","90.53","115.56","97.83","112.4","112.4"
