"Company: ","GE HealthCare Technologies Inc. (GEHC:US)","","","","",""
"goodwill","","11868","12892","12813","12936","12936"
"other_lt_assets","","2315","1993","2252","5998","5998"
"total_assets","","24228","26308","27539","32454","32454"
"accounts_payable","","2162","2540","2944","2947","2947"
"tax_payable","","","","","",""
"current_accrued_liabilities","","132","118","202","219","219"
"st_debt","","4","6","15","1006","1006"
"current_deferred_revenue","","1813","1864","1896","1918","1918"
"current_deferred_tax_liability","","","","","",""
"other_current_liabilities","","2285","2129","2030","2781","2781"
"total_current_liabilities","","6524","6761","7191","8981","8981"
"lt_debt","","31","31","8234","8436","8436"
"noncurrent_capital_leases","","305","296","282","311","311"
"pension_liabilities","","805","751","549","5782","5782"
"noncurrent_deferred_revenue","","1028","1017","1000","773","773"
"other_lt_liabilities","","784","556","691","861","861"
"total_liabilities","","9477","9412","17947","25144","25144"
"common_stock","","15566","17692","","5","5"
"preferred_stock","","","","","",""
"retained_earnings","","","","","1326","1326"
"aoci","","-839","-1037","-1878","-691","-691"
"apic","","","","","6493","6493"
"treasury_stock","","","","","",""
"other_equity","","","","11235","",""
"minority_interest_liability","","24","241","235","177","177"
"total_equity","","14751","16896","9592","7310","7310"
"total_liabilities_and_equity","","24228","26308","27539","32454","32454"
"cfo_net_income","1681","2058","2275","1949","1618","1623"
"cfo_da","659","630","625","633","610","601"
"cfo_receivables","-291","-257","-1156","-440","-171","34"
"cfo_inventory","-173","100","-435","-402","111","174"
"cfo_prepaid_expenses","","","","","",""
"cfo_other_working_capital","77","105","221","586","-71","-270"
"cfo_change_in_working_capital","-387","-52","-1370","-256","-131","-62"
"cfo_deferred_tax","410","652","600","563","743","704"
"cfo_stock_comp","","","76","67","114","124"
"cfo_other_noncash_items","-374","-1601","-599","-843","-853","-938"
"cf_cfo","1989","1687","1607","2113","2101","2052"
"cfi_ppe_net","-211","-221","-233","-306","-386","-388"
"cfi_acquisitions_net","","-78","-1481","","-147","-20"
"cfi_investment_net","","","","","",""
"cfi_intangibles_net","-68","-22","-6","","",""
"cfi_other","-46","20307","-41","-92","-25","-72"
"cf_cfi","-325","19986","-1761","-398","-558","-480"
"cff_common_stock_net","","","","","",""
"cff_pfd_net","","","","","",""
"cff_debt_net","-59","-16","-12","8204","1139","-997"
"cff_dividend_paid","","","","","-41","-55"
"cff_other","-1515","-21528","-251","-9026","-1576","-252"
"cf_cff","-1574","-21544","-263","-822","-478","-1304"
"ebitda","2783","3350","3420","3155","3045","3017"
"capex","-211","-221","-233","-306","-386","-388"
"fcf","1778","1466","1374","1807","1715","1664"
"book_value","","14751","16896","9592","7310","7599"
"tangible_book_value","","1280","2157","-4741","-6879","-6502"
"roa","","1.14","0.09","0.07000000000000001","0.05","0.05"
"roe","","1.88","0.14","0.14","0.19","0.22"
"roic","","1.83","0.14","0.11","0.09","0.09"
"roce","","0.31","0.15","0.13","0.11","0.1"
"rotce","","1.28","0.62","0.47","0.3","0.24"
"gross_margin","0.39","0.39","0.41","0.39","0.41","0.41"
"ebitda_margin","0.17","0.2","0.19","0.17","0.16","0.15"
"operating_margin","0.13","0.16","0.16","0.14","0.12","0.12"
"pretax_margin","0.13","0.16","0.16","0.14","0.12","0.12"
"net_income_margin","0.09","0.8100000000000001","0.13","0.1","0.08","0.08"
"fcf_margin","0.11","0.09","0.08","0.1","0.09","0.09"
"assets_to_equity","","1.64","1.56","2.87","4.44","4.24"
"equity_to_assets","","0.61","0.64","0.35","0.23","0.24"
"debt_to_equity","","0.02","0.02","0.89","1.33","1.26"
"debt_to_assets","","0.01","0.01","0.31","0.3","0.3"
"revenue_per_share","36.58","37.75","38.67","40.4","42.69","42.54"
"ebitda_per_share","6.12","7.37","7.52","6.95","6.65","6.58"
"operating_income_per_share","4.67","5.98","6.15","5.56","5.32","5.27"
"pretax_income_per_share","4.6","5.96","6.32","5.53","5.16","5.08"
"fcf_per_share","3.91","3.22","3.02","3.98","3.74","3.63"
"book_value_per_share","","32.44","37.16","21.13","15.96","16.56"
"tangible_book_per_share","","2.81","4.74","-10.44","-15.02","-14.17"
"payout_ratio","","","","","0.03","0.04"
"revenue_growth","","0.03","0.02","0.04","0.07000000000000001",""
"gross_profit_growth","","0.03","0.06","","0.1",""
"ebitda_growth","","0.2","0.02","-0.08","-0.03",""
"operating_income_growth","","0.28","0.03","-0.1","-0.03",""
"pretax_income_growth","","0.3","0.06","-0.13","-0.06",""
"net_income_growth","","8.09","-0.84","-0.15","-0.18",""
"eps_diluted_growth","","8.08","-0.84","-0.15","-0.28",""
"shares_diluted_growth","","","","","0.01",""
"cash_and_equiv_growth","","","-0.44","1.6","0.73",""
"ppe_growth","","","0.01","0.04","0.08",""
"total_assets_growth","","","0.09","0.05","0.18",""
"total_equity_growth","","","0.15","-0.43","-0.24",""
"cfo_growth","","-0.15","-0.05","0.31","-0.01",""
"capex_growth","","-0.05","-0.05","-0.31","-0.26",""
"fcf_growth","","-0.18","-0.06","0.32","-0.05",""
"shares_eop","454.71","454.71","454.71","454","455.342","456.47"
"dividends","","","","","0.09","0.12"
"price_to_earnings","","","","13.83","22.45","26.42"
"price_to_book","","","","2.76","4.82","5.46"
"price_to_sales","","","","1.45","1.8","2.13"
"price_to_tangible_book","","","","-5.59","-5.12","-6.38"
"price_to_fcf","","","","14.67","20.53","24.93"
"market_cap","","","","26504.52","35207.04344","41484.77848"
"period_end_price","","","","58.38","77.31999999999999","77.31999999999999"
