"Company: ","GE HealthCare Technologies Inc. (GEHC:US)","","","","",""
"Exchange: ","NASDAQ","","","","",""
"Last Close Price: ","78.81","","","","",""
"Industry: ","Health Care Equipment & Supplies","","","","",""
"Currency: ","USD","","","","",""
"Country: ","US","","","","",""
"Market Cap.: ","36002","","","","",""
"Enterprise Value: ","41698","","","","",""
"period_end_date","2019-12","2020-12","2021-12","2022-12","2023-12","TTM"
"revenue","16633","17164","17585","18341","19552","19495"
"cogs","10085","10397","10411","11162","11630","11562"
"gross_profit","6548","6767","7174","7179","7922","7933"
"sga","3591","3237","3563","3631","4282","4258"
"rnd","833","810","816","1026","1205","1259"
"special_charges","","","","","",""
"other_opex","","","","","",""
"total_opex","4424","4047","4379","4657","5487","5517"
"operating_income","2124","2720","2795","2522","2435","2416"
"net_interest_income_normal","-52","-17","-6","-86","-516","-531"
"other_nonoperating_income","19","7","86","76","442","442"
"pretax_income","2091","2710","2875","2512","2361","2327"
"income_tax","-410","-652","-600","-563","-743","-704"
"net_income_continuing","1681","2058","2275","1949","1618","1623"
"net_income_discontinued","-128","11839","18","18","-4","-4"
"income_allocated_to_minority_interest","-29","-51","-46","-51","-46","-49"
"other_income_statement_items","","","","","",""
"net_income","1524","13846","2247","1916","1568","1570"
"preferred_dividends","","","","","183",""
"net_income_available_to_shareholders","1524","13846","2247","1916","1385","1570"
"eps_basic","3.35","30.45","4.94","4.22","3.05","3.45"
"eps_diluted","3.35","30.45","4.94","4.22","3.03","3.42"
"shares_basic","454.71","454.71","454.71","454","455","455"
"shares_diluted","454.71","454.71","454.71","454","458","458"
"cash_and_equiv","","994","554","1440","2494","2494"
"st_investments","","","","","",""
"receivables","","2657","3791","3993","4254","4254"
"inventories","","1594","1946","2155","1960","1960"
"other_current_assets","","651","709","730","702","702"
"total_current_assets","","5896","7000","8318","9410","9410"
"equity_and_other_investments","","344","341","322","357","357"
"ppe_gross","","4890","5051","5302","5564","5564"
"accumulated_depreciation","","-2688","-2816","-2988","-3064","-3064"
"ppe_net","","2202","2235","2314","2500","2500"
"intangible_assets","","1603","1847","1520","1253","1253"
