"Company: ","Fortive Corp (FTV:US)","","","","","","","","","","","",""
"Exchange: ","NYSE","","","","","","","","","","","",""
"Last Close Price: ","72.95999999999999","","","","","","","","","","","",""
"Industry: ","Machinery","","","","","","","","","","","",""
"Currency: ","USD","","","","","","","","","","","",""
"Country: ","US","","","","","","","","","","","",""
"Market Cap.: ","25761","","","","","","","","","","","",""
"Enterprise Value: ","28998","","","","","","","","","","","",""
"period_end_date","2012-12","2013-12","2014-12","2015-12","2016-12","2017-12","2018-12","2019-12","2020-12","2021-12","2022-12","2023-12","TTM"
"revenue","5785.3","5961.9","6337.2","6178.8","5378.2","5756.1","3800.4","4563.9","4634.4","5254.7","5825.7","6065.3","6129.1"
"cogs","3022.3","3097.9","3288","3178.8","2692.7","2834.7","1614.2","2080.7","2025.9","2247.6","2462.3","2471.2","2479"
"gross_profit","2763","2864","3049.2","3000","2685.5","2921.4","2186.2","2483.2","2608.5","3007.1","3363.4","3594.1","3650.1"
"sga","1282.5","1342.5","1416.3","1352.6","1272.8","1409.1","1262.8","1719","1748.4","1839.5","1956.6","2062.6","2115.9"
"rnd","352.7","378.3","387.6","377.7","351","369.3","278.1","320.3","320.7","354.8","401.5","397.8","401.8"
"special_charges","","","","","","","","","","","","",""
"other_opex","","","","","","","","","","","","",""
"total_opex","1635.2","1720.8","1803.9","1730.3","1623.8","1778.4","1540.9","2039.3","2069.1","2194.3","2358.1","2460.4","2517.7"
"operating_income","1127.8","1143.2","1245.3","1269.7","1061.7","1143","645.3","443.9","539.4","812.8","1005.3","1133.7","1132.4"
"net_interest_income_normal","","","","","-46.4","-88.7","-77.2","-142.6","-148.5","-103.2","-98.3","-123.5","-135.4"
"other_nonoperating_income","","","33.9","","-4.8","19.3","-2.3","35.4","1116.8","-32.1","-33.5","-19.4","22"
"pretax_income","1127.8","1143.2","1279.2","1269.7","1010.5","1073.6","565.8","336.7","1507.7","677.5","873.5","990.8","1019"
"income_tax","-364.1","-312.3","-395.8","-405.9","-270.3","-189.3","-75.59999999999999","-68.59999999999999","-55.5","-63.3","-118.3","-125","-119.4"
"net_income_continuing","763.7","830.9","883.4","863.8","740.2","884.3","490.2","268.1","1452.2","614.2","755.2","865.8","899.6"
"net_income_discontinued","","","","","132.1","160.2","2423.6","470.8","161.1","-5.8","","",""
"income_allocated_to_minority_interest","","","","","","","","","","","","",""
"other_income_statement_items","1.1368683772162E-13","-1.1368683772162E-13","-1.1368683772162E-13","-1.1368683772162E-13","-1.1368683772162E-13","","4.5474735088646E-13","-1.1368683772162E-13","","-1.1368683772162E-13","","","-2.8421709430404E-14"
"net_income","763.7","830.9","883.4","863.8","872.3","1044.5","2913.8","738.9","1613.3","608.4","755.2","865.8","899.6"
